MapDate,RegionName,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20150818,III,91.10,8.90,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150818,IV,52.06,47.94,19.26,4.55,0.51,0.00,2015-08-18,2015-08-24,1
20150811,I,69.68,30.32,5.37,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150811,II,70.89,29.11,5.73,2.59,1.44,0.00,2015-08-11,2015-08-17,1
20150811,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150811,IV,52.00,48.00,19.16,3.74,0.18,0.00,2015-08-11,2015-08-17,1
20150804,I,74.75,25.25,5.37,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150804,II,89.64,10.36,5.57,2.59,1.17,0.00,2015-08-04,2015-08-10,1
20150804,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150804,IV,57.09,42.91,17.86,3.74,0.18,0.00,2015-08-04,2015-08-10,1
20150728,I,80.32,19.68,5.09,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150728,II,86.89,13.11,4.89,2.20,0.72,0.00,2015-07-28,2015-08-03,1
20150728,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150728,IV,65.26,34.74,13.61,1.70,0.18,0.00,2015-07-28,2015-08-03,1
20150721,I,80.32,19.68,5.09,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150721,II,87.23,12.77,4.63,1.19,0.15,0.00,2015-07-21,2015-07-27,1
20150721,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150721,IV,67.93,32.07,13.87,1.65,0.28,0.00,2015-07-21,2015-07-27,1
20150714,I,80.32,19.68,5.09,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,II,87.23,12.77,4.63,1.19,0.05,0.00,2015-07-14,2015-07-20,1
20150714,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150714,IV,71.25,28.75,12.11,1.85,0.28,0.00,2015-07-14,2015-07-20,1
20150707,I,72.15,27.85,5.09,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150707,II,70.71,29.29,8.66,1.09,0.05,0.00,2015-07-07,2015-07-13,1
20150707,III,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150707,IV,71.63,28.37,11.75,1.42,0.22,0.00,2015-07-07,2015-07-13,1
20150630,I,57.86,42.14,6.52,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150630,II,71.75,28.25,8.36,0.85,0.00,0.00,2015-06-30,2015-07-06,1
20150630,III,95.25,4.75,0.00,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150630,IV,61.81,38.19,12.46,1.21,0.00,0.00,2015-06-30,2015-07-06,1
20150623,I,44.90,55.10,23.98,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150623,II,63.55,36.45,9.76,0.37,0.00,0.00,2015-06-23,2015-06-29,1
20150623,III,88.86,11.14,1.42,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150623,IV,58.85,41.15,10.69,1.27,0.00,0.00,2015-06-23,2015-06-29,1
20150616,I,40.68,59.32,26.11,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150616,II,49.87,50.13,15.54,0.37,0.00,0.00,2015-06-16,2015-06-22,1
20150616,III,78.56,21.44,3.78,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150616,IV,67.48,32.52,7.81,0.19,0.00,0.00,2015-06-16,2015-06-22,1
20150609,I,40.68,59.32,26.11,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,II,37.93,62.07,15.25,0.17,0.00,0.00,2015-06-09,2015-06-15,1
20150609,III,78.67,21.33,0.76,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150609,IV,73.99,26.01,2.08,0.19,0.00,0.00,2015-06-09,2015-06-15,1
20150602,I,29.71,70.29,26.11,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150602,II,36.09,63.91,15.25,0.17,0.00,0.00,2015-06-02,2015-06-08,1
20150602,III,71.41,28.59,0.76,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150602,IV,71.41,28.59,2.66,0.19,0.00,0.00,2015-06-02,2015-06-08,1
20150526,I,0.00,100.00,39.03,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,II,20.31,79.69,32.92,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,III,63.09,36.91,2.74,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150526,IV,61.89,38.11,1.46,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,I,0.00,100.00,39.03,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,II,23.84,76.16,30.31,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,III,82.83,17.17,2.53,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150519,IV,82.47,17.53,0.95,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,I,0.00,100.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150512,II,30.15,69.85,0.99,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150512,III,82.71,17.29,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150512,IV,84.14,15.86,0.50,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,I,29.69,70.31,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150505,II,33.84,66.16,0.39,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150505,III,84.64,15.36,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150505,IV,89.52,10.48,0.50,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,I,46.49,53.51,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150428,II,44.00,56.00,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150428,III,88.69,11.31,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150428,IV,90.91,9.09,0.77,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,I,45.80,54.20,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150421,II,43.97,56.03,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150421,III,88.69,11.31,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150421,IV,89.21,10.79,1.67,0.75,0.00,0.00,2015-04-21,2015-04-27,1
20150414,I,45.45,54.55,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150414,II,41.55,58.45,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150414,III,77.00,23.00,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150414,IV,70.17,29.83,3.53,0.46,0.00,0.00,2015-04-14,2015-04-20,1
20150407,I,45.45,54.55,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150407,II,41.55,58.45,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150407,III,74.80,25.20,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150407,IV,69.03,30.97,4.63,0.56,0.00,0.00,2015-04-07,2015-04-13,1
20150331,I,48.84,51.16,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150331,II,41.55,58.45,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150331,III,75.01,24.99,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150331,IV,73.08,26.92,3.73,0.13,0.00,0.00,2015-03-31,2015-04-06,1
20150324,I,93.35,6.65,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150324,II,59.10,40.90,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150324,III,74.67,25.33,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150324,IV,79.18,20.82,2.76,0.16,0.00,0.00,2015-03-24,2015-03-30,1
20150317,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150317,II,79.77,20.23,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150317,III,74.55,25.45,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150317,IV,76.74,23.26,3.56,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,II,86.04,13.96,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,III,74.56,25.44,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150310,IV,78.47,21.53,4.49,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150303,II,86.04,13.96,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150303,III,68.26,31.74,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150303,IV,72.53,27.47,5.88,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150224,II,84.10,15.90,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150224,III,68.27,31.73,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150224,IV,64.27,35.73,8.36,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,II,84.40,15.60,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,III,66.84,33.16,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150217,IV,56.09,43.91,11.75,1.54,0.00,0.00,2015-02-17,2015-02-23,1
20150210,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,II,83.43,16.57,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,III,66.84,33.16,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150210,IV,66.44,33.56,9.43,1.54,0.00,0.00,2015-02-10,2015-02-16,1
20150203,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150203,II,83.43,16.57,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150203,III,74.98,25.02,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150203,IV,73.84,26.16,5.74,0.11,0.00,0.00,2015-02-03,2015-02-09,1
20150127,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150127,II,83.43,16.57,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150127,III,74.98,25.02,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150127,IV,76.52,23.48,4.73,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150120,II,90.00,10.00,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150120,III,72.37,27.63,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150120,IV,81.50,18.50,4.08,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150113,II,90.41,9.59,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150113,III,81.48,18.52,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150113,IV,86.39,13.61,3.39,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,I,100.00,0.00,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20150106,II,90.41,9.59,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20150106,III,81.32,18.68,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20150106,IV,87.94,12.06,1.11,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141230,II,83.86,16.14,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141230,III,80.32,19.68,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141230,IV,82.68,17.32,1.53,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141223,II,83.47,16.53,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141223,III,73.59,26.41,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141223,IV,62.13,37.87,10.38,1.59,0.00,0.00,2014-12-23,2014-12-29,1
20141216,I,98.69,1.31,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141216,II,83.47,16.53,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141216,III,73.59,26.41,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141216,IV,62.75,37.25,9.89,1.71,0.00,0.00,2014-12-16,2014-12-22,1
20141209,I,87.28,12.72,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141209,II,70.97,29.03,2.83,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141209,III,73.48,26.52,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141209,IV,71.38,28.62,7.56,0.84,0.00,0.00,2014-12-09,2014-12-15,1
20141202,I,84.33,15.67,3.28,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141202,II,76.47,23.53,3.46,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141202,III,73.49,26.51,0.00,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141202,IV,73.79,26.21,4.54,0.47,0.00,0.00,2014-12-02,2014-12-08,1
20141125,I,83.43,16.57,4.25,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141125,II,71.43,28.57,3.38,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141125,III,70.63,29.37,0.00,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141125,IV,72.56,27.44,4.11,0.22,0.00,0.00,2014-11-25,2014-12-01,1
20141118,I,83.43,16.57,4.25,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141118,II,71.43,28.57,3.38,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141118,III,77.82,22.18,0.00,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141118,IV,59.59,40.41,6.46,0.33,0.00,0.00,2014-11-18,2014-11-24,1
20141111,I,83.43,16.57,4.25,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141111,II,73.16,26.84,3.38,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141111,III,83.91,16.09,0.00,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141111,IV,57.63,42.37,9.18,0.55,0.00,0.00,2014-11-11,2014-11-17,1
20141104,I,83.43,16.57,4.25,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141104,II,72.55,27.45,3.53,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141104,III,85.79,14.21,0.00,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141104,IV,64.40,35.60,8.25,0.48,0.00,0.00,2014-11-04,2014-11-10,1
20141028,I,81.58,18.42,4.25,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141028,II,74.71,25.29,3.53,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141028,III,87.81,12.19,0.00,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141028,IV,68.96,31.04,5.01,0.48,0.00,0.00,2014-10-28,2014-11-03,1
20141021,I,26.76,73.24,7.82,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141021,II,71.86,28.14,4.28,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141021,III,88.12,11.88,0.00,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141021,IV,76.58,23.42,5.01,0.48,0.00,0.00,2014-10-21,2014-10-27,1
20141014,I,26.27,73.73,7.82,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141014,II,68.55,31.45,4.28,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141014,III,70.87,29.13,0.00,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141014,IV,77.08,22.92,4.99,0.48,0.00,0.00,2014-10-14,2014-10-20,1
20141007,I,47.39,52.61,7.80,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20141007,II,75.53,24.47,3.64,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20141007,III,68.19,31.81,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20141007,IV,68.40,31.60,6.91,0.91,0.00,0.00,2014-10-07,2014-10-13,1
20140930,I,47.39,52.61,7.80,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140930,II,75.53,24.47,3.64,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140930,III,67.00,33.00,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140930,IV,63.27,36.73,7.12,0.91,0.00,0.00,2014-09-30,2014-10-06,1
20140923,I,54.16,45.84,9.00,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140923,II,77.02,22.98,0.23,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140923,III,74.31,25.69,0.00,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140923,IV,71.80,28.20,4.99,1.03,0.00,0.00,2014-09-23,2014-09-29,1
20140916,I,87.80,12.20,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140916,II,82.53,17.47,0.22,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140916,III,87.64,12.36,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140916,IV,72.75,27.25,4.80,1.51,0.00,0.00,2014-09-16,2014-09-22,1
20140909,I,90.12,9.88,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140909,II,83.63,16.37,0.22,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140909,III,94.09,5.91,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140909,IV,72.70,27.30,4.80,1.65,0.00,0.00,2014-09-09,2014-09-15,1
20140902,I,90.62,9.38,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140902,II,92.40,7.60,0.22,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140902,III,95.09,4.91,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140902,IV,67.69,32.31,6.97,1.77,0.00,0.00,2014-09-02,2014-09-08,1
20140826,I,90.62,9.38,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140826,II,92.40,7.60,0.22,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140826,III,95.77,4.23,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140826,IV,73.50,26.50,6.29,1.26,0.00,0.00,2014-08-26,2014-09-01,1
20140819,I,90.76,9.24,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140819,II,97.18,2.82,0.44,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140819,III,95.70,4.30,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140819,IV,76.08,23.92,4.22,0.50,0.00,0.00,2014-08-19,2014-08-25,1
20140812,I,87.39,12.61,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140812,II,96.40,3.60,0.44,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140812,III,93.93,6.07,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140812,IV,78.08,21.92,4.05,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,I,87.39,12.61,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140805,II,96.40,3.60,0.44,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140805,III,91.01,8.99,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140805,IV,75.71,24.29,3.45,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,I,89.77,10.23,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140729,II,94.83,5.17,1.02,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140729,III,88.73,11.27,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140729,IV,74.90,25.10,1.98,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,I,89.08,10.92,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140722,II,95.73,4.27,0.60,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140722,III,85.78,14.22,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140722,IV,79.19,20.81,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,I,89.94,10.06,0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140715,II,95.73,4.27,0.47,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140715,III,89.07,10.93,0.54,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140715,IV,74.69,25.31,1.25,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,I,91.43,8.57,0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140708,II,97.26,2.74,0.47,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140708,III,91.95,8.05,0.54,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140708,IV,80.74,19.26,1.25,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,I,89.70,10.30,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140701,II,97.65,2.35,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140701,III,95.35,4.65,0.54,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140701,IV,86.61,13.39,0.88,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,I,94.95,5.05,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140624,II,97.66,2.34,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140624,III,96.58,3.42,0.64,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140624,IV,84.77,15.23,1.06,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,I,97.36,2.64,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140617,II,98.23,1.77,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140617,III,96.58,3.42,0.64,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140617,IV,87.82,12.18,1.06,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,I,97.36,2.64,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140610,II,98.23,1.77,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140610,III,95.43,4.57,1.89,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140610,IV,87.18,12.82,1.15,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140603,II,98.56,1.44,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140603,III,94.86,5.14,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140603,IV,84.35,15.65,1.17,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140527,II,97.71,2.29,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140527,III,95.29,4.71,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140527,IV,88.94,11.06,1.16,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140520,II,97.71,2.29,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140520,III,95.29,4.71,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140520,IV,89.52,10.48,0.57,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140513,II,97.71,2.29,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140513,III,81.26,18.74,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140513,IV,88.70,11.30,0.85,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140506,II,97.21,2.79,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140506,III,81.26,18.74,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140506,IV,90.97,9.03,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,I,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140429,II,97.21,2.79,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140429,III,96.50,3.50,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140429,IV,95.71,4.29,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,I,93.31,6.69,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140422,II,97.40,2.60,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140422,III,96.50,3.50,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140422,IV,91.77,8.23,0.80,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,I,93.81,6.19,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140415,II,97.40,2.60,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140415,III,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140415,IV,95.05,4.95,1.41,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,I,93.81,6.19,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140408,II,97.40,2.60,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140408,III,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140408,IV,96.99,3.01,1.41,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,I,93.81,6.19,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140401,II,97.40,2.60,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140401,III,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140401,IV,87.80,12.20,2.51,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,I,91.21,8.79,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140325,II,94.71,5.29,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140325,III,99.44,0.56,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140325,IV,90.44,9.56,2.51,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,I,91.21,8.79,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140318,II,94.71,5.29,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140318,III,99.44,0.56,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140318,IV,92.14,7.86,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,I,91.21,8.79,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140311,II,95.19,4.81,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140311,III,99.44,0.56,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
