MapDate,RegionName,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20220531,II,87.01,12.99,1.03,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220531,III,93.97,6.03,0.00,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220531,IV,76.03,23.97,7.90,2.35,0.00,0.00,2022-05-31,2022-06-06,1
20220524,I,69.69,30.31,6.09,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220524,II,86.93,13.07,1.06,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220524,III,82.08,17.92,0.79,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220524,IV,58.81,41.19,8.39,2.63,0.00,0.00,2022-05-24,2022-05-30,1
20220517,I,69.99,30.01,2.63,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220517,II,87.38,12.62,0.89,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220517,III,79.93,20.07,1.79,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220517,IV,57.95,42.05,12.22,2.85,0.00,0.00,2022-05-17,2022-05-23,1
20220510,I,86.90,13.10,2.63,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220510,II,95.32,4.68,0.20,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220510,III,75.48,24.52,2.49,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220510,IV,72.52,27.48,12.15,2.35,0.00,0.00,2022-05-10,2022-05-16,1
20220503,I,87.16,12.84,2.95,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220503,II,94.18,5.82,0.20,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220503,III,56.11,43.89,2.49,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220503,IV,70.97,29.03,12.14,1.98,0.00,0.00,2022-05-03,2022-05-09,1
20220426,I,87.16,12.84,2.95,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220426,II,95.81,4.19,0.26,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220426,III,60.11,39.89,1.39,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220426,IV,73.40,26.60,12.44,2.10,0.00,0.00,2022-04-26,2022-05-02,1
20220419,I,87.16,12.84,2.95,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220419,II,95.59,4.41,0.27,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220419,III,60.11,39.89,1.39,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220419,IV,73.40,26.60,11.44,1.59,0.00,0.00,2022-04-19,2022-04-25,1
20220412,I,82.56,17.44,3.70,2.09,0.00,0.00,2022-04-12,2022-04-18,1
20220412,II,94.28,5.72,1.65,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220412,III,58.63,41.37,1.79,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220412,IV,67.35,32.65,14.52,1.99,0.00,0.00,2022-04-12,2022-04-18,1
20220405,I,74.76,25.24,3.70,2.09,0.00,0.00,2022-04-05,2022-04-11,1
20220405,II,81.14,18.86,3.71,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220405,III,49.02,50.98,3.45,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220405,IV,65.35,34.65,17.55,3.15,0.00,0.00,2022-04-05,2022-04-11,1
20220329,I,73.67,26.33,3.70,2.09,0.00,0.00,2022-03-29,2022-04-04,1
20220329,II,78.33,21.67,3.71,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220329,III,63.87,36.13,1.56,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220329,IV,63.91,36.09,19.33,2.19,0.00,0.00,2022-03-29,2022-04-04,1
20220322,I,66.83,33.17,3.70,2.09,0.00,0.00,2022-03-22,2022-03-28,1
20220322,II,78.76,21.24,3.71,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220322,III,66.19,33.81,1.56,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220322,IV,62.23,37.77,17.06,2.40,0.29,0.00,2022-03-22,2022-03-28,1
20220315,I,65.02,34.98,3.70,2.09,0.00,0.00,2022-03-15,2022-03-21,1
20220315,II,85.52,14.48,3.71,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220315,III,67.66,32.34,0.96,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220315,IV,52.81,47.19,24.34,2.51,0.37,0.00,2022-03-15,2022-03-21,1
20220308,I,65.02,34.98,6.32,2.64,0.00,0.00,2022-03-08,2022-03-14,1
20220308,II,84.07,15.93,3.71,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220308,III,67.65,32.35,0.97,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220308,IV,45.95,54.05,25.65,3.83,0.74,0.00,2022-03-08,2022-03-14,1
20220301,I,65.02,34.98,6.32,2.64,0.00,0.00,2022-03-01,2022-03-07,1
20220301,II,87.64,12.36,0.27,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220301,III,89.07,10.93,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220301,IV,56.09,43.91,15.08,2.53,0.01,0.00,2022-03-01,2022-03-07,1
20220222,I,64.24,35.76,6.32,2.64,0.00,0.00,2022-02-22,2022-02-28,1
20220222,II,87.67,12.33,0.04,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220222,III,89.43,10.57,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220222,IV,59.48,40.52,10.65,2.68,0.24,0.00,2022-02-22,2022-02-28,1
20220215,I,64.24,35.76,6.32,2.64,0.00,0.00,2022-02-15,2022-02-21,1
20220215,II,87.67,12.33,0.04,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220215,III,92.67,7.33,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220215,IV,67.89,32.11,6.29,3.04,0.24,0.00,2022-02-15,2022-02-21,1
20220208,I,64.24,35.76,6.32,2.64,0.00,0.00,2022-02-08,2022-02-14,1
20220208,II,87.49,12.51,0.19,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220208,III,91.14,8.86,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220208,IV,72.37,27.63,6.03,1.83,0.01,0.00,2022-02-08,2022-02-14,1
20220201,I,64.24,35.76,6.32,2.64,0.00,0.00,2022-02-01,2022-02-07,1
20220201,II,85.05,14.95,2.25,0.27,0.00,0.00,2022-02-01,2022-02-07,1
20220201,III,80.77,19.23,1.55,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220201,IV,68.34,31.66,9.11,1.80,0.01,0.00,2022-02-01,2022-02-07,1
20220125,I,80.86,19.14,6.32,2.64,0.00,0.00,2022-01-25,2022-01-31,1
20220125,II,92.96,7.04,1.49,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220125,III,81.66,18.34,1.55,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220125,IV,71.02,28.98,8.76,1.80,0.01,0.00,2022-01-25,2022-01-31,1
20220118,I,80.86,19.14,6.32,2.64,0.00,0.00,2022-01-18,2022-01-24,1
20220118,II,92.90,7.10,1.49,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220118,III,73.92,26.08,2.43,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220118,IV,67.74,32.26,10.60,2.09,0.03,0.00,2022-01-18,2022-01-24,1
20220111,I,80.86,19.14,6.32,2.64,0.00,0.00,2022-01-11,2022-01-17,1
20220111,II,91.57,8.43,1.62,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220111,III,67.12,32.88,3.51,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220111,IV,62.75,37.25,15.63,2.04,0.03,0.00,2022-01-11,2022-01-17,1
20220104,I,80.86,19.14,6.32,2.64,0.00,0.00,2022-01-04,2022-01-10,1
20220104,II,91.53,8.47,1.62,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20220104,III,58.97,41.03,4.45,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20220104,IV,63.49,36.51,15.74,2.88,0.17,0.00,2022-01-04,2022-01-10,1
20211228,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-12-28,2022-01-03,1
20211228,II,91.53,8.47,1.62,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211228,III,44.10,55.90,21.77,2.12,0.00,0.00,2021-12-28,2022-01-03,1
20211228,IV,51.89,48.11,17.05,7.55,0.00,0.00,2021-12-28,2022-01-03,1
20211221,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-12-21,2021-12-27,1
20211221,II,91.53,8.47,1.62,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211221,III,44.10,55.90,15.50,2.12,0.00,0.00,2021-12-21,2021-12-27,1
20211221,IV,58.18,41.82,17.05,7.55,0.00,0.00,2021-12-21,2021-12-27,1
20211214,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-12-14,2021-12-20,1
20211214,II,93.90,6.10,1.62,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211214,III,51.46,48.54,8.56,1.67,0.00,0.00,2021-12-14,2021-12-20,1
20211214,IV,46.57,53.43,17.05,7.55,0.00,0.00,2021-12-14,2021-12-20,1
20211207,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-12-07,2021-12-13,1
20211207,II,95.28,4.72,1.62,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211207,III,66.32,33.68,7.23,1.67,0.00,0.00,2021-12-07,2021-12-13,1
20211207,IV,49.95,50.05,19.16,9.30,0.00,0.00,2021-12-07,2021-12-13,1
20211130,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-11-30,2021-12-06,1
20211130,II,96.03,3.97,1.67,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211130,III,76.01,23.99,4.67,1.05,0.00,0.00,2021-11-30,2021-12-06,1
20211130,IV,62.15,37.85,13.94,3.34,0.00,0.00,2021-11-30,2021-12-06,1
20211123,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-11-23,2021-11-29,1
20211123,II,96.03,3.97,0.31,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211123,III,83.24,16.76,3.95,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211123,IV,72.48,27.52,10.05,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-11-16,2021-11-22,1
20211116,II,97.53,2.47,0.31,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211116,III,88.14,11.86,2.21,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211116,IV,80.60,19.40,7.44,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,I,80.86,19.14,6.32,2.64,0.00,0.00,2021-11-09,2021-11-15,1
20211109,II,97.87,2.13,0.10,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211109,III,91.25,8.75,0.53,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211109,IV,84.98,15.02,4.74,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,I,80.86,19.14,6.32,3.32,0.00,0.00,2021-11-02,2021-11-08,1
20211102,II,97.87,2.13,0.10,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211102,III,94.15,5.85,0.35,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211102,IV,83.77,16.23,3.64,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,I,71.19,28.81,9.11,3.32,0.00,0.00,2021-10-26,2021-11-01,1
20211026,II,90.94,9.06,0.07,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211026,III,92.42,7.58,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211026,IV,82.24,17.76,0.84,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,I,71.19,28.81,9.11,3.32,0.00,0.00,2021-10-19,2021-10-25,1
20211019,II,90.94,9.06,0.07,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211019,III,93.32,6.68,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211019,IV,91.85,8.15,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,I,69.78,30.22,9.34,3.32,0.00,0.00,2021-10-12,2021-10-18,1
20211012,II,87.68,12.32,0.67,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211012,III,93.32,6.68,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211012,IV,93.21,6.79,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,I,74.65,25.35,9.34,2.47,0.00,0.00,2021-10-05,2021-10-11,1
20211005,II,91.66,8.34,0.68,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20211005,III,95.44,4.56,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20211005,IV,92.78,7.22,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,I,74.62,25.38,9.75,2.47,0.00,0.00,2021-09-28,2021-10-04,1
20210928,II,93.56,6.44,0.68,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210928,III,97.45,2.55,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210928,IV,98.43,1.57,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,I,64.16,35.84,18.07,2.47,0.00,0.00,2021-09-21,2021-09-27,1
20210921,II,93.31,6.69,0.95,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210921,III,94.85,5.15,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210921,IV,95.83,4.17,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,I,61.64,38.36,18.87,2.47,0.00,0.00,2021-09-14,2021-09-20,1
20210914,II,92.46,7.54,0.95,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210914,III,94.85,5.15,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210914,IV,94.38,5.62,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,I,57.87,42.13,31.72,4.64,0.00,0.00,2021-09-07,2021-09-13,1
20210907,II,91.26,8.74,1.87,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210907,III,94.68,5.32,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210907,IV,95.09,4.91,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,I,51.26,48.74,31.91,4.76,0.00,0.00,2021-08-31,2021-09-06,1
20210831,II,92.01,7.99,1.16,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210831,III,81.47,18.53,4.16,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210831,IV,99.03,0.97,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210824,I,51.26,48.74,27.12,4.76,0.00,0.00,2021-08-24,2021-08-30,1
20210824,II,94.22,5.78,1.16,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,III,80.31,19.69,4.48,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,IV,98.42,1.58,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210817,I,51.26,48.74,27.12,4.64,0.00,0.00,2021-08-17,2021-08-23,1
20210817,II,94.17,5.83,1.16,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,III,60.83,39.17,8.14,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,IV,97.24,2.76,0.10,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,I,54.21,45.79,27.12,4.64,0.00,0.00,2021-08-10,2021-08-16,1
20210810,II,94.04,5.96,1.39,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,III,57.20,42.80,8.14,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,IV,94.24,5.76,0.10,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,I,54.24,45.76,28.74,4.64,0.00,0.00,2021-08-03,2021-08-09,1
20210803,II,93.99,6.01,1.40,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,III,62.91,37.09,2.83,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,IV,96.42,3.58,0.04,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,I,49.66,50.34,24.21,4.28,0.00,0.00,2021-07-27,2021-08-02,1
20210727,II,88.71,11.29,3.36,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,III,78.26,21.74,1.90,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,IV,97.19,2.81,0.04,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,I,44.76,55.24,29.24,4.89,0.00,0.00,2021-07-20,2021-07-26,1
20210720,II,84.45,15.55,6.32,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,III,86.77,13.23,0.55,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,IV,95.67,4.33,0.04,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,I,35.45,64.55,29.95,4.55,0.00,0.00,2021-07-13,2021-07-19,1
20210713,II,70.17,29.83,11.36,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210713,III,86.63,13.37,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210713,IV,94.90,5.10,0.04,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,I,24.67,75.33,52.27,10.90,0.00,0.00,2021-07-06,2021-07-12,1
20210706,II,57.83,42.17,14.68,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210706,III,79.91,20.09,1.70,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210706,IV,89.32,10.68,0.31,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,I,22.26,77.74,51.51,10.90,0.00,0.00,2021-06-29,2021-07-05,1
20210629,II,57.82,42.18,12.19,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210629,III,77.64,22.36,1.96,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210629,IV,88.25,11.75,0.60,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,I,22.26,77.74,49.67,3.46,0.00,0.00,2021-06-22,2021-06-28,1
20210622,II,56.21,43.79,12.37,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210622,III,77.59,22.41,1.94,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210622,IV,86.05,13.95,0.86,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,I,24.61,75.39,32.27,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,II,56.21,43.79,12.37,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,III,75.87,24.13,1.65,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,IV,80.18,19.82,4.14,0.05,0.00,0.00,2021-06-15,2021-06-21,1
20210608,I,41.80,58.20,25.30,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,II,55.15,44.85,4.85,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,III,48.78,51.22,11.48,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,IV,73.47,26.53,7.97,0.51,0.00,0.00,2021-06-08,2021-06-14,1
20210601,I,42.19,57.81,5.19,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,II,55.89,44.11,5.08,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,III,54.06,45.94,13.23,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,IV,70.04,29.96,11.68,2.68,0.00,0.00,2021-06-01,2021-06-07,1
20210525,I,44.99,55.01,5.19,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,II,44.40,55.60,5.08,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,III,43.11,56.89,1.76,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,IV,78.77,21.23,9.65,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,I,59.68,40.32,4.92,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,II,72.40,27.60,2.70,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,III,76.57,23.43,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,IV,85.58,14.42,3.61,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,I,59.68,40.32,4.92,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,II,72.40,27.60,2.62,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,III,85.67,14.33,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,IV,86.57,13.43,3.42,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,I,27.43,72.57,15.69,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,II,25.88,74.12,8.05,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,III,77.67,22.33,3.17,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,IV,82.93,17.07,0.25,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,I,23.70,76.30,22.05,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,II,31.34,68.66,16.26,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,III,82.20,17.80,3.18,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,IV,79.92,20.08,0.54,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,I,23.70,76.30,22.17,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,II,33.81,66.19,20.80,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,III,91.97,8.03,3.18,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,IV,81.32,18.68,0.26,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,I,23.30,76.70,22.17,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,II,35.83,64.17,20.80,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,III,92.44,7.56,3.18,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,IV,91.01,8.99,1.18,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,I,55.50,44.50,10.71,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,II,41.99,58.01,16.96,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,III,82.17,17.83,3.18,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,IV,90.47,9.53,1.18,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,I,58.81,41.19,10.71,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,II,48.52,51.48,11.83,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,III,82.17,17.83,3.18,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,IV,89.23,10.77,0.32,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,I,62.69,37.31,10.71,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,II,48.43,51.57,4.96,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,III,94.42,5.58,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,IV,82.82,17.18,0.30,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,I,66.65,33.35,9.23,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,II,58.27,41.73,3.72,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,III,94.91,5.09,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,IV,81.44,18.56,1.13,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,I,71.89,28.11,9.23,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210309,II,57.48,42.52,4.16,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210309,III,94.99,5.01,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210309,IV,86.66,13.34,1.21,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,I,75.21,24.79,9.23,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210302,II,65.42,34.58,4.16,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210302,III,98.84,1.16,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210302,IV,91.61,8.39,1.21,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,I,75.21,24.79,9.23,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210223,II,66.32,33.68,3.86,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210223,III,98.83,1.17,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210223,IV,84.35,15.65,1.59,0.13,0.00,0.00,2021-02-23,2021-03-01,1
20210216,I,75.21,24.79,9.23,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210216,II,66.29,33.71,3.69,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210216,III,98.83,1.17,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210216,IV,77.52,22.48,2.12,0.13,0.00,0.00,2021-02-16,2021-02-22,1
20210209,I,75.21,24.79,9.23,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210209,II,66.29,33.71,3.71,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210209,III,98.83,1.17,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210209,IV,73.63,26.37,2.91,0.13,0.00,0.00,2021-02-09,2021-02-15,1
20210202,I,75.05,24.95,9.23,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210202,II,65.31,34.69,6.05,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210202,III,98.83,1.17,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210202,IV,70.36,29.64,2.03,0.13,0.00,0.00,2021-02-02,2021-02-08,1
20210126,I,74.87,25.13,9.23,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210126,II,64.64,35.36,6.05,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210126,III,95.87,4.13,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210126,IV,80.34,19.66,1.31,0.13,0.00,0.00,2021-01-26,2021-02-01,1
20210119,I,74.87,25.13,6.84,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210119,II,63.75,36.25,5.81,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210119,III,95.87,4.13,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210119,IV,78.30,21.70,0.82,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,I,73.39,26.61,6.84,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210112,II,63.75,36.25,5.81,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210112,III,95.88,4.12,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210112,IV,89.99,10.01,0.57,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,I,75.54,24.46,6.84,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20210105,II,64.17,35.83,5.06,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20210105,III,95.87,4.13,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20210105,IV,90.52,9.48,0.57,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,I,75.98,24.02,6.84,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201229,II,66.03,33.97,5.06,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201229,III,91.54,8.46,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201229,IV,79.75,20.25,1.34,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,I,65.74,34.26,13.52,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201222,II,50.67,49.33,25.61,0.00,0.00,0.00,2020-12-22,2020-12-28,1
