MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160913,MA,0,100,98.13,89.96,52.23,0,9/13/16,9/19/16,1
20161018,MA,0,100,98.22,87.45,37.98,0,10/18/16,10/24/16,1
20220906,MA,0,100,100,86.02,8.69,0,9/6/22,9/12/22,1
20220913,MA,0,100,100,85.71,8.69,0,9/13/22,9/19/22,1
20161011,MA,0,100,98.22,84.08,37.98,0,10/11/16,10/17/16,1
20201013,MA,0,100,90.12,83.01,36.15,0,10/13/20,10/19/20,1
20201006,MA,0,100,90.12,83.01,36.15,0,10/6/20,10/12/20,1
20200929,MA,0,100,95.92,83.01,28.36,0,9/29/20,10/5/20,1
20160906,MA,0,100,94.44,77.42,22.66,0,9/6/16,9/12/16,1
20160830,MA,0,100,91.14,77.42,22.66,0,8/30/16,9/5/16,1
20160823,MA,0,100,91.14,72.53,16.79,0,8/23/16,8/29/16,1
20220920,MA,0,100,100,71.91,6.77,0,9/20/22,9/26/22,1
20161206,MA,0,100,98.43,64.83,41.7,0,12/6/16,12/12/16,1
20220802,MA,0,100,95.23,57.21,0,0,8/2/22,8/8/22,1
20220809,MA,0,100,95.23,55.58,24.5,0,8/9/22,8/15/22,1
20120417,MA,0,100,95.93,51.49,0,0,4/17/12,4/23/12,1
20120410,MA,0,100,95.93,51.49,0,0,4/10/12,4/16/12,1
20020409,MA,0,100,100,49.6,0,0,4/9/02,4/15/02,1
20020402,MA,0,100,100,48.7,0,0,4/2/02,4/8/02,1
20020416,MA,0,100,98.75,44.96,0,0,4/16/02,4/22/02,1
20020212,MA,0,100,100,44.77,0,0,2/12/02,2/18/02,1
20220726,MA,0,100,93.75,43.78,0,0,7/26/22,8/1/22,1
20020219,MA,0,100,100,42.82,0,0,2/19/02,2/25/02,1
20221004,MA,0,100,92.02,39.32,3.51,0,10/4/22,10/10/22,1
20220927,MA,0,100,94.26,39.32,3.51,0,9/27/22,10/3/22,1
20020423,MA,0,100,99.98,39.32,0,0,4/23/02,4/29/02,1
20020430,MA,0,100,100,37.56,0,0,4/30/02,5/6/02,1
20020507,MA,0,100,96.89,37.39,0,0,5/7/02,5/13/02,1
20020205,MA,0,100,100,36.94,0,0,2/5/02,2/11/02,1
20020108,MA,0,100,100,36.27,0,0,1/8/02,1/14/02,1
20201027,MA,0,100,90.12,36.07,16.18,0,10/27/20,11/2/20,1
20201020,MA,0,100,90.12,36.07,16.18,0,10/20/20,10/26/20,1
20120508,MA,0,100,84.2,32.1,0,0,5/8/12,5/14/12,1
20120501,MA,0,100,84.2,32.1,0,0,5/1/12,5/7/12,1
20120424,MA,0,100,84.2,32.1,0,0,4/24/12,4/30/12,1
20020122,MA,0,100,89.69,29.81,0,0,1/22/02,1/28/02,1
20221011,MA,0,100,87.77,27.76,3.51,0,10/11/22,10/17/22,1
20020129,MA,0,100,87.01,26.53,0,0,1/29/02,2/4/02,1
20200825,MA,0,100,94.5,26.38,0,0,8/25/20,8/31/20,1
20200818,MA,0,100,84.05,25.05,0,0,8/18/20,8/24/20,1
20020115,MA,0,100,100,24.97,0,0,1/15/02,1/21/02,1
20011218,MA,0,100,100,20.35,0,0,12/18/01,12/24/01,1
20011211,MA,0,100,100,3.79,0,0,12/11/01,12/17/01,1
20011204,MA,0,100,100,3.79,0,0,12/4/01,12/10/01,1
20011127,MA,0,100,100,3.79,0,0,11/27/01,12/3/01,1
20011120,MA,0,100,100,3.79,0,0,11/20/01,11/26/01,1
20011113,MA,0,100,65.35,3.79,0,0,11/13/01,11/19/01,1
20011106,MA,0,100,65.35,3.79,0,0,11/6/01,11/12/01,1
20020101,MA,0,100,100,3.02,0,0,1/1/02,1/7/02,1
20020514,MA,0,100,44.75,2.17,0,0,5/14/02,5/20/02,1
20200811,MA,0,100,65.22,0,0,0,8/11/20,8/17/20,1
20200804,MA,0,100,53.35,0,0,0,8/4/20,8/10/20,1
20200728,MA,0,100,55.22,0,0,0,7/28/20,8/3/20,1
20150630,MA,0,100,10.97,0,0,0,6/30/15,7/6/15,1
20150623,MA,0,100,58.28,0,0,0,6/23/15,6/29/15,1
20150616,MA,0,100,71.82,0,0,0,6/16/15,6/22/15,1
20150609,MA,0,100,71.82,0,0,0,6/9/15,6/15/15,1
20150602,MA,0,100,71.82,0,0,0,6/2/15,6/8/15,1
20150526,MA,0,100,100,0,0,0,5/26/15,6/1/15,1
20150519,MA,0,100,100,0,0,0,5/19/15,5/25/15,1
20150512,MA,0,100,0,0,0,0,5/12/15,5/18/15,1
20131231,MA,0,100,53.7,0,0,0,12/31/13,1/6/14,1
20131224,MA,0,100,60.11,0,0,0,12/24/13,12/30/13,1
20131217,MA,0,100,60.11,0,0,0,12/17/13,12/23/13,1
20120403,MA,0,100,87.06,0,0,0,4/3/12,4/9/12,1
20100817,MA,0,100,20.02,0,0,0,8/17/10,8/23/10,1
20071009,MA,0,100,70.56,0,0,0,10/9/07,10/15/07,1
20050913,MA,0,100,0,0,0,0,9/13/05,9/19/05,1
20021008,MA,0,100,0,0,0,0,10/8/02,10/14/02,1
20020917,MA,0,100,0,0,0,0,9/17/02,9/23/02,1
20020910,MA,0,100,62.27,0,0,0,9/10/02,9/16/02,1
20020903,MA,0,100,58.12,0,0,0,9/3/02,9/9/02,1
20020827,MA,0,100,68.18,0,0,0,8/27/02,9/2/02,1
20020820,MA,0,100,65.46,0,0,0,8/20/02,8/26/02,1
20020813,MA,0,100,62.9,0,0,0,8/13/02,8/19/02,1
20020806,MA,0,100,42.58,0,0,0,8/6/02,8/12/02,1
20020730,MA,0,100,0.09,0,0,0,7/30/02,8/5/02,1
20020723,MA,0,100,2.26,0,0,0,7/23/02,7/29/02,1
20011225,MA,0,100,100,0,0,0,12/25/01,12/31/01,1
20011030,MA,0,100,4.16,0,0,0,10/30/01,11/5/01,1
20011023,MA,0,100,0,0,0,0,10/23/01,10/29/01,1
20010529,MA,0,100,0,0,0,0,5/29/01,6/4/01,1
20010522,MA,0,100,86.29,0,0,0,5/22/01,5/28/01,1
20010515,MA,0,100,0,0,0,0,5/15/01,5/21/01,1
