MCD,Year,Week,Town,Result,Test_Type_Expanded,Pools_Tested,Total_Tested,Positive_Pools,MIR
Bristol,2013,29,Fall River,Negative,NA,1,26,0,0
Bristol,2013,29,Fall River,Positive,WNV,1,34,1,29.41176470588235
Bristol,2013,29,Freetown,Negative,NA,1,22,0,0
Bristol,2013,29,Mansfield,Negative,NA,1,50,0,0
Bristol,2013,29,New Bedford,Negative,NA,4,181,0,0
Bristol,2013,29,North Attleborough,Negative,NA,1,50,0,0
Bristol,2013,29,Norton,Negative,NA,2,100,0,0
Bristol,2013,29,Raynham,Negative,NA,2,100,0,0
Bristol,2013,29,Seekonk,Negative,NA,1,50,0,0
Bristol,2013,29,Somerset,Negative,NA,1,50,0,0
Bristol,2013,29,Swansea,Negative,NA,1,50,0,0
Bristol,2013,29,Westport,Negative,NA,1,51,0,0
Bristol,2013,30,Acushnet,Negative,NA,1,50,0,0
Bristol,2013,30,Dartmouth,Negative,NA,1,19,0,0
Bristol,2013,30,Easton,Negative,NA,5,213,0,0
Bristol,2013,30,Fairhaven,Negative,NA,1,50,0,0
Bristol,2013,30,Fall River,Negative,NA,5,207,0,0
Bristol,2013,30,Fall River,Positive,WNV,1,48,1,20.833333333333332
Bristol,2013,30,Freetown,Negative,NA,4,195,0,0
Bristol,2013,30,Freetown,Positive,WNV,1,50,1,20
Bristol,2013,30,New Bedford,Negative,NA,2,47,0,0
Bristol,2013,30,North Attleborough,Negative,NA,1,21,0,0
Bristol,2013,30,Norton,Negative,NA,1,50,0,0
Bristol,2013,30,Norton,Positive,WNV,1,50,1,20
Bristol,2013,30,Raynham,Negative,NA,3,121,0,0
Bristol,2013,30,Seekonk,Negative,NA,1,50,0,0
Bristol,2013,30,Somerset,Negative,NA,3,150,0,0
Bristol,2013,30,Swansea,Negative,NA,1,51,0,0
Bristol,2013,30,Taunton,Negative,NA,1,24,0,0
Bristol,2013,31,Acushnet,Negative,NA,1,48,0,0
Bristol,2013,31,Attleboro,Positive,WNV,1,39,1,25.64102564102564
Bristol,2013,31,Berkley,Negative,NA,1,21,0,0
Bristol,2013,31,Dartmouth,Negative,NA,1,50,0,0
Bristol,2013,31,Dighton,Negative,NA,3,116,0,0
Bristol,2013,31,Easton,Negative,NA,6,270,0,0
Bristol,2013,31,Easton,Positive,WNV,2,100,2,20
Bristol,2013,31,Fairhaven,Negative,NA,2,100,0,0
Bristol,2013,31,Fall River,Negative,NA,2,88,0,0
Bristol,2013,31,Freetown,Negative,NA,2,100,0,0
Bristol,2013,31,Freetown,Positive,WNV,4,184,4,21.73913043478261
Bristol,2013,31,New Bedford,Negative,NA,3,137,0,0
Bristol,2013,31,North Attleborough,Negative,NA,1,50,0,0
Bristol,2013,31,Norton,Negative,NA,1,50,0,0
Bristol,2013,31,Norton,Positive,WNV,2,100,2,20
Bristol,2013,31,Raynham,Negative,NA,5,192,0,0
Bristol,2013,31,Seekonk,Positive,WNV,2,100,2,20
Bristol,2013,31,Somerset,Negative,NA,1,50,0,0
Bristol,2013,31,Swansea,Negative,NA,1,50,0,0
Bristol,2013,31,Swansea,Positive,WNV,1,50,1,20
Bristol,2013,31,Westport,Negative,NA,2,100,0,0
Bristol,2013,32,Acushnet,Negative,NA,2,20,0,0
Bristol,2013,32,Attleboro,Negative,NA,2,58,0,0
Bristol,2013,32,Attleboro,Positive,WNV,1,22,1,45.45454545454545
Bristol,2013,32,Berkley,Negative,NA,3,120,0,0
Bristol,2013,32,Dartmouth,Negative,NA,1,25,0,0
Bristol,2013,32,Dighton,Negative,NA,1,47,0,0
Bristol,2013,32,Dighton,Positive,WNV,1,46,1,21.73913043478261
Bristol,2013,32,Easton,Negative,NA,9,358,0,0
Bristol,2013,32,Easton,Positive,WNV,2,75,2,26.666666666666668
Bristol,2013,32,Fairhaven,Negative,NA,1,46,0,0
Bristol,2013,32,Fall River,Negative,NA,1,20,0,0
Bristol,2013,32,Fall River,Positive,WNV,1,50,1,20
Bristol,2013,32,Freetown,Negative,NA,4,177,0,0
Bristol,2013,32,Freetown,Positive,WNV,1,45,1,22.22222222222222
Bristol,2013,32,New Bedford,Negative,NA,3,144,0,0
Bristol,2013,32,North Attleborough,Negative,NA,1,16,0,0
Bristol,2013,32,Norton,Negative,NA,2,100,0,0
Bristol,2013,32,Norton,Positive,WNV,1,50,1,20
Bristol,2013,32,Raynham,Negative,NA,4,166,0,0
Bristol,2013,32,Seekonk,Positive,WNV,1,20,1,50
Bristol,2013,32,Somerset,Negative,NA,1,50,0,0
Bristol,2013,32,Swansea,Negative,NA,2,69,0,0
Bristol,2013,32,Taunton,Positive,WNV,1,13,1,76.92307692307693
Bristol,2013,33,Acushnet,Negative,NA,1,35,0,0
Bristol,2013,33,Attleboro,Negative,NA,1,29,0,0
Bristol,2013,33,Berkley,Negative,NA,1,16,0,0
Bristol,2013,33,Dartmouth,Negative,NA,1,18,0,0
Bristol,2013,33,Dartmouth,Positive,WNV,1,33,1,30.303030303030305
Bristol,2013,33,Dighton,Negative,NA,2,61,0,0
Bristol,2013,33,Dighton,Positive,EEE,2,100,2,20
Bristol,2013,33,Easton,Negative,NA,8,334,0,0
Bristol,2013,33,Easton,Positive,EEE,3,150,3,20
Bristol,2013,33,Easton,Positive,WNV,1,50,1,20
Bristol,2013,33,Fairhaven,Negative,NA,1,50,0,0
Bristol,2013,33,Fall River,Negative,NA,2,58,0,0
Bristol,2013,33,Freetown,Negative,NA,2,100,0,0
Bristol,2013,33,Mansfield,Negative,NA,1,25,0,0
Bristol,2013,33,Mansfield,Positive,EEE,1,18,1,55.55555555555555
Bristol,2013,33,New Bedford,Negative,NA,2,100,0,0
Bristol,2013,33,North Attleborough,Negative,NA,1,50,0,0
Bristol,2013,33,Norton,Negative,NA,1,50,0,0
Bristol,2013,33,Norton,Positive,WNV,2,100,2,20
Bristol,2013,33,Raynham,Negative,NA,1,49,0,0
Bristol,2013,33,Raynham,Positive,WNV,2,101,2,19.801980198019802
Bristol,2013,33,Seekonk,Positive,WNV,1,26,1,38.46153846153847
Bristol,2013,33,Somerset,Negative,NA,1,43,0,0
Bristol,2013,33,Swansea,Negative,NA,1,33,0,0
Bristol,2013,33,Taunton,Negative,NA,1,9,0,0
Bristol,2013,34,Acushnet,Negative,NA,2,38,0,0
Bristol,2013,34,Attleboro,Negative,NA,1,19,0,0
Bristol,2013,34,Berkley,Negative,NA,2,67,0,0
Bristol,2013,34,Dartmouth,Negative,NA,1,28,0,0
Bristol,2013,34,Dighton,Negative,NA,2,88,0,0
Bristol,2013,34,Dighton,Positive,WNV,1,45,1,22.22222222222222
Bristol,2013,34,Easton,Negative,NA,11,465,0,0
Bristol,2013,34,Easton,Positive,EEE,1,50,1,20
Bristol,2013,34,Easton,Positive,WNV,1,38,1,26.31578947368421
Bristol,2013,34,Fairhaven,Negative,NA,1,12,0,0
Bristol,2013,34,Fall River,Negative,NA,2,34,0,0
Bristol,2013,34,Freetown,Negative,NA,3,150,0,0
Bristol,2013,34,Mansfield,Negative,NA,3,33,0,0
Bristol,2013,34,New Bedford,Negative,NA,1,21,0,0
Bristol,2013,34,North Attleborough,Negative,NA,1,19,0,0
Bristol,2013,34,Norton,Negative,NA,1,50,0,0
Bristol,2013,34,Norton,Positive,EEE,1,50,1,20
Bristol,2013,34,Raynham,Negative,NA,4,186,0,0
Bristol,2013,34,Seekonk,Positive,WNV,1,43,1,23.25581395348837
Bristol,2013,34,Somerset,Negative,NA,1,50,0,0
Bristol,2013,34,Swansea,Negative,NA,1,14,0,0
Bristol,2013,34,Swansea,Positive,WNV,1,50,1,20
Bristol,2013,34,Taunton,Negative,NA,1,9,0,0
Bristol,2013,35,Acushnet,Positive,WNV,1,23,1,43.47826086956522
Bristol,2013,35,Attleboro,Negative,NA,1,15,0,0
Bristol,2013,35,Berkley,Negative,NA,1,10,0,0
Bristol,2013,35,Dartmouth,Negative,NA,1,50,0,0
Bristol,2013,35,Dighton,Negative,NA,3,121,0,0
Bristol,2013,35,Dighton,Positive,EEE,1,34,1,29.41176470588235
Bristol,2013,35,Dighton,Positive,WNV,1,25,1,40
Bristol,2013,35,Easton,Negative,NA,6,271,0,0
Bristol,2013,35,Easton,Positive,EEE,2,100,2,20
Bristol,2013,35,Easton,Positive,WNV,1,37,1,27.027027027027028
Bristol,2013,35,Fairhaven,Negative,NA,1,35,0,0
Bristol,2013,35,Fall River,Negative,NA,2,56,0,0
Bristol,2013,35,Fall River,Positive,WNV,1,33,1,30.303030303030305
Bristol,2013,35,Freetown,Negative,NA,1,50,0,0
Bristol,2013,35,Freetown,Positive,WNV,1,50,1,20
Bristol,2013,35,Mansfield,Negative,NA,2,61,0,0
Bristol,2013,35,New Bedford,Negative,NA,2,45,0,0
Bristol,2013,35,North Attleborough,Negative,NA,1,15,0,0
Bristol,2013,35,Norton,Negative,NA,1,50,0,0
Bristol,2013,35,Norton,Positive,WNV,1,50,1,20
Bristol,2013,35,Raynham,Negative,NA,5,157,0,0
Bristol,2013,35,Raynham,Positive,"EEE, WNV",1,46,1,21.73913043478261
Bristol,2013,35,Seekonk,Negative,NA,1,50,0,0
Bristol,2013,35,Somerset,Negative,NA,1,50,0,0
Bristol,2013,35,Somerset,Positive,WNV,1,50,1,20
Bristol,2013,35,Swansea,Negative,NA,1,35,0,0
Bristol,2013,35,Swansea,Positive,WNV,1,50,1,20
Bristol,2013,35,Taunton,Negative,NA,1,13,0,0
Bristol,2013,36,Acushnet,Negative,NA,1,25,0,0
Bristol,2013,36,Dartmouth,Positive,WNV,1,51,1,19.607843137254903
Bristol,2013,36,Dighton,Negative,NA,2,87,0,0
Bristol,2013,36,Dighton,Positive,EEE,1,50,1,20
Bristol,2013,36,Dighton,Positive,"EEE, WNV",1,50,1,20
Bristol,2013,36,Dighton,Positive,WNV,1,50,1,20
Bristol,2013,36,Easton,Negative,NA,8,310,0,0
Bristol,2013,36,Easton,Positive,EEE,1,50,1,20
Bristol,2013,36,Fall River,Negative,NA,2,31,0,0
Bristol,2013,36,Freetown,Negative,NA,1,42,0,0
Bristol,2013,36,New Bedford,Negative,NA,3,130,0,0
Bristol,2013,36,North Attleborough,Negative,NA,1,50,0,0
Bristol,2013,36,North Attleborough,Positive,WNV,1,50,1,20
Bristol,2013,36,Norton,Negative,NA,1,21,0,0
Bristol,2013,36,Raynham,Negative,NA,2,45,0,0
Bristol,2013,36,Seekonk,Negative,NA,1,31,0,0
Bristol,2013,36,Somerset,Positive,WNV,1,43,1,23.25581395348837
Bristol,2013,36,Swansea,Negative,NA,2,35,0,0
Bristol,2013,36,Taunton,Negative,NA,2,42,0,0
Bristol,2013,36,Taunton,Positive,WNV,1,42,1,23.809523809523807
Bristol,2013,37,Acushnet,Negative,NA,1,13,0,0
Bristol,2013,37,Dartmouth,Positive,WNV,1,21,1,47.61904761904761
Bristol,2013,37,Dighton,Negative,NA,1,50,0,0
Bristol,2013,37,Dighton,Positive,EEE,1,50,1,20
Bristol,2013,37,Dighton,Positive,WNV,1,50,1,20
Bristol,2013,37,Easton,Negative,NA,3,94,0,0
Bristol,2013,37,Fall River,Negative,NA,1,10,0,0
Bristol,2013,37,Freetown,Positive,EEE,1,50,1,20
Bristol,2013,37,Freetown,Positive,"EEE, WNV",1,50,1,20
Bristol,2013,37,New Bedford,Negative,NA,1,20,0,0
Bristol,2013,37,North Attleborough,Positive,WNV,1,16,1,62.5
Bristol,2013,37,Norton,Positive,WNV,1,50,1,20
Bristol,2013,37,Raynham,Negative,NA,2,27,0,0
Bristol,2013,37,Raynham,Positive,EEE,1,37,1,27.027027027027028
Bristol,2013,37,Somerset,Negative,NA,1,26,0,0
Bristol,2013,37,Swansea,Negative,NA,1,21,0,0
Bristol,2013,37,Swansea,Positive,WNV,1,17,1,58.8235294117647
Bristol,2013,37,Taunton,Negative,NA,2,38,0,0
Bristol,2014,23,Berkley,Negative,NA,1,15,0,0
Bristol,2014,23,Dartmouth,Negative,NA,1,50,0,0
Bristol,2014,23,Fairhaven,Negative,NA,1,50,0,0
Bristol,2014,23,Freetown,Negative,NA,2,75,0,0
Bristol,2014,23,New Bedford,Negative,NA,2,100,0,0
Bristol,2014,24,Dartmouth,Negative,NA,1,50,0,0
Bristol,2014,24,Fairhaven,Negative,NA,1,50,0,0
Bristol,2014,24,Fall River,Negative,NA,2,65,0,0
Bristol,2014,24,New Bedford,Negative,NA,3,132,0,0
Bristol,2014,24,North Attleborough,Negative,NA,1,19,0,0
Bristol,2014,24,Norton,Negative,NA,1,51,0,0
Bristol,2014,24,Seekonk,Negative,NA,1,50,0,0
Bristol,2014,24,Somerset,Negative,NA,1,45,0,0
Bristol,2014,24,Swansea,Negative,NA,2,66,0,0
Bristol,2014,25,Dighton,Negative,NA,2,67,0,0
Bristol,2014,25,Easton,Negative,NA,1,21,0,0
Bristol,2014,25,Fairhaven,Negative,NA,1,20,0,0
Bristol,2014,25,Fall River,Negative,NA,2,41,0,0
Bristol,2014,25,Freetown,Negative,NA,4,155,0,0
Bristol,2014,25,New Bedford,Negative,NA,1,50,0,0
Bristol,2014,25,North Attleborough,Negative,NA,1,21,0,0
Bristol,2014,25,Norton,Negative,NA,1,50,0,0
Bristol,2014,25,Raynham,Negative,NA,1,13,0,0
Bristol,2014,25,Swansea,Negative,NA,1,26,0,0
Bristol,2014,26,Dartmouth,Negative,NA,1,23,0,0
Bristol,2014,26,Dighton,Negative,NA,3,59,0,0
Bristol,2014,26,Fairhaven,Negative,NA,1,31,0,0
Bristol,2014,26,Fall River,Negative,NA,2,72,0,0
Bristol,2014,26,Freetown,Negative,NA,3,150,0,0
Bristol,2014,26,New Bedford,Negative,NA,2,96,0,0
Bristol,2014,26,North Attleborough,Negative,NA,1,40,0,0
Bristol,2014,26,Norton,Negative,NA,1,40,0,0
Bristol,2014,26,Seekonk,Negative,NA,1,36,0,0
Bristol,2014,26,Somerset,Negative,NA,1,50,0,0
Bristol,2014,26,Swansea,Negative,NA,1,20,0,0
Bristol,2014,26,Taunton,Negative,NA,2,40,0,0
Bristol,2014,27,Attleboro,Negative,NA,1,20,0,0
Bristol,2014,27,Dighton,Negative,NA,1,44,0,0
Bristol,2014,27,Easton,Negative,NA,8,361,0,0
Bristol,2014,27,Fall River,Negative,NA,3,130,0,0
Bristol,2014,27,Mansfield,Negative,NA,4,158,0,0
Bristol,2014,27,North Attleborough,Negative,NA,1,14,0,0
Bristol,2014,27,Norton,Negative,NA,2,98,0,0
Bristol,2014,27,Raynham,Negative,NA,4,157,0,0
Bristol,2014,27,Seekonk,Negative,NA,1,49,0,0
Bristol,2014,27,Somerset,Negative,NA,1,46,0,0
Bristol,2014,27,Swansea,Negative,NA,1,26,0,0
Bristol,2014,28,Acushnet,Negative,NA,1,19,0,0
Bristol,2014,28,Attleboro,Negative,NA,1,33,0,0
Bristol,2014,28,Dartmouth,Negative,NA,2,100,0,0
Bristol,2014,28,Dighton,Negative,NA,2,67,0,0
Bristol,2014,28,Fairhaven,Negative,NA,1,34,0,0
Bristol,2014,28,Fall River,Negative,NA,3,150,0,0
Bristol,2014,28,Freetown,Negative,NA,8,315,0,0
Bristol,2014,28,New Bedford,Negative,NA,6,249,0,0
Bristol,2014,28,North Attleborough,Negative,NA,1,50,0,0
Bristol,2014,28,Seekonk,Negative,NA,1,50,0,0
Bristol,2014,28,Somerset,Negative,NA,2,100,0,0
Bristol,2014,28,Swansea,Negative,NA,2,54,0,0
Bristol,2014,28,Taunton,Negative,NA,1,50,0,0
Bristol,2014,29,Acushnet,Negative,NA,2,82,0,0
Bristol,2014,29,Attleboro,Negative,NA,1,30,0,0
Bristol,2014,29,Dartmouth,Negative,NA,2,95,0,0
Bristol,2014,29,Dighton,Negative,NA,2,54,0,0
Bristol,2014,29,Easton,Negative,NA,6,272,0,0
Bristol,2014,29,Fairhaven,Negative,NA,1,50,0,0
Bristol,2014,29,Fall River,Negative,NA,2,57,0,0
Bristol,2014,29,Freetown,Negative,NA,4,149,0,0
Bristol,2014,29,Mansfield,Negative,NA,2,37,0,0
Bristol,2014,29,New Bedford,Negative,NA,2,79,0,0
Bristol,2014,29,North Attleborough,Negative,NA,1,37,0,0
Bristol,2014,29,Norton,Negative,NA,1,50,0,0
Bristol,2014,29,Raynham,Negative,NA,2,69,0,0
Bristol,2014,29,Seekonk,Negative,NA,1,50,0,0
Bristol,2014,29,Somerset,Negative,NA,2,100,0,0
Bristol,2014,29,Swansea,Negative,NA,2,83,0,0
Bristol,2014,30,Attleboro,Negative,NA,1,50,0,0
Bristol,2014,30,Dighton,Negative,NA,2,36,0,0
Bristol,2014,30,Easton,Negative,NA,17,820,0,0
Bristol,2014,30,Fall River,Negative,NA,3,108,0,0
Bristol,2014,30,Mansfield,Negative,NA,7,282,0,0
Bristol,2014,30,New Bedford,Negative,NA,1,40,0,0
Bristol,2014,30,North Attleborough,Negative,NA,1,50,0,0
Bristol,2014,30,Norton,Negative,NA,4,201,0,0
Bristol,2014,30,Raynham,Negative,NA,7,313,0,0
Bristol,2014,30,Seekonk,Negative,NA,1,50,0,0
Bristol,2014,30,Somerset,Negative,NA,1,50,0,0
Bristol,2014,30,Swansea,Negative,NA,2,82,0,0
Bristol,2014,30,Taunton,Negative,NA,4,140,0,0
Bristol,2014,31,Acushnet,Negative,NA,2,62,0,0
Bristol,2014,31,Attleboro,Negative,NA,3,106,0,0
Bristol,2014,31,Berkley,Negative,NA,2,28,0,0
Bristol,2014,31,Dartmouth,Negative,NA,2,82,0,0
Bristol,2014,31,Dighton,Negative,NA,2,34,0,0
Bristol,2014,31,Easton,Negative,NA,4,200,0,0
Bristol,2014,31,Easton,Positive,WNV,1,48,1,20.833333333333332
Bristol,2014,31,Fairhaven,Negative,NA,1,29,0,0
Bristol,2014,31,Fall River,Negative,NA,2,51,0,0
Bristol,2014,31,Freetown,Negative,NA,3,98,0,0
Bristol,2014,31,Freetown,Positive,EEE,2,100,2,20
Bristol,2014,31,Mansfield,Negative,NA,1,50,0,0
Bristol,2014,31,Mansfield,Positive,WNV,1,28,1,35.714285714285715
Bristol,2014,31,New Bedford,Negative,NA,3,106,0,0
Bristol,2014,31,Norton,Negative,NA,2,100,0,0
Bristol,2014,31,Raynham,Negative,NA,2,67,0,0
Bristol,2014,31,Seekonk,Negative,NA,1,15,0,0
Bristol,2014,31,Somerset,Negative,NA,1,40,0,0
Bristol,2014,31,Swansea,Negative,NA,2,44,0,0
Bristol,2014,32,Acushnet,Negative,NA,4,135,0,0
Bristol,2014,32,Attleboro,Negative,NA,1,18,0,0
Bristol,2014,32,Berkley,Negative,NA,2,36,0,0
Bristol,2014,32,Dartmouth,Negative,NA,4,119,0,0
Bristol,2014,32,Dighton,Negative,NA,2,26,0,0
Bristol,2014,32,Dighton,Positive,WNV,1,12,1,83.33333333333333
Bristol,2014,32,Fairhaven,Negative,NA,2,101,0,0
Bristol,2014,32,Fall River,Negative,NA,1,17,0,0
Bristol,2014,32,Freetown,Negative,NA,9,401,0,0
Bristol,2014,32,Freetown,Positive,EEE,1,32,1,31.25
Bristol,2014,32,New Bedford,Negative,NA,11,367,0,0
Bristol,2014,32,North Attleborough,Negative,NA,1,19,0,0
Bristol,2014,32,Seekonk,Negative,NA,1,21,0,0
Bristol,2014,32,Somerset,Negative,NA,1,39,0,0
Bristol,2014,32,Swansea,Negative,NA,1,15,0,0
Bristol,2014,33,Berkley,Negative,NA,3,85,0,0
Bristol,2014,33,Dartmouth,Negative,NA,1,13,0,0
Bristol,2014,33,Dighton,Negative,NA,4,59,0,0
Bristol,2014,33,Easton,Negative,NA,6,255,0,0
Bristol,2014,33,Easton,Positive,WNV,1,32,1,31.25
Bristol,2014,33,Fairhaven,Negative,NA,1,27,0,0
Bristol,2014,33,Fall River,Negative,NA,2,75,0,0
Bristol,2014,33,Fall River,Positive,WNV,1,39,1,25.64102564102564
Bristol,2014,33,Freetown,Negative,NA,1,20,0,0
Bristol,2014,33,Freetown,Positive,EEE,1,50,1,20
Bristol,2014,33,Mansfield,Negative,NA,2,42,0,0
Bristol,2014,33,New Bedford,Negative,NA,4,88,0,0
Bristol,2014,33,North Attleborough,Negative,NA,1,24,0,0
Bristol,2014,33,Norton,Negative,NA,1,42,0,0
Bristol,2014,33,Raynham,Negative,NA,1,50,0,0
Bristol,2014,33,Somerset,Negative,NA,1,21,0,0
Bristol,2014,33,Swansea,Negative,NA,2,39,0,0
Bristol,2014,34,Acushnet,Negative,NA,3,117,0,0
Bristol,2014,34,Attleboro,Negative,NA,1,13,0,0
Bristol,2014,34,Berkley,Negative,NA,2,39,0,0
Bristol,2014,34,Dartmouth,Negative,NA,1,9,0,0
Bristol,2014,34,Dighton,Negative,NA,3,44,0,0
Bristol,2014,34,Easton,Negative,NA,5,104,0,0
Bristol,2014,34,Fairhaven,Negative,NA,2,62,0,0
Bristol,2014,34,Fall River,Negative,NA,2,88,0,0
Bristol,2014,34,Freetown,Negative,NA,6,233,0,0
Bristol,2014,34,Mansfield,Negative,NA,1,13,0,0
Bristol,2014,34,New Bedford,Negative,NA,3,74,0,0
Bristol,2014,34,North Attleborough,Negative,NA,1,48,0,0
Bristol,2014,34,Norton,Negative,NA,1,22,0,0
Bristol,2014,34,Raynham,Negative,NA,1,13,0,0
Bristol,2014,34,Somerset,Negative,NA,1,14,0,0
Bristol,2014,34,Swansea,Negative,NA,2,88,0,0
Bristol,2014,34,Taunton,Negative,NA,1,25,0,0
Bristol,2014,35,Acushnet,Negative,NA,3,81,0,0
Bristol,2014,35,Acushnet,Positive,EEE,1,19,1,52.63157894736842
Bristol,2014,35,Berkley,Negative,NA,1,28,0,0
Bristol,2014,35,Dighton,Negative,NA,2,16,0,0
Bristol,2014,35,Easton,Negative,NA,2,83,0,0
Bristol,2014,35,Easton,Positive,WNV,1,11,1,90.9090909090909
Bristol,2014,35,Fall River,Negative,NA,2,64,0,0
Bristol,2014,35,Freetown,Negative,NA,9,406,0,0
Bristol,2014,35,Freetown,Positive,EEE,2,100,2,20
Bristol,2014,35,Freetown,Positive,WNV,1,50,1,20
Bristol,2014,35,Mansfield,Negative,NA,1,15,0,0
Bristol,2014,35,New Bedford,Negative,NA,2,24,0,0
Bristol,2014,35,North Attleborough,Negative,NA,1,31,0,0
Bristol,2014,35,Norton,Negative,NA,1,29,0,0
Bristol,2014,35,Raynham,Negative,NA,1,14,0,0
Bristol,2014,35,Somerset,Negative,NA,1,14,0,0
Bristol,2014,35,Taunton,Negative,NA,1,28,0,0
Bristol,2014,36,Acushnet,Negative,NA,3,70,0,0
Bristol,2014,36,Attleboro,Positive,WNV,1,45,1,22.22222222222222
Bristol,2014,36,Berkley,Negative,NA,2,16,0,0
Bristol,2014,36,Dartmouth,Negative,NA,3,38,0,0
Bristol,2014,36,Dighton,Negative,NA,2,15,0,0
Bristol,2014,36,Easton,Negative,NA,1,30,0,0
Bristol,2014,36,Fairhaven,Negative,NA,3,71,0,0
Bristol,2014,36,Fall River,Negative,NA,4,105,0,0
Bristol,2014,36,Freetown,Negative,NA,10,383,0,0
Bristol,2014,36,Freetown,Positive,EEE,2,100,2,20
Bristol,2014,36,Mansfield,Negative,NA,1,25,0,0
Bristol,2014,36,New Bedford,Negative,NA,6,245,0,0
Bristol,2014,36,New Bedford,Positive,EEE,1,40,1,25
Bristol,2014,36,North Attleborough,Negative,NA,1,30,0,0
Bristol,2014,36,Norton,Negative,NA,1,28,0,0
Bristol,2014,36,Swansea,Negative,NA,1,28,0,0
Bristol,2014,36,Taunton,Negative,NA,1,28,0,0
Bristol,2014,37,Attleboro,Negative,NA,3,21,0,0
Bristol,2014,37,Dartmouth,Negative,NA,2,29,0,0
Bristol,2014,37,Dighton,Negative,NA,1,5,0,0
Bristol,2014,37,Easton,Negative,NA,1,10,0,0
Bristol,2014,37,Fall River,Negative,NA,1,8,0,0
Bristol,2014,37,Freetown,Negative,NA,3,90,0,0
Bristol,2014,37,New Bedford,Negative,NA,3,51,0,0
Bristol,2014,37,North Attleborough,Negative,NA,1,14,0,0
Bristol,2014,37,Norton,Negative,NA,1,9,0,0
Bristol,2014,37,Seekonk,Negative,NA,1,15,0,0
Bristol,2014,37,Somerset,Negative,NA,1,39,0,0
Bristol,2014,37,Swansea,Negative,NA,1,18,0,0
Bristol,2014,37,Taunton,Negative,NA,1,13,0,0
Bristol,2014,38,Easton,Negative,NA,1,7,0,0
Bristol,2014,38,Freetown,Negative,NA,1,38,0,0
Bristol,2014,38,New Bedford,Positive,EEE,1,9,1,111.1111111111111
Bristol,2014,38,Taunton,Negative,NA,1,5,0,0
Bristol,2015,24,Freetown,Negative,NA,1,30,0,0
Bristol,2015,24,New Bedford,Negative,NA,2,31,0,0
Bristol,2015,25,Dartmouth,Negative,NA,3,150,0,0
Bristol,2015,25,Easton,Negative,NA,2,62,0,0
Bristol,2015,25,Fairhaven,Negative,NA,4,200,0,0
Bristol,2015,25,Fall River,Negative,NA,2,72,0,0
Bristol,2015,25,New Bedford,Negative,NA,5,250,0,0
Bristol,2015,25,Norton,Negative,NA,1,46,0,0
Bristol,2015,25,Seekonk,Negative,NA,2,78,0,0
Bristol,2015,25,Somerset,Negative,NA,1,24,0,0
Bristol,2015,25,Swansea,Negative,NA,1,49,0,0
Bristol,2015,26,Attleboro,Negative,NA,1,43,0,0
Bristol,2015,26,Dartmouth,Negative,NA,4,200,0,0
Bristol,2015,26,Easton,Negative,NA,8,369,0,0
Bristol,2015,26,Fairhaven,Negative,NA,2,100,0,0
Bristol,2015,26,Fall River,Negative,NA,3,89,0,0
Bristol,2015,26,Freetown,Negative,NA,3,81,0,0
Bristol,2015,26,Mansfield,Negative,NA,2,70,0,0
Bristol,2015,26,New Bedford,Negative,NA,6,300,0,0
Bristol,2015,26,North Attleborough,Negative,NA,2,100,0,0
Bristol,2015,26,Norton,Negative,NA,2,95,0,0
Bristol,2015,26,Raynham,Negative,NA,1,5,0,0
Bristol,2015,26,Seekonk,Negative,NA,2,100,0,0
Bristol,2015,26,Taunton,Negative,NA,1,22,0,0
Bristol,2015,27,Acushnet,Negative,NA,1,50,0,0
Bristol,2015,27,Attleboro,Negative,NA,2,100,0,0
Bristol,2015,27,Dartmouth,Negative,NA,2,100,0,0
Bristol,2015,27,Dighton,Negative,NA,3,150,0,0
Bristol,2015,27,Easton,Negative,NA,1,50,0,0
Bristol,2015,27,Fairhaven,Negative,NA,2,100,0,0
Bristol,2015,27,Fall River,Negative,NA,6,300,0,0
Bristol,2015,27,Freetown,Negative,NA,4,88,0,0
Bristol,2015,27,Mansfield,Negative,NA,1,50,0,0
Bristol,2015,27,New Bedford,Negative,NA,2,100,0,0
Bristol,2015,27,North Attleborough,Negative,NA,4,200,0,0
Bristol,2015,27,Seekonk,Negative,NA,2,100,0,0
Bristol,2015,27,Somerset,Negative,NA,2,100,0,0
Bristol,2015,27,Swansea,Negative,NA,2,82,0,0
Bristol,2015,28,Acushnet,Negative,NA,1,50,0,0
Bristol,2015,28,Attleboro,Negative,NA,1,50,0,0
Bristol,2015,28,Dartmouth,Negative,NA,2,100,0,0
Bristol,2015,28,Dighton,Negative,NA,1,50,0,0
Bristol,2015,28,Easton,Negative,NA,3,102,0,0
Bristol,2015,28,Fairhaven,Negative,NA,3,150,0,0
Bristol,2015,28,Fall River,Negative,NA,6,300,0,0
Bristol,2015,28,Freetown,Negative,NA,2,100,0,0
Bristol,2015,28,Mansfield,Negative,NA,1,50,0,0
Bristol,2015,28,New Bedford,Negative,NA,7,350,0,0
Bristol,2015,28,Norton,Negative,NA,2,100,0,0
Bristol,2015,28,Seekonk,Negative,NA,2,100,0,0
Bristol,2015,28,Somerset,Negative,NA,1,47,0,0
Bristol,2015,28,Swansea,Negative,NA,1,41,0,0
Bristol,2015,29,Acushnet,Negative,NA,1,50,0,0
