MCD,Year,Week,Town,Result,Test_Type_Expanded,Pools_Tested,Total_Tested,Positive_Pools,MIR
Bristol,2010,31,New Bedford,Negative,NA,3,111,0,0
Bristol,2010,31,New Bedford,Positive,WNV,1,50,1,20
Bristol,2010,31,Raynham,Negative,NA,12,202,0,0
Bristol,2010,31,Westport,Negative,NA,4,103,0,0
Bristol,2010,31,Westport,Positive,WNV,1,49,1,20.408163265306122
Bristol,2010,32,Acushnet,Negative,NA,8,262,0,0
Bristol,2010,32,Fall River,Negative,NA,3,152,0,0
Bristol,2010,32,Mansfield,Negative,NA,5,226,0,0
Bristol,2010,32,Raynham,Negative,NA,1,39,0,0
Bristol,2010,32,Seekonk,Negative,NA,1,41,0,0
Bristol,2010,32,Swansea,Negative,NA,6,272,0,0
Bristol,2010,32,Westport,Negative,NA,3,123,0,0
Bristol,2010,33,Easton,Negative,NA,1,10,0,0
Bristol,2010,33,Fall River,Negative,NA,4,171,0,0
Bristol,2010,33,Swansea,Negative,NA,3,131,0,0
Bristol,2010,34,Berkley,Negative,NA,1,11,0,0
Bristol,2010,34,Dartmouth,Negative,NA,1,12,0,0
Bristol,2010,34,Freetown,Negative,NA,5,209,0,0
Bristol,2010,34,Freetown,Positive,WNV,1,33,1,30.303030303030305
Bristol,2010,34,New Bedford,Negative,NA,2,28,0,0
Bristol,2010,35,Acushnet,Negative,NA,2,58,0,0
Bristol,2010,35,Berkley,Positive,EEE,1,46,1,21.73913043478261
Bristol,2010,35,Dartmouth,Negative,NA,2,106,0,0
Bristol,2010,35,Fall River,Negative,NA,3,87,0,0
Bristol,2010,35,Fall River,Positive,WNV,1,50,1,20
Bristol,2010,35,Freetown,Negative,NA,8,187,0,0
Bristol,2010,35,New Bedford,Negative,NA,3,109,0,0
Bristol,2010,35,New Bedford,Positive,"EEE, WNV",1,39,1,25.64102564102564
Bristol,2010,35,New Bedford,Positive,WNV,1,50,1,20
Bristol,2010,35,Seekonk,Negative,NA,1,31,0,0
Bristol,2010,35,Swansea,Negative,NA,4,153,0,0
Bristol,2010,36,Berkley,Negative,NA,1,18,0,0
Bristol,2010,36,Dartmouth,Negative,NA,1,24,0,0
Bristol,2010,36,Freetown,Negative,NA,5,121,0,0
Bristol,2010,36,New Bedford,Negative,NA,4,57,0,0
Bristol,2010,36,New Bedford,Positive,WNV,1,41,1,24.390243902439025
Bristol,2010,37,Dartmouth,Negative,NA,2,45,0,0
Bristol,2010,37,Fall River,Negative,NA,3,30,0,0
Bristol,2010,37,Freetown,Negative,NA,4,52,0,0
Bristol,2010,37,Mansfield,Negative,NA,1,5,0,0
Bristol,2010,37,New Bedford,Negative,NA,2,61,0,0
Bristol,2010,37,New Bedford,Positive,WNV,1,53,1,18.867924528301884
Bristol,2010,37,Seekonk,Negative,NA,1,10,0,0
Bristol,2010,37,Swansea,Negative,NA,1,13,0,0
Bristol,2010,38,Dartmouth,Positive,WNV,1,24,1,41.666666666666664
Bristol,2010,38,Fall River,Negative,NA,4,139,0,0
Bristol,2010,38,Fall River,Positive,WNV,1,36,1,27.777777777777775
Bristol,2010,38,New Bedford,Negative,NA,3,93,0,0
Bristol,2010,38,Seekonk,Positive,WNV,1,38,1,26.31578947368421
Bristol,2010,38,Swansea,Negative,NA,3,131,0,0
Bristol,2010,39,Dartmouth,Negative,NA,2,53,0,0
Bristol,2010,39,Fall River,Negative,NA,3,60,0,0
Bristol,2010,39,New Bedford,Negative,NA,4,129,0,0
Bristol,2010,39,Seekonk,Negative,NA,1,16,0,0
Bristol,2010,39,Swansea,Negative,NA,1,35,0,0
Bristol,2011,25,Acushnet,Negative,NA,1,31,0,0
Bristol,2011,25,Attleboro,Negative,NA,2,71,0,0
Bristol,2011,25,Fairhaven,Negative,NA,3,127,0,0
Bristol,2011,25,Fall River,Negative,NA,11,526,0,0
Bristol,2011,25,Freetown,Negative,NA,3,150,0,0
Bristol,2011,25,New Bedford,Negative,NA,10,459,0,0
Bristol,2011,25,Seekonk,Negative,NA,1,47,0,0
Bristol,2011,25,Swansea,Negative,NA,4,174,0,0
Bristol,2011,26,Attleboro,Negative,NA,1,50,0,0
Bristol,2011,26,Dartmouth,Negative,NA,1,22,0,0
Bristol,2011,26,Easton,Negative,NA,2,95,0,0
Bristol,2011,26,Fall River,Negative,NA,2,100,0,0
Bristol,2011,26,New Bedford,Negative,NA,2,87,0,0
Bristol,2011,26,Norton,Negative,NA,1,50,0,0
Bristol,2011,26,Seekonk,Negative,NA,1,50,0,0
Bristol,2011,26,Swansea,Negative,NA,2,100,0,0
Bristol,2011,27,Acushnet,Negative,NA,6,286,0,0
Bristol,2011,27,Attleboro,Negative,NA,6,254,0,0
Bristol,2011,27,Dartmouth,Negative,NA,1,51,0,0
Bristol,2011,27,Dighton,Negative,NA,1,53,0,0
Bristol,2011,27,Fall River,Negative,NA,3,150,0,0
Bristol,2011,27,New Bedford,Negative,NA,5,252,0,0
Bristol,2011,27,North Attleborough,Negative,NA,1,30,0,0
Bristol,2011,27,Seekonk,Negative,NA,2,100,0,0
Bristol,2011,27,Swansea,Negative,NA,3,150,0,0
Bristol,2011,28,Acushnet,Negative,NA,3,143,0,0
Bristol,2011,28,Attleboro,Negative,NA,1,41,0,0
Bristol,2011,28,Berkley,Negative,NA,1,17,0,0
Bristol,2011,28,Dartmouth,Negative,NA,2,93,0,0
Bristol,2011,28,Fall River,Negative,NA,4,200,0,0
Bristol,2011,28,Freetown,Negative,NA,2,100,0,0
Bristol,2011,28,New Bedford,Negative,NA,2,56,0,0
Bristol,2011,28,Norton,Negative,NA,1,23,0,0
Bristol,2011,28,Seekonk,Negative,NA,2,100,0,0
Bristol,2011,28,Swansea,Negative,NA,3,150,0,0
Bristol,2011,29,Acushnet,Negative,NA,1,50,0,0
Bristol,2011,29,Attleboro,Negative,NA,1,52,0,0
Bristol,2011,29,Dartmouth,Negative,NA,1,49,0,0
Bristol,2011,29,Easton,Negative,NA,2,84,0,0
Bristol,2011,29,Fall River,Negative,NA,2,69,0,0
Bristol,2011,29,Mansfield,Negative,NA,1,28,0,0
Bristol,2011,29,New Bedford,Negative,NA,4,172,0,0
Bristol,2011,29,North Attleborough,Negative,NA,1,50,0,0
Bristol,2011,29,Norton,Negative,NA,1,50,0,0
Bristol,2011,29,Seekonk,Negative,NA,1,50,0,0
Bristol,2011,29,Swansea,Negative,NA,3,150,0,0
Bristol,2011,30,Acushnet,Negative,NA,2,63,0,0
Bristol,2011,30,Attleboro,Negative,NA,3,102,0,0
Bristol,2011,30,Attleboro,Positive,WNV,1,50,1,20
Bristol,2011,30,Berkley,Negative,NA,1,43,0,0
Bristol,2011,30,Dartmouth,Negative,NA,2,99,0,0
Bristol,2011,30,Easton,Negative,NA,1,40,0,0
Bristol,2011,30,Fairhaven,Negative,NA,2,38,0,0
Bristol,2011,30,Fall River,Negative,NA,2,50,0,0
Bristol,2011,30,Freetown,Negative,NA,3,150,0,0
Bristol,2011,30,Freetown,Positive,WNV,1,50,1,20
Bristol,2011,30,New Bedford,Negative,NA,6,292,0,0
Bristol,2011,30,North Attleborough,Negative,NA,2,100,0,0
Bristol,2011,30,Norton,Negative,NA,1,50,0,0
Bristol,2011,30,Seekonk,Negative,NA,1,27,0,0
Bristol,2011,30,Swansea,Negative,NA,2,100,0,0
Bristol,2011,31,Acushnet,Negative,NA,2,64,0,0
Bristol,2011,31,Attleboro,Negative,NA,4,161,0,0
Bristol,2011,31,Berkley,Negative,NA,2,93,0,0
Bristol,2011,31,Dartmouth,Negative,NA,1,23,0,0
Bristol,2011,31,Easton,Negative,NA,2,70,0,0
Bristol,2011,31,Easton,Positive,WNV,1,50,1,20
Bristol,2011,31,Fall River,Negative,NA,1,51,0,0
Bristol,2011,31,Freetown,Negative,NA,2,102,0,0
Bristol,2011,31,Mansfield,Negative,NA,1,22,0,0
Bristol,2011,31,New Bedford,Negative,NA,2,60,0,0
Bristol,2011,31,New Bedford,Positive,WNV,1,49,1,20.408163265306122
Bristol,2011,31,North Attleborough,Negative,NA,1,19,0,0
Bristol,2011,31,Norton,Negative,NA,3,131,0,0
Bristol,2011,31,Raynham,Negative,NA,3,68,0,0
Bristol,2011,31,Seekonk,Negative,NA,1,19,0,0
Bristol,2011,31,Swansea,Negative,NA,2,40,0,0
Bristol,2011,31,Taunton,Negative,NA,1,15,0,0
Bristol,2011,32,Acushnet,Negative,NA,5,50,0,0
Bristol,2011,32,Attleboro,Negative,NA,5,190,0,0
Bristol,2011,32,Berkley,Negative,NA,2,45,0,0
Bristol,2011,32,Berkley,Positive,EEE,1,50,1,20
Bristol,2011,32,Dartmouth,Negative,NA,2,100,0,0
Bristol,2011,32,Easton,Negative,NA,3,132,0,0
Bristol,2011,32,Fall River,Negative,NA,7,310,0,0
Bristol,2011,32,Mansfield,Negative,NA,2,70,0,0
Bristol,2011,32,New Bedford,Negative,NA,4,128,0,0
Bristol,2011,32,New Bedford,Positive,WNV,1,34,1,29.41176470588235
Bristol,2011,32,North Attleborough,Negative,NA,3,158,0,0
Bristol,2011,32,Norton,Negative,NA,1,39,0,0
Bristol,2011,32,Swansea,Positive,WNV,1,19,1,52.63157894736842
Bristol,2011,33,Acushnet,Negative,NA,1,12,0,0
Bristol,2011,33,Attleboro,Negative,NA,2,60,0,0
Bristol,2011,33,Berkley,Negative,NA,1,6,0,0
Bristol,2011,33,Easton,Negative,NA,2,76,0,0
Bristol,2011,33,Freetown,Negative,NA,1,50,0,0
Bristol,2011,33,Freetown,Positive,EEE,2,100,2,20
Bristol,2011,33,Freetown,Positive,"EEE, WNV",1,50,1,20
Bristol,2011,33,New Bedford,Negative,NA,2,12,0,0
Bristol,2011,33,Norton,Negative,NA,2,14,0,0
Bristol,2011,33,Raynham,Negative,NA,2,42,0,0
Bristol,2011,33,Seekonk,Negative,NA,1,8,0,0
Bristol,2011,33,Swansea,Negative,NA,3,95,0,0
Bristol,2011,33,Taunton,Negative,NA,2,38,0,0
Bristol,2011,34,Attleboro,Negative,NA,1,20,0,0
Bristol,2011,34,Berkley,Negative,NA,3,41,0,0
Bristol,2011,34,Dartmouth,Negative,NA,1,38,0,0
Bristol,2011,34,Dighton,Negative,NA,1,35,0,0
Bristol,2011,34,Dighton,Positive,EEE,2,45,2,44.44444444444444
Bristol,2011,34,Easton,Negative,NA,4,83,0,0
Bristol,2011,34,Fall River,Negative,NA,2,93,0,0
Bristol,2011,34,Freetown,Negative,NA,5,120,0,0
Bristol,2011,34,Freetown,Positive,EEE,1,50,1,20
Bristol,2011,34,Freetown,Positive,WNV,3,123,3,24.390243902439025
Bristol,2011,34,Mansfield,Positive,WNV,1,43,1,23.25581395348837
Bristol,2011,34,New Bedford,Negative,NA,2,26,0,0
Bristol,2011,34,New Bedford,Positive,WNV,3,144,3,20.833333333333332
Bristol,2011,34,North Attleborough,Negative,NA,1,42,0,0
Bristol,2011,34,Norton,Negative,NA,1,31,0,0
Bristol,2011,34,Norton,Positive,EEE,1,52,1,19.230769230769234
Bristol,2011,34,Seekonk,Negative,NA,1,46,0,0
Bristol,2011,34,Swansea,Negative,NA,2,82,0,0
Bristol,2011,34,Westport,Negative,NA,1,1,0,0
Bristol,2011,35,Attleboro,Negative,NA,5,116,0,0
Bristol,2011,35,Dartmouth,Negative,NA,1,35,0,0
Bristol,2011,35,Dighton,Negative,NA,5,44,0,0
Bristol,2011,35,Easton,Negative,NA,1,34,0,0
Bristol,2011,35,Fairhaven,Negative,NA,1,22,0,0
Bristol,2011,35,Fall River,Negative,NA,3,70,0,0
Bristol,2011,35,Freetown,Negative,NA,4,200,0,0
Bristol,2011,35,Mansfield,Negative,NA,4,49,0,0
Bristol,2011,35,New Bedford,Negative,NA,5,149,0,0
Bristol,2011,35,New Bedford,Positive,WNV,1,37,1,27.027027027027028
Bristol,2011,35,North Attleborough,Negative,NA,2,57,0,0
Bristol,2011,35,Norton,Negative,NA,6,194,0,0
Bristol,2011,35,Seekonk,Negative,NA,4,126,0,0
Bristol,2011,35,Swansea,Negative,NA,3,90,0,0
Bristol,2011,36,Berkley,Negative,NA,5,175,0,0
Bristol,2011,36,Dartmouth,Negative,NA,2,38,0,0
Bristol,2011,36,Dighton,Negative,NA,12,307,0,0
Bristol,2011,36,Easton,Negative,NA,1,8,0,0
Bristol,2011,36,Fall River,Negative,NA,1,47,0,0
Bristol,2011,36,Freetown,Negative,NA,9,392,0,0
Bristol,2011,36,Freetown,Positive,EEE,1,50,1,20
Bristol,2011,36,New Bedford,Negative,NA,3,86,0,0
Bristol,2011,36,North Attleborough,Negative,NA,1,17,0,0
Bristol,2011,36,Norton,Negative,NA,5,159,0,0
Bristol,2011,36,Seekonk,Negative,NA,3,55,0,0
Bristol,2011,36,Swansea,Negative,NA,1,18,0,0
Bristol,2011,37,Attleboro,Negative,NA,3,61,0,0
Bristol,2011,37,Berkley,Positive,"EEE, WNV",1,50,1,20
Bristol,2011,37,Berkley,Positive,WNV,2,53,2,37.73584905660377
Bristol,2011,37,Dartmouth,Negative,NA,1,49,0,0
Bristol,2011,37,Dighton,Negative,NA,2,39,0,0
Bristol,2011,37,Dighton,Positive,EEE,1,35,1,28.57142857142857
Bristol,2011,37,Easton,Negative,NA,2,77,0,0
Bristol,2011,37,Fairhaven,Negative,NA,1,7,0,0
Bristol,2011,37,Freetown,Negative,NA,4,176,0,0
Bristol,2011,37,Freetown,Positive,WNV,1,50,1,20
Bristol,2011,37,Mansfield,Negative,NA,2,26,0,0
Bristol,2011,37,New Bedford,Negative,NA,6,212,0,0
Bristol,2011,37,New Bedford,Positive,WNV,3,144,3,20.833333333333332
Bristol,2011,37,North Attleborough,Negative,NA,1,35,0,0
Bristol,2011,37,Seekonk,Positive,WNV,1,23,1,43.47826086956522
Bristol,2011,37,Swansea,Negative,NA,1,8,0,0
Bristol,2011,37,Swansea,Positive,WNV,1,25,1,40
Bristol,2011,37,Taunton,Negative,NA,4,66,0,0
Bristol,2011,38,Acushnet,Negative,NA,2,74,0,0
Bristol,2011,38,Acushnet,Positive,WNV,1,50,1,20
Bristol,2011,38,Berkley,Negative,NA,5,180,0,0
Bristol,2011,38,Dighton,Negative,NA,7,190,0,0
Bristol,2011,38,Fall River,Negative,NA,2,20,0,0
Bristol,2011,38,Freetown,Negative,NA,3,118,0,0
Bristol,2011,38,New Bedford,Negative,NA,2,31,0,0
Bristol,2011,38,Norton,Negative,NA,3,60,0,0
Bristol,2011,38,Seekonk,Negative,NA,2,27,0,0
Bristol,2011,38,Swansea,Negative,NA,1,12,0,0
Bristol,2011,39,Berkley,Negative,NA,1,37,0,0
Bristol,2011,39,Dighton,Negative,NA,6,235,0,0
Bristol,2011,39,Fall River,Negative,NA,2,41,0,0
Bristol,2011,39,Freetown,Negative,NA,2,59,0,0
Bristol,2011,39,New Bedford,Negative,NA,3,66,0,0
Bristol,2011,39,Seekonk,Negative,NA,1,46,0,0
Bristol,2011,39,Swansea,Negative,NA,2,44,0,0
Bristol,2011,39,Taunton,Negative,NA,4,88,0,0
Bristol,2012,23,Berkley,Negative,NA,1,21,0,0
Bristol,2012,23,Freetown,Negative,NA,2,73,0,0
Bristol,2012,23,Seekonk,Negative,NA,1,50,0,0
Bristol,2012,23,Swansea,Negative,NA,1,50,0,0
Bristol,2012,24,Acushnet,Negative,NA,1,24,0,0
Bristol,2012,24,Berkley,Negative,NA,2,77,0,0
Bristol,2012,24,Dartmouth,Negative,NA,2,80,0,0
Bristol,2012,24,Fall River,Negative,NA,2,96,0,0
Bristol,2012,24,Freetown,Negative,NA,2,84,0,0
Bristol,2012,24,Raynham,Negative,NA,1,21,0,0
Bristol,2012,24,Seekonk,Negative,NA,1,50,0,0
Bristol,2012,24,Somerset,Negative,NA,2,100,0,0
Bristol,2012,24,Swansea,Negative,NA,2,67,0,0
Bristol,2012,24,Taunton,Negative,NA,1,28,0,0
Bristol,2012,25,Attleboro,Negative,NA,1,45,0,0
Bristol,2012,25,Easton,Negative,NA,1,50,0,0
Bristol,2012,25,Fall River,Negative,NA,1,50,0,0
Bristol,2012,25,Freetown,Negative,NA,3,132,0,0
Bristol,2012,25,New Bedford,Negative,NA,3,150,0,0
Bristol,2012,25,Norton,Negative,NA,3,150,0,0
Bristol,2012,25,Seekonk,Negative,NA,1,50,0,0
Bristol,2012,26,Attleboro,Negative,NA,1,50,0,0
Bristol,2012,26,Dartmouth,Negative,NA,1,50,0,0
Bristol,2012,26,Easton,Negative,NA,1,50,0,0
Bristol,2012,26,Fall River,Negative,NA,3,150,0,0
Bristol,2012,26,Freetown,Negative,NA,3,150,0,0
Bristol,2012,26,Mansfield,Negative,NA,1,50,0,0
Bristol,2012,26,New Bedford,Negative,NA,2,91,0,0
Bristol,2012,26,Norton,Negative,NA,1,50,0,0
Bristol,2012,26,Seekonk,Negative,NA,1,50,0,0
Bristol,2012,26,Somerset,Negative,NA,1,50,0,0
Bristol,2012,26,Swansea,Negative,NA,1,50,0,0
Bristol,2012,26,Taunton,Negative,NA,1,40,0,0
Bristol,2012,27,Acushnet,Negative,NA,1,50,0,0
Bristol,2012,27,Dartmouth,Negative,NA,1,50,0,0
Bristol,2012,27,Dighton,Negative,NA,1,29,0,0
Bristol,2012,27,Easton,Negative,NA,1,50,0,0
Bristol,2012,27,Fairhaven,Negative,NA,1,50,0,0
Bristol,2012,27,Fall River,Negative,NA,1,50,0,0
Bristol,2012,27,Freetown,Negative,NA,1,50,0,0
Bristol,2012,27,Mansfield,Negative,NA,1,50,0,0
Bristol,2012,27,New Bedford,Negative,NA,2,78,0,0
Bristol,2012,27,North Attleborough,Negative,NA,2,100,0,0
Bristol,2012,27,Norton,Negative,NA,1,50,0,0
Bristol,2012,27,Swansea,Negative,NA,1,50,0,0
Bristol,2012,28,Attleboro,Negative,NA,2,100,0,0
Bristol,2012,28,Berkley,Negative,NA,1,50,0,0
Bristol,2012,28,Dartmouth,Negative,NA,1,24,0,0
Bristol,2012,28,Easton,Negative,NA,1,50,0,0
Bristol,2012,28,Fairhaven,Negative,NA,1,30,0,0
Bristol,2012,28,Fall River,Negative,NA,1,50,0,0
Bristol,2012,28,Mansfield,Negative,NA,1,47,0,0
Bristol,2012,28,New Bedford,Negative,NA,1,50,0,0
Bristol,2012,28,North Attleborough,Negative,NA,1,50,0,0
Bristol,2012,28,Norton,Negative,NA,3,150,0,0
Bristol,2012,28,Raynham,Negative,NA,2,100,0,0
Bristol,2012,28,Seekonk,Negative,NA,1,50,0,0
Bristol,2012,28,Somerset,Negative,NA,1,50,0,0
Bristol,2012,28,Swansea,Negative,NA,2,100,0,0
Bristol,2012,29,Acushnet,Negative,NA,1,50,0,0
Bristol,2012,29,Attleboro,Negative,NA,5,220,0,0
Bristol,2012,29,Berkley,Negative,NA,2,59,0,0
Bristol,2012,29,Easton,Negative,NA,11,514,0,0
Bristol,2012,29,Fall River,Negative,NA,3,150,0,0
Bristol,2012,29,Freetown,Negative,NA,2,79,0,0
Bristol,2012,29,New Bedford,Negative,NA,2,100,0,0
Bristol,2012,29,Seekonk,Positive,WNV,1,50,1,20
Bristol,2012,29,Taunton,Negative,NA,3,121,0,0
Bristol,2012,30,Acushnet,Negative,NA,1,52,0,0
Bristol,2012,30,Easton,Negative,NA,5,226,0,0
Bristol,2012,30,Easton,Positive,EEE,2,100,2,20
Bristol,2012,30,Fall River,Negative,NA,2,100,0,0
Bristol,2012,30,Freetown,Negative,NA,1,23,0,0
Bristol,2012,30,Mansfield,Negative,NA,1,50,0,0
Bristol,2012,30,New Bedford,Negative,NA,3,150,0,0
Bristol,2012,30,Norton,Negative,NA,2,100,0,0
Bristol,2012,30,Raynham,Negative,NA,3,150,0,0
Bristol,2012,30,Raynham,Positive,EEE,1,50,1,20
Bristol,2012,30,Seekonk,Negative,NA,1,23,0,0
Bristol,2012,30,Swansea,Negative,NA,1,50,0,0
Bristol,2012,30,Taunton,Negative,NA,3,137,0,0
Bristol,2012,30,Westport,Negative,NA,2,92,0,0
Bristol,2012,31,Acushnet,Negative,NA,2,68,0,0
Bristol,2012,31,Attleboro,Negative,NA,1,33,0,0
Bristol,2012,31,Dartmouth,Negative,NA,1,32,0,0
Bristol,2012,31,Dartmouth,Positive,WNV,1,50,1,20
Bristol,2012,31,Easton,Negative,NA,4,200,0,0
Bristol,2012,31,Easton,Positive,EEE,4,200,4,20
Bristol,2012,31,Easton,Positive,WNV,1,50,1,20
Bristol,2012,31,Fairhaven,Negative,NA,1,50,0,0
Bristol,2012,31,Fall River,Negative,NA,5,250,0,0
Bristol,2012,31,Fall River,Positive,WNV,1,50,1,20
Bristol,2012,31,Mansfield,Negative,NA,1,50,0,0
Bristol,2012,31,New Bedford,Negative,NA,3,150,0,0
Bristol,2012,31,New Bedford,Positive,WNV,1,50,1,20
Bristol,2012,31,North Attleborough,Negative,NA,1,50,0,0
Bristol,2012,31,North Attleborough,Positive,WNV,1,50,1,20
Bristol,2012,31,Norton,Negative,NA,1,50,0,0
Bristol,2012,31,Raynham,Negative,NA,3,135,0,0
Bristol,2012,31,Raynham,Positive,WNV,1,38,1,26.31578947368421
Bristol,2012,31,Seekonk,Positive,WNV,3,150,3,20
Bristol,2012,31,Somerset,Negative,NA,2,100,0,0
Bristol,2012,31,Swansea,Negative,NA,3,150,0,0
Bristol,2012,31,Swansea,Positive,"EEE, WNV",1,50,1,20
Bristol,2012,31,Taunton,Negative,NA,1,33,0,0
Bristol,2012,32,Acushnet,Negative,NA,1,50,0,0
Bristol,2012,32,Dartmouth,Negative,NA,1,50,0,0
Bristol,2012,32,Easton,Negative,NA,2,71,0,0
Bristol,2012,32,Easton,Positive,EEE,1,46,1,21.73913043478261
Bristol,2012,32,Easton,Positive,WNV,1,50,1,20
Bristol,2012,32,Fairhaven,Negative,NA,2,100,0,0
Bristol,2012,32,Fall River,Negative,NA,2,70,0,0
Bristol,2012,32,Fall River,Positive,WNV,1,50,1,20
Bristol,2012,32,Freetown,Negative,NA,1,30,0,0
Bristol,2012,32,Mansfield,Negative,NA,1,29,0,0
Bristol,2012,32,New Bedford,Negative,NA,2,100,0,0
Bristol,2012,32,New Bedford,Positive,WNV,2,100,2,20
Bristol,2012,32,North Attleborough,Negative,NA,1,50,0,0
Bristol,2012,32,Norton,Positive,WNV,2,100,2,20
Bristol,2012,32,Raynham,Negative,NA,1,21,0,0
Bristol,2012,32,Seekonk,Negative,NA,1,51,0,0
Bristol,2012,32,Somerset,Negative,NA,1,50,0,0
Bristol,2012,32,Swansea,Negative,NA,2,80,0,0
Bristol,2012,33,Acushnet,Negative,NA,4,64,0,0
Bristol,2012,33,Dartmouth,Negative,NA,2,28,0,0
Bristol,2012,33,Dighton,Negative,NA,2,58,0,0
Bristol,2012,33,Dighton,Positive,WNV,1,45,1,22.22222222222222
Bristol,2012,33,Easton,Negative,NA,10,441,0,0
Bristol,2012,33,Easton,Positive,EEE,4,170,4,23.52941176470588
Bristol,2012,33,Easton,Positive,"EEE, WNV",1,37,1,27.027027027027028
Bristol,2012,33,Easton,Positive,WNV,1,50,1,20
Bristol,2012,33,Fall River,Negative,NA,2,47,0,0
Bristol,2012,33,Fall River,Positive,WNV,2,67,2,29.850746268656717
Bristol,2012,33,Mansfield,Negative,NA,1,27,0,0
Bristol,2012,33,New Bedford,Negative,NA,2,38,0,0
Bristol,2012,33,North Attleborough,Positive,WNV,1,17,1,58.8235294117647
Bristol,2012,33,Norton,Negative,NA,4,130,0,0
Bristol,2012,33,Norton,Positive,WNV,2,100,2,20
Bristol,2012,33,Raynham,Negative,NA,6,180,0,0
Bristol,2012,33,Raynham,Positive,EEE,1,16,1,62.5
Bristol,2012,33,Seekonk,Negative,NA,1,26,0,0
Bristol,2012,33,Somerset,Negative,NA,1,46,0,0
Bristol,2012,33,Swansea,Negative,NA,1,24,0,0
Bristol,2012,33,Taunton,Negative,NA,5,44,0,0
Bristol,2012,33,Westport,Negative,NA,6,282,0,0
Bristol,2012,34,Acushnet,Negative,NA,1,21,0,0
Bristol,2012,34,Berkley,Positive,WNV,1,25,1,40
Bristol,2012,34,Dartmouth,Negative,NA,1,21,0,0
Bristol,2012,34,Dighton,Negative,NA,4,145,0,0
Bristol,2012,34,Dighton,Positive,EEE,2,71,2,28.169014084507044
Bristol,2012,34,Dighton,Positive,"EEE, WNV",1,41,1,24.390243902439025
Bristol,2012,34,Easton,Negative,NA,4,159,0,0
Bristol,2012,34,Easton,Positive,EEE,7,304,7,23.02631578947368
Bristol,2012,34,Fairhaven,Negative,NA,1,34,0,0
Bristol,2012,34,Fall River,Negative,NA,3,60,0,0
Bristol,2012,34,Fall River,Positive,EEE,1,50,1,20
Bristol,2012,34,Freetown,Negative,NA,1,50,0,0
Bristol,2012,34,New Bedford,Negative,NA,2,89,0,0
Bristol,2012,34,New Bedford,Positive,WNV,2,76,2,26.31578947368421
Bristol,2012,34,North Attleborough,Positive,WNV,1,32,1,31.25
Bristol,2012,34,Norton,Positive,WNV,2,90,2,22.22222222222222
Bristol,2012,34,Raynham,Negative,NA,4,144,0,0
Bristol,2012,34,Seekonk,Negative,NA,1,25,0,0
Bristol,2012,34,Somerset,Positive,WNV,1,50,1,20
Bristol,2012,34,Swansea,Negative,NA,2,46,0,0
Bristol,2012,35,Acushnet,Negative,NA,2,53,0,0
Bristol,2012,35,Attleboro,Negative,NA,5,243,0,0
Bristol,2012,35,Berkley,Negative,NA,2,74,0,0
Bristol,2012,35,Dartmouth,Positive,WNV,1,27,1,37.03703703703704
Bristol,2012,35,Dighton,Negative,NA,3,121,0,0
Bristol,2012,35,Dighton,Positive,WNV,1,46,1,21.73913043478261
Bristol,2012,35,Easton,Negative,NA,4,199,0,0
Bristol,2012,35,Easton,Positive,WNV,1,40,1,25
Bristol,2012,35,Fairhaven,Negative,NA,2,77,0,0
Bristol,2012,35,Fall River,Negative,NA,2,42,0,0
Bristol,2012,35,Freetown,Negative,NA,5,201,0,0
Bristol,2012,35,Mansfield,Negative,NA,1,16,0,0
Bristol,2012,35,New Bedford,Negative,NA,1,50,0,0
Bristol,2012,35,North Attleborough,Negative,NA,1,20,0,0
Bristol,2012,35,North Attleborough,Positive,WNV,1,50,1,20
Bristol,2012,35,Norton,Negative,NA,2,100,0,0
Bristol,2012,35,Raynham,Negative,NA,6,242,0,0
Bristol,2012,35,Seekonk,Negative,NA,1,33,0,0
Bristol,2012,35,Somerset,Negative,NA,1,23,0,0
Bristol,2012,35,Swansea,Negative,NA,2,65,0,0
Bristol,2012,35,Swansea,Positive,WNV,1,50,1,20
Bristol,2012,36,Berkley,Negative,NA,2,76,0,0
Bristol,2012,36,Dartmouth,Negative,NA,2,80,0,0
Bristol,2012,36,Dighton,Negative,NA,6,220,0,0
Bristol,2012,36,Easton,Negative,NA,2,73,0,0
Bristol,2012,36,Fall River,Negative,NA,2,83,0,0
Bristol,2012,36,Fall River,Positive,WNV,1,50,1,20
Bristol,2012,36,New Bedford,Negative,NA,7,337,0,0
Bristol,2012,36,North Attleborough,Negative,NA,2,67,0,0
Bristol,2012,36,Swansea,Negative,NA,1,23,0,0
Bristol,2012,37,Attleboro,Negative,NA,3,55,0,0
Bristol,2012,37,Dighton,Negative,NA,1,11,0,0
Bristol,2012,37,Easton,Negative,NA,5,133,0,0
Bristol,2012,37,Fall River,Negative,NA,1,32,0,0
Bristol,2012,37,Fall River,Positive,WNV,1,15,1,66.66666666666667
Bristol,2012,37,Freetown,Negative,NA,4,163,0,0
Bristol,2012,37,New Bedford,Negative,NA,2,67,0,0
Bristol,2012,37,North Attleborough,Positive,WNV,1,40,1,25
Bristol,2012,37,Norton,Positive,WNV,1,47,1,21.27659574468085
Bristol,2012,37,Raynham,Negative,NA,2,100,0,0
Bristol,2012,37,Somerset,Negative,NA,1,35,0,0
Bristol,2012,37,Swansea,Negative,NA,1,50,0,0
