"MapDate","FIPS","County","State","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_ma"
2013-01-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/22/13","1/28/13",1,"2013-04",0
2013-01-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/15/13","1/21/13",1,"2013-03",0
2013-01-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/8/13","1/14/13",1,"2013-02",0
2013-01-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/1/13","1/7/13",1,"2013-01",0
2012-12-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/25/12","12/31/12",1,"2012-52",0
2012-12-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/18/12","12/24/12",1,"2012-51",0
2012-12-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/11/12","12/17/12",1,"2012-50",0
2012-12-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/4/12","12/10/12",1,"2012-49",0
2012-11-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/27/12","12/3/12",1,"2012-48",0
2012-11-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/20/12","11/26/12",1,"2012-47",0
2012-11-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/13/12","11/19/12",1,"2012-46",0
2012-11-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/6/12","11/12/12",1,"2012-45",0
2012-10-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/30/12","11/5/12",1,"2012-44",0
2012-10-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/23/12","10/29/12",1,"2012-43",0
2012-10-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/16/12","10/22/12",1,"2012-42",0
2012-10-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/9/12","10/15/12",1,"2012-41",0
2012-10-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/2/12","10/8/12",1,"2012-40",0
2012-09-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/25/12","10/1/12",1,"2012-39",0
2012-09-18,25019,"Nantucket County","MA",0,100,0,0,0,0,"9/18/12","9/24/12",1,"2012-38",100
2012-09-11,25019,"Nantucket County","MA",0,100,0,0,0,0,"9/11/12","9/17/12",1,"2012-37",100
2012-09-04,25019,"Nantucket County","MA",0,100,0,0,0,0,"9/4/12","9/10/12",1,"2012-36",100
2012-08-28,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/28/12","9/3/12",1,"2012-35",100
2012-08-21,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/21/12","8/27/12",1,"2012-34",100
2012-08-14,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/14/12","8/20/12",1,"2012-33",100
2012-08-07,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/7/12","8/13/12",1,"2012-32",100
2012-07-31,25019,"Nantucket County","MA",0,100,0,0,0,0,"7/31/12","8/6/12",1,"2012-31",100
2012-07-24,25019,"Nantucket County","MA",0,100,0,0,0,0,"7/24/12","7/30/12",1,"2012-30",100
2012-07-17,25019,"Nantucket County","MA",0,100,0,0,0,0,"7/17/12","7/23/12",1,"2012-29",100
2012-07-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/10/12","7/16/12",1,"2012-28",0
2012-07-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/3/12","7/9/12",1,"2012-27",0
2012-06-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/26/12","7/2/12",1,"2012-26",0
2012-06-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/19/12","6/25/12",1,"2012-25",0
2012-06-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/12/12","6/18/12",1,"2012-24",0
2012-06-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/5/12","6/11/12",1,"2012-23",0
2012-05-29,25019,"Nantucket County","MA",0,100,0,0,0,0,"5/29/12","6/4/12",1,"2012-22",100
2012-05-22,25019,"Nantucket County","MA",0,100,0,0,0,0,"5/22/12","5/28/12",1,"2012-21",100
2012-05-15,25019,"Nantucket County","MA",0,100,100,0,0,0,"5/15/12","5/21/12",1,"2012-20",200
2012-05-08,25019,"Nantucket County","MA",0,100,100,100,0,0,"5/8/12","5/14/12",1,"2012-19",300
2012-05-01,25019,"Nantucket County","MA",0,100,100,100,0,0,"5/1/12","5/7/12",1,"2012-18",300
2012-04-24,25019,"Nantucket County","MA",0,100,100,100,0,0,"4/24/12","4/30/12",1,"2012-17",300
2012-04-17,25019,"Nantucket County","MA",0,100,100,0,0,0,"4/17/12","4/23/12",1,"2012-16",200
2012-04-10,25019,"Nantucket County","MA",0,100,100,0,0,0,"4/10/12","4/16/12",1,"2012-15",200
2012-04-03,25019,"Nantucket County","MA",0,100,100,0,0,0,"4/3/12","4/9/12",1,"2012-14",200
2012-03-27,25019,"Nantucket County","MA",0,100,0,0,0,0,"3/27/12","4/2/12",1,"2012-13",100
2012-03-20,25019,"Nantucket County","MA",0,100,0,0,0,0,"3/20/12","3/26/12",1,"2012-12",100
2012-03-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/13/12","3/19/12",1,"2012-11",0
2012-03-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/6/12","3/12/12",1,"2012-10",0
2012-02-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/28/12","3/5/12",1,"2012-09",0
2012-02-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/21/12","2/27/12",1,"2012-08",0
2012-02-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/14/12","2/20/12",1,"2012-07",0
2012-02-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/7/12","2/13/12",1,"2012-06",0
2012-01-31,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/31/12","2/6/12",1,"2012-05",0
2012-01-24,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/24/12","1/30/12",1,"2012-04",0
2012-01-17,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/17/12","1/23/12",1,"2012-03",0
2012-01-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/10/12","1/16/12",1,"2012-02",0
2012-01-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/3/12","1/9/12",1,"2012-01",0
2011-12-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/27/11","1/2/12",1,"2011-52",0
2011-12-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/20/11","12/26/11",1,"2011-51",0
2011-12-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/13/11","12/19/11",1,"2011-50",0
2011-12-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/6/11","12/12/11",1,"2011-49",0
2011-11-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/29/11","12/5/11",1,"2011-48",0
2011-11-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/22/11","11/28/11",1,"2011-47",0
2011-11-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/15/11","11/21/11",1,"2011-46",0
2011-11-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/8/11","11/14/11",1,"2011-45",0
2011-11-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/1/11","11/7/11",1,"2011-44",0
2011-10-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/25/11","10/31/11",1,"2011-43",0
2011-10-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/18/11","10/24/11",1,"2011-42",0
2011-10-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/11/11","10/17/11",1,"2011-41",0
2011-10-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/4/11","10/10/11",1,"2011-40",0
2011-09-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/27/11","10/3/11",1,"2011-39",0
2011-09-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/20/11","9/26/11",1,"2011-38",0
2011-09-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/13/11","9/19/11",1,"2011-37",0
2011-09-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/6/11","9/12/11",1,"2011-36",0
2011-08-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/30/11","9/5/11",1,"2011-35",0
2011-08-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/23/11","8/29/11",1,"2011-34",0
2011-08-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/16/11","8/22/11",1,"2011-33",0
2011-08-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/9/11","8/15/11",1,"2011-32",0
2011-08-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/2/11","8/8/11",1,"2011-31",0
2011-07-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/26/11","8/1/11",1,"2011-30",0
2011-07-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/19/11","7/25/11",1,"2011-29",0
2011-07-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/12/11","7/18/11",1,"2011-28",0
2011-07-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/5/11","7/11/11",1,"2011-27",0
2011-06-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/28/11","7/4/11",1,"2011-26",0
2011-06-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/21/11","6/27/11",1,"2011-25",0
2011-06-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/14/11","6/20/11",1,"2011-24",0
2011-06-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/7/11","6/13/11",1,"2011-23",0
2011-05-31,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/31/11","6/6/11",1,"2011-22",0
2011-05-24,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/24/11","5/30/11",1,"2011-21",0
2011-05-17,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/17/11","5/23/11",1,"2011-20",0
2011-05-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/10/11","5/16/11",1,"2011-19",0
2011-05-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/3/11","5/9/11",1,"2011-18",0
2011-04-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/26/11","5/2/11",1,"2011-17",0
2011-04-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/19/11","4/25/11",1,"2011-16",0
2011-04-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/12/11","4/18/11",1,"2011-15",0
2011-04-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/5/11","4/11/11",1,"2011-14",0
2011-03-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/29/11","4/4/11",1,"2011-13",0
2011-03-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/22/11","3/28/11",1,"2011-12",0
2011-03-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/15/11","3/21/11",1,"2011-11",0
2011-03-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/8/11","3/14/11",1,"2011-10",0
2011-03-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/1/11","3/7/11",1,"2011-09",0
2011-02-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/22/11","2/28/11",1,"2011-08",0
2011-02-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/15/11","2/21/11",1,"2011-07",0
2011-02-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/8/11","2/14/11",1,"2011-06",0
2011-02-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/1/11","2/7/11",1,"2011-05",0
2011-01-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/25/11","1/31/11",1,"2011-04",0
2011-01-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/18/11","1/24/11",1,"2011-03",0
2011-01-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/11/11","1/17/11",1,"2011-02",0
2011-01-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/4/11","1/10/11",1,"2011-01",0
2010-12-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/28/10","1/3/11",1,"2010-52",0
2010-12-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/21/10","12/27/10",1,"2010-51",0
2010-12-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/14/10","12/20/10",1,"2010-50",0
2010-12-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/7/10","12/13/10",1,"2010-49",0
2010-11-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/30/10","12/6/10",1,"2010-48",0
2010-11-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/23/10","11/29/10",1,"2010-47",0
2010-11-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/16/10","11/22/10",1,"2010-46",0
2010-11-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/9/10","11/15/10",1,"2010-45",0
2010-11-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/2/10","11/8/10",1,"2010-44",0
2010-10-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/26/10","11/1/10",1,"2010-43",0
2010-10-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/19/10","10/25/10",1,"2010-42",0
2010-10-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/12/10","10/18/10",1,"2010-41",0
2010-10-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/5/10","10/11/10",1,"2010-40",0
2010-09-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/28/10","10/4/10",1,"2010-39",0
2010-09-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/21/10","9/27/10",1,"2010-38",0
2010-09-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/14/10","9/20/10",1,"2010-37",0
2010-09-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/7/10","9/13/10",1,"2010-36",0
2010-08-31,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/31/10","9/6/10",1,"2010-35",0
2010-08-24,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/24/10","8/30/10",1,"2010-34",100
2010-08-17,25019,"Nantucket County","MA",0,100,0,0,0,0,"8/17/10","8/23/10",1,"2010-33",100
2010-08-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/10/10","8/16/10",1,"2010-32",0
2010-08-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/3/10","8/9/10",1,"2010-31",0
2010-07-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/27/10","8/2/10",1,"2010-30",0
2010-07-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/20/10","7/26/10",1,"2010-29",0
2010-07-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/13/10","7/19/10",1,"2010-28",0
2010-07-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/6/10","7/12/10",1,"2010-27",0
2010-06-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/29/10","7/5/10",1,"2010-26",0
2010-06-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/22/10","6/28/10",1,"2010-25",0
2010-06-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/15/10","6/21/10",1,"2010-24",0
2010-06-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/8/10","6/14/10",1,"2010-23",0
2010-06-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/1/10","6/7/10",1,"2010-22",0
2010-05-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/25/10","5/31/10",1,"2010-21",0
2010-05-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/18/10","5/24/10",1,"2010-20",0
2010-05-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/11/10","5/17/10",1,"2010-19",0
2010-05-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/4/10","5/10/10",1,"2010-18",0
2010-04-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/27/10","5/3/10",1,"2010-17",0
2010-04-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/20/10","4/26/10",1,"2010-16",0
2010-04-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/13/10","4/19/10",1,"2010-15",0
2010-04-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/6/10","4/12/10",1,"2010-14",0
2010-03-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/30/10","4/5/10",1,"2010-13",0
2010-03-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/23/10","3/29/10",1,"2010-12",0
2010-03-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/16/10","3/22/10",1,"2010-11",0
2010-03-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/9/10","3/15/10",1,"2010-10",0
2010-03-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/2/10","3/8/10",1,"2010-09",0
2010-02-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/23/10","3/1/10",1,"2010-08",0
2010-02-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/16/10","2/22/10",1,"2010-07",0
2010-02-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/9/10","2/15/10",1,"2010-06",0
2010-02-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/2/10","2/8/10",1,"2010-05",0
2010-01-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/26/10","2/1/10",1,"2010-04",0
2010-01-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/19/10","1/25/10",1,"2010-03",0
2010-01-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/12/10","1/18/10",1,"2010-02",0
2010-01-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/5/10","1/11/10",1,"2010-01",0
2009-12-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/29/09","1/4/10",1,"2009-53",0
2009-12-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/22/09","12/28/09",1,"2009-52",0
2009-12-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/15/09","12/21/09",1,"2009-51",0
2009-12-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/8/09","12/14/09",1,"2009-50",0
2009-12-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/1/09","12/7/09",1,"2009-49",0
2009-11-24,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/24/09","11/30/09",1,"2009-48",0
2009-11-17,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/17/09","11/23/09",1,"2009-47",0
2009-11-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/10/09","11/16/09",1,"2009-46",0
2009-11-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/3/09","11/9/09",1,"2009-45",0
2009-10-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/27/09","11/2/09",1,"2009-44",0
2009-10-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/20/09","10/26/09",1,"2009-43",0
2009-10-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/13/09","10/19/09",1,"2009-42",0
2009-10-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/6/09","10/12/09",1,"2009-41",0
2009-09-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/29/09","10/5/09",1,"2009-40",0
2009-09-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/22/09","9/28/09",1,"2009-39",0
2009-09-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/15/09","9/21/09",1,"2009-38",0
2009-09-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/8/09","9/14/09",1,"2009-37",0
2009-09-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/1/09","9/7/09",1,"2009-36",0
2009-08-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/25/09","8/31/09",1,"2009-35",0
2009-08-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/18/09","8/24/09",1,"2009-34",0
2009-08-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/11/09","8/17/09",1,"2009-33",0
2009-08-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/4/09","8/10/09",1,"2009-32",0
2009-07-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/28/09","8/3/09",1,"2009-31",0
2009-07-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/21/09","7/27/09",1,"2009-30",0
2009-07-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/14/09","7/20/09",1,"2009-29",0
2009-07-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/7/09","7/13/09",1,"2009-28",0
2009-06-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/30/09","7/6/09",1,"2009-27",0
2009-06-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/23/09","6/29/09",1,"2009-26",0
2009-06-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/16/09","6/22/09",1,"2009-25",0
2009-06-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/9/09","6/15/09",1,"2009-24",0
2009-06-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/2/09","6/8/09",1,"2009-23",0
2009-05-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/26/09","6/1/09",1,"2009-22",0
2009-05-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/19/09","5/25/09",1,"2009-21",0
2009-05-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/12/09","5/18/09",1,"2009-20",0
2009-05-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/5/09","5/11/09",1,"2009-19",0
2009-04-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/28/09","5/4/09",1,"2009-18",0
2009-04-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/21/09","4/27/09",1,"2009-17",0
2009-04-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/14/09","4/20/09",1,"2009-16",0
2009-04-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/7/09","4/13/09",1,"2009-15",0
2009-03-31,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/31/09","4/6/09",1,"2009-14",0
2009-03-24,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/24/09","3/30/09",1,"2009-13",0
2009-03-17,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/17/09","3/23/09",1,"2009-12",0
2009-03-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/10/09","3/16/09",1,"2009-11",0
2009-03-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"3/3/09","3/9/09",1,"2009-10",0
2009-02-24,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/24/09","3/2/09",1,"2009-09",0
2009-02-17,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/17/09","2/23/09",1,"2009-08",0
2009-02-10,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/10/09","2/16/09",1,"2009-07",0
2009-02-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"2/3/09","2/9/09",1,"2009-06",0
2009-01-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/27/09","2/2/09",1,"2009-05",0
2009-01-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/20/09","1/26/09",1,"2009-04",0
2009-01-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/13/09","1/19/09",1,"2009-03",0
2009-01-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"1/6/09","1/12/09",1,"2009-02",0
2008-12-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/30/08","1/5/09",1,"2008-01",0
2008-12-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/23/08","12/29/08",1,"2008-52",0
2008-12-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/16/08","12/22/08",1,"2008-51",0
2008-12-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/9/08","12/15/08",1,"2008-50",0
2008-12-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"12/2/08","12/8/08",1,"2008-49",0
2008-11-25,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/25/08","12/1/08",1,"2008-48",0
2008-11-18,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/18/08","11/24/08",1,"2008-47",0
2008-11-11,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/11/08","11/17/08",1,"2008-46",0
2008-11-04,25019,"Nantucket County","MA",100,0,0,0,0,0,"11/4/08","11/10/08",1,"2008-45",0
2008-10-28,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/28/08","11/3/08",1,"2008-44",0
2008-10-21,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/21/08","10/27/08",1,"2008-43",0
2008-10-14,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/14/08","10/20/08",1,"2008-42",0
2008-10-07,25019,"Nantucket County","MA",100,0,0,0,0,0,"10/7/08","10/13/08",1,"2008-41",0
2008-09-30,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/30/08","10/6/08",1,"2008-40",0
2008-09-23,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/23/08","9/29/08",1,"2008-39",0
2008-09-16,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/16/08","9/22/08",1,"2008-38",0
2008-09-09,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/9/08","9/15/08",1,"2008-37",0
2008-09-02,25019,"Nantucket County","MA",100,0,0,0,0,0,"9/2/08","9/8/08",1,"2008-36",0
2008-08-26,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/26/08","9/1/08",1,"2008-35",0
2008-08-19,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/19/08","8/25/08",1,"2008-34",0
2008-08-12,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/12/08","8/18/08",1,"2008-33",0
2008-08-05,25019,"Nantucket County","MA",100,0,0,0,0,0,"8/5/08","8/11/08",1,"2008-32",0
2008-07-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/29/08","8/4/08",1,"2008-31",0
2008-07-22,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/22/08","7/28/08",1,"2008-30",0
2008-07-15,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/15/08","7/21/08",1,"2008-29",0
2008-07-08,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/8/08","7/14/08",1,"2008-28",0
2008-07-01,25019,"Nantucket County","MA",100,0,0,0,0,0,"7/1/08","7/7/08",1,"2008-27",0
2008-06-24,25019,"Nantucket County","MA",0,100,0,0,0,0,"6/24/08","6/30/08",1,"2008-26",100
2008-06-17,25019,"Nantucket County","MA",0,100,0,0,0,0,"6/17/08","6/23/08",1,"2008-25",100
2008-06-10,25019,"Nantucket County","MA",22.82,77.18,0,0,0,0,"6/10/08","6/16/08",1,"2008-24",77.18
2008-06-03,25019,"Nantucket County","MA",100,0,0,0,0,0,"6/3/08","6/9/08",1,"2008-23",0
2008-05-27,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/27/08","6/2/08",1,"2008-22",0
2008-05-20,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/20/08","5/26/08",1,"2008-21",0
2008-05-13,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/13/08","5/19/08",1,"2008-20",0
2008-05-06,25019,"Nantucket County","MA",100,0,0,0,0,0,"5/6/08","5/12/08",1,"2008-19",0
2008-04-29,25019,"Nantucket County","MA",100,0,0,0,0,0,"4/29/08","5/5/08",1,"2008-18",0
