"County","Town","Collection Date","Species","Virus"
"Bristol","Freetown",2014-07-31,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-07-31,"Culiseta melanura","EEE"
"Bristol","New Bedford",2014-08-04,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-08-08,"Culiseta melanura","EEE"
"Bristol","Westport",2014-08-11,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-08-15,"Culiseta melanura","EEE"
"Bristol","Acushnet",2014-08-27,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-08-27,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-08-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2014-09-01,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2014-09-01,"Culiseta melanura","EEE"
"Bristol","New Bedford",2014-09-03,"Culex pipiens/restuans complex","EEE"
"Bristol","Freetown",2014-09-03,"Culiseta melanura","EEE"
"Bristol","Freetown",2014-09-03,"Culiseta melanura","EEE"
"Bristol","New Bedford",2014-09-17,"Culiseta melanura","EEE"
"Essex","Amesbury",2014-09-08,"Culiseta melanura","EEE"
"Essex","Topsfield",2014-09-15,"Culiseta melanura","EEE"
"Middlesex","Tewksbury",2014-09-23,"Culex species","EEE"
"Plymouth","Bridgewater",2014-07-15,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2014-07-15,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2014-07-15,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2014-07-15,"Coquillettidia perturbans","EEE"
"Plymouth","Lakeville",2014-08-11,"Culiseta melanura","EEE"
"Plymouth","Rochester",2014-08-12,"Culiseta melanura","EEE"
"Plymouth","Marion",2014-08-12,"Culiseta melanura","EEE"
"Plymouth","Kingston",2014-09-01,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2014-09-01,"Uranotaenia sapphirina","EEE"
"Plymouth","Kingston",2014-09-01,"Culiseta melanura","EEE"
"Plymouth","Rochester",2014-09-03,"Culiseta melanura","EEE"
"Plymouth","Rochester",2014-09-03,"Culiseta melanura","EEE"
"Plymouth","Rochester",2014-09-03,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2014-09-08,"Culiseta melanura","EEE"
"Plymouth","Marion",2014-09-16,"Culiseta melanura","EEE"
"Barnstable","Falmouth",2014-09-03,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2014-08-28,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2014-09-06,"Culex pipiens/restuans complex","WNV"
"Bristol","Mansfield",2014-08-05,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2014-08-05,"Culex pipiens/restuans complex","WNV"
"Bristol","Dighton",2014-08-08,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2014-08-15,"Culex pipiens/restuans complex","WNV"
"Bristol","Fall River",2014-08-15,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2014-08-28,"Culiseta melanura","WNV"
"Bristol","Freetown",2014-08-29,"Culiseta melanura","WNV"
"Bristol","Attleboro",2014-09-05,"Culex pipiens/restuans complex","WNV"
"Essex","Newburyport",2014-07-14,"Culex pipiens/restuans complex","WNV"
"Essex","Saugus",2014-08-25,"Culex pipiens/restuans complex","WNV"
"Essex","Peabody",2014-09-08,"Culex salinarius","WNV"
"Essex","Peabody",2014-09-08,"Coquillettidia perturbans","WNV"
"Essex","Peabody",2014-09-08,"Ochlerotatus triseriatus","WNV"
"Essex","Rowley",2014-09-08,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2014-09-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2014-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2014-07-29,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2014-07-29,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2014-07-29,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2014-08-05,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2014-08-07,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2014-08-21,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2014-08-26,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2014-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2014-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2014-09-17,"Culex pipiens/restuans complex","WNV"
"Norfolk","Canton",2014-07-08,"Culex pipiens/restuans complex","WNV"
"Norfolk","Stoughton",2014-08-06,"Culex pipiens/restuans complex","WNV"
"Plymouth","Middleborough",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Plymouth","Bridgewater",2014-09-03,"Culex pipiens/restuans complex","WNV"
"Plymouth","Wareham",2014-09-16,"Culex pipiens/restuans complex","WNV"
"Plymouth","Middleborough",2014-09-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-07-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-07-29,"Culex species","WNV"
"Suffolk","Boston",2014-08-06,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-12,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-15,"Culex pipiens","WNV"
"Suffolk","Boston",2014-08-19,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-26,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2014-08-26,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2014-08-26,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-08-27,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-09-03,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-09-09,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-09-11,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-09-16,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2014-09-16,"Culex pipiens/restuans complex","WNV"
"Worcester","Clinton",2014-07-03,"Culex species","WNV"
"Worcester","Worcester",2014-09-10,"Culex pipiens/restuans complex","WNV"
"Worcester","Northbridge",2015-09-25,"Culex pipiens/restuans complex","EEE"
"Barnstable","Barnstable",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Berkshire","Otis",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2015-08-05,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2015-08-05,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Berkshire","Richmond",2015-07-17,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2015-07-08,"Culex pipiens/restuans complex","WNV"
"Berkshire","Sheffield",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2015-07-27,"Culex salinarius","WNV"
"Bristol","Easton",2015-08-26,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2015-09-02,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2015-09-02,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2015-09-22,"Culiseta melanura","WNV"
"Bristol","Fall River",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Bristol","Seekonk",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Bristol","Seekonk",2015-08-27,"Culex pipiens/restuans complex","WNV"
"Bristol","Somerset",2015-08-14,"Culex pipiens/restuans complex","WNV"
"Bristol","Somerset",2015-08-21,"Culex pipiens/restuans complex","WNV"
"Bristol","Swansea",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Bristol","Swansea",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Bristol","Swansea",2015-09-10,"Culex pipiens/restuans complex","WNV"
"Bristol","Taunton",2015-09-04,"Culex pipiens/restuans complex","WNV"
"Essex","Methuen",2015-09-10,"Culex pipiens","WNV"
"Essex","Nahant",2015-09-28,"Culex pipiens","WNV"
"Franklin","Greenfield",2015-08-21,"Culex pipiens/restuans complex","WNV"
"Franklin","Greenfield",2015-08-21,"Culex pipiens/restuans complex","WNV"
"Hampden","Chicopee",2015-09-11,"Culex pipiens/restuans complex","WNV"
"Hampden","West Springfield",2015-09-11,"Culex pipiens/restuans complex","WNV"
"Hampden","West Springfield",2015-09-11,"Culex pipiens/restuans complex","WNV"
"Hampshire","Belchertown",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Hampshire","Northampton",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Hampshire","Northampton",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2015-08-06,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-08-25,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2015-08-25,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2015-08-06,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-08-25,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-08-25,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2015-09-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Hudson",2015-08-27,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lexington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Middlesex","Lowell",2015-09-04,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2015-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2015-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2015-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Natick",2015-09-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2015-07-22,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2015-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Reading",2015-07-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Reading",2015-09-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Reading",2015-09-01,"Culex pipiens/restuans complex","WNV"
"Middlesex","Sherborn",2015-09-17,"Culex pipiens/restuans complex","WNV"
"Middlesex","Somerville",2015-07-28,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wakefield",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wakefield",2015-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2015-07-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2015-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2015-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wilmington",2015-09-22,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-21,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-07-30,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-08-11,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2015-08-19,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2015-08-26,"Culiseta melanura","WNV"
"Norfolk","Quincy",2015-09-02,"Culex pipiens/restuans complex","WNV"
"Norfolk","Quincy",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Wellesley",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Plymouth","Abington",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Plymouth","Bridgewater",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Plymouth","Bridgewater",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Plymouth","Kingston",2015-08-04,"Culiseta melanura","WNV"
"Plymouth","Lakeville",2015-08-25,"Culiseta melanura","WNV"
"Plymouth","Whitman",2015-09-02,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-07-27,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-07-27,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-07-27,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-07,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-17,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-17,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-17,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-18,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-08-29,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-09-01,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-09-04,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-09-15,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-10-07,"Culex pipiens/restuans complex","WNV"
"Suffolk","Boston",2015-10-07,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2015-08-25,"Culex pipiens/restuans complex","WNV"
"Suffolk","Chelsea",2015-09-15,"Culex pipiens/restuans complex","WNV"
"Suffolk","Revere",2015-09-14,"Culex pipiens","WNV"
"Suffolk","Winthrop",2015-07-27,"Culex pipiens","WNV"
"Suffolk","Winthrop",2015-08-24,"Culex pipiens","WNV"
"Suffolk","Winthrop",2015-08-31,"Culex salinarius","WNV"
"Suffolk","Winthrop",2015-08-31,"Culex pipiens/restuans complex","WNV"
"Suffolk","Winthrop",2015-08-31,"Culex pipiens/restuans complex","WNV"
"Suffolk","Winthrop",2015-08-31,"Culex salinarius","WNV"
"Worcester","Harvard",2015-08-27,"Coquillettidia perturbans","WNV"
"Worcester","Millbury",2015-09-09,"Culex pipiens/restuans complex","WNV"
"Worcester","Millbury",2015-09-17,"Culex pipiens/restuans complex","WNV"
"Worcester","Millville",2015-09-10,"Culex pipiens/restuans complex","WNV"
"Worcester","Northbridge",2015-09-18,"Culex pipiens/restuans complex","WNV"
"Worcester","Southbridge",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Worcester","Uxbridge",2015-09-03,"Culex pipiens/restuans complex","WNV"
"Worcester","Westborough",2015-09-30,"Culiseta melanura","WNV"
"Worcester","Worcester",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-07-31,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-08-27,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-08-27,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-08-27,"Culex pipiens/restuans complex","WNV"
"Worcester","Worcester",2015-09-23,"Culex pipiens/restuans complex","WNV"
"Barnstable","Barnstable",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-07-12,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Barnstable","Falmouth",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Barnstable","Yarmouth",2016-08-23,"Culex pipiens/restuans complex","EEE"
"Berkshire","Clarksburg",2016-08-26,"Culex pipiens/restuans complex","WNV"
"Berkshire","Pittsfield",2016-08-10,"Culex pipiens/restuans complex","WNV"
"Berkshire","Tyringham",2016-08-24,"Culex pipiens/restuans complex","WNV"
"Bristol","Dartmouth",2016-08-17,"Culex pipiens/restuans complex","WNV"
"Bristol","Dartmouth",2016-09-08,"Ochlerotatus japonicus","WNV"
"Bristol","Dighton",2016-08-27,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2016-09-07,"Culex pipiens/restuans complex","WNV"
"Bristol","Fairhaven",2016-08-10,"Culex pipiens/restuans complex","WNV"
"Bristol","Fairhaven",2016-09-08,"Culex pipiens/restuans complex","WNV"
"Bristol","Fall River",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Bristol","New Bedford",2016-08-31,"Culex pipiens/restuans complex","WNV"
"Essex","Amesbury",2016-09-07,"Culex pipiens","WNV"
"Essex","Groveland",2016-08-04,"Culex pipiens","WNV"
"Essex","Groveland",2016-09-08,"Culex pipiens/restuans complex","WNV"
"Essex","Lynn",2016-08-15,"Culex pipiens","WNV"
"Essex","Lynn",2016-09-21,"Culex pipiens/restuans complex","WNV"
"Essex","Manchester-by-the-Sea",2016-08-25,"Culex pipiens","WNV"
"Essex","Marblehead",2016-08-24,"Culex pipiens/restuans complex","WNV"
"Essex","Methuen",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Essex","Nahant",2016-08-08,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-10,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-15,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-17,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-22,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-24,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-29,"Culex pipiens","WNV"
"Essex","Nahant",2016-08-31,"Culex pipiens","WNV"
"Essex","Nahant",2016-09-07,"Culex pipiens","WNV"
"Essex","Nahant",2016-09-21,"Culex pipiens","WNV"
"Essex","Nahant",2016-09-21,"Culex salinarius","WNV"
"Essex","Peabody",2016-08-10,"Culex pipiens","WNV"
"Essex","Salem",2016-08-31,"Culex pipiens","WNV"
"Essex","Salem",2016-09-14,"Culex pipiens","WNV"
"Essex","Saugus",2016-07-27,"Culex pipiens","WNV"
"Essex","Saugus",2016-08-08,"Culex pipiens/restuans complex","WNV"
"Essex","Saugus",2016-08-10,"Culex pipiens","WNV"
"Essex","Saugus",2016-08-15,"Culex pipiens/restuans complex","WNV"
"Essex","Saugus",2016-08-24,"Culex pipiens","WNV"
"Essex","Saugus",2016-09-28,"Culex pipiens/restuans complex","WNV"
"Essex","Swampscott",2016-08-10,"Culex pipiens","WNV"
"Essex","Swampscott",2016-08-24,"Culex pipiens","WNV"
"Essex","Swampscott",2016-09-14,"Culex pipiens","WNV"
"Franklin","Montague",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Franklin","Montague",2016-09-01,"Culex pipiens/restuans complex","WNV"
"Hampden","Chicopee",2016-07-27,"Culex pipiens/restuans complex","WNV"
"Hampden","Chicopee",2016-08-03,"Culex pipiens/restuans complex","WNV"
"Hampden","Chicopee",2016-08-03,"Culex pipiens/restuans complex","WNV"
"Hampden","Springfield",2016-08-03,"Culex pipiens/restuans complex","WNV"
"Hampden","Springfield",2016-08-03,"Culex pipiens/restuans complex","WNV"
"Hampshire","Easthampton",2016-08-31,"Culex pipiens/restuans complex","WNV"
"Middlesex","Arlington",2016-07-26,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Belmont",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Burlington",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Chelmsford",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2016-09-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Everett",2016-09-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Hopkinton",2016-08-05,"Coquillettidia perturbans","WNV"
"Middlesex","Lexington",2016-08-05,"Culex pipiens/restuans complex","WNV"
"Middlesex","Malden",2016-07-19,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2016-09-15,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Melrose",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Middlesex","North Reading",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Reading",2016-08-11,"Culex pipiens/restuans complex","WNV"
"Middlesex","Somerville",2016-08-05,"Culex pipiens/restuans complex","WNV"
"Middlesex","Somerville",2016-08-05,"Culex pipiens/restuans complex","WNV"
"Middlesex","Sudbury",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Middlesex","Wakefield",2016-08-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2016-07-26,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Middlesex","Waltham",2016-09-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Watertown",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Middlesex","Weston",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Norfolk","Avon",2016-08-23,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-07-08,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-07-13,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-07-13,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2016-08-25,"Culex pipiens/restuans complex","WNV"
"Norfolk","Canton",2016-08-10,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dedham",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dedham",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dedham",2016-08-23,"Coquillettidia perturbans","WNV"
"Norfolk","Dedham",2016-09-07,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dover",2016-08-16,"Culex pipiens/restuans complex","WNV"
"Norfolk","Milton",2016-09-13,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2016-08-02,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2016-08-09,"Culex pipiens/restuans complex","WNV"
"Norfolk","Needham",2016-09-13,"Culex pipiens/restuans complex","WNV"
