"County","Town","Collection Date","Species","Virus"
"Bristol","Somerset",2019-08-29,"Culex pipiens/restuans complex","WNV"
"Bristol","Freetown",2019-09-04,"Culiseta melanura","WNV"
"Bristol","Easton",2019-09-10,"Culiseta melanura","WNV"
"Bristol","Easton",2019-09-10,"Culex salinarius","WNV"
"Bristol","Easton",2019-09-10,"Culex salinarius","WNV"
"Bristol","Raynham",2019-09-10,"Culiseta melanura","EEE"
"Bristol","Freetown",2019-10-01,"Culiseta melanura","WNV"
"Bristol","Seekonk",2019-10-03,"Culiseta melanura","EEE"
"Barnstable","Falmouth",2019-07-30,"Culex pipiens/restuans complex","EEE"
"Barnstable","Truro",2019-08-01,"Culex salinarius","WNV"
"Barnstable","Falmouth",2019-08-02,"Coquillettidia perturbans","EEE"
"Barnstable","Falmouth",2019-08-02,"Coquillettidia perturbans","EEE"
"Barnstable","Falmouth",2019-08-02,"Culiseta melanura","EEE"
"Barnstable","Falmouth",2019-08-02,"Culex pipiens/restuans complex","EEE"
"Barnstable","Falmouth",2019-08-13,"Culiseta melanura","EEE"
"Barnstable","Falmouth",2019-08-13,"Coquillettidia perturbans","EEE"
"Barnstable","Bourne",2019-08-13,"Culex pipiens/restuans complex","EEE"
"Barnstable","Truro",2019-08-22,"Coquillettidia perturbans","EEE"
"Barnstable","Wellfleet",2019-08-29,"Coquillettidia perturbans","EEE"
"Barnstable","Truro",2019-09-10,"Culiseta melanura","EEE"
"Barnstable","Bourne",2019-09-10,"Culex pipiens/restuans complex","EEE"
"Barnstable","Mashpee",2019-09-12,"Culiseta melanura","EEE"
"Barnstable","Falmouth",2019-09-12,"Aedes vexans","EEE"
"Barnstable","Wellfleet",2019-09-24,"Culiseta melanura","EEE"
"Worcester","Worcester",2019-07-26,"Culex species","WNV"
"Middlesex","Stow",2019-07-31,"Culex species","WNV"
"Worcester","Southborough",2019-07-31,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-07-31,"Coquillettidia perturbans","EEE"
"Worcester","Westborough",2019-08-02,"Coquillettidia perturbans","EEE"
"Worcester","Westborough",2019-08-02,"Coquillettidia perturbans","EEE"
"Middlesex","Hopkinton",2019-08-06,"Coquillettidia perturbans","EEE"
"Worcester","Worcester",2019-08-06,"Culex species","WNV"
"Worcester","Westborough",2019-08-08,"Coquillettidia perturbans","EEE"
"Worcester","Westborough",2019-08-08,"Coquillettidia perturbans","EEE"
"Worcester","Westborough",2019-08-08,"Coquillettidia perturbans","EEE"
"Worcester","Westborough",2019-08-08,"Coquillettidia perturbans","EEE"
"Middlesex","Lowell",2019-08-09,"Culex species","EEE"
"Worcester","Worcester",2019-08-20,"Culex species","WNV"
"Worcester","Worcester",2019-08-20,"Culex species","WNV"
"Worcester","Leominster",2019-08-20,"Culex species","WNV"
"Worcester","Southborough",2019-08-21,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-21,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-21,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-21,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-21,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-21,"Culex species","EEE"
"Worcester","Southborough",2019-08-21,"Aedes vexans","EEE"
"Worcester","Southborough",2019-08-21,"Aedes vexans","EEE"
"Middlesex","Hudson",2019-08-21,"Culex species","EEE"
"Middlesex","Holliston",2019-08-21,"Culex species","WNV"
"Middlesex","Marlborough",2019-08-21,"Culex species","EEE"
"Middlesex","Littleton",2019-08-22,"Culex species","WNV"
"Worcester","Auburn",2019-08-23,"Culex species","WNV"
"Middlesex","Sherborn",2019-08-25,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-28,"Coquillettidia perturbans","EEE"
"Worcester","Southborough",2019-08-28,"Coquillettidia perturbans","EEE"
"Worcester","Shrewsbury",2019-08-28,"Coquillettidia perturbans","EEE"
"Middlesex","Holliston",2019-08-28,"Culiseta melanura","EEE"
"Worcester","Southborough",2019-08-28,"Coquillettidia perturbans","EEE"
"Worcester","Millville",2019-08-29,"Culiseta melanura","EEE"
"Worcester","Gardner",2019-09-24,"Culiseta melanura","EEE"
"Worcester","Worcester",2019-09-27,"Culex salinarius","WNV"
"Middlesex","Framingham",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Framingham",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Middlesex","Medford",2019-08-06,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2019-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Cambridge",2019-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2019-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2019-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Newton",2019-08-13,"Culex pipiens/restuans complex","WNV"
"Middlesex","Bedford",2019-08-20,"Coquillettidia perturbans","EEE"
"Middlesex","Burlington",2019-08-29,"Culex pipiens/restuans complex","EEE"
"Middlesex","Burlington",2019-08-29,"Culex pipiens/restuans complex","WNV"
"Middlesex","North Reading",2019-09-24,"Coquillettidia perturbans","WNV"
"Norfolk","Walpole",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Walpole",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Walpole",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Walpole",2019-08-13,"Culex salinarius","EEE"
"Norfolk","Avon",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Avon",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Weymouth",2019-08-13,"Culiseta melanura","EEE"
"Norfolk","Weymouth",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Dover",2019-08-27,"Culex pipiens/restuans complex","EEE"
"Norfolk","Quincy",2019-09-11,"Culex pipiens/restuans complex","WNV"
"Norfolk","Dedham",2019-09-24,"Culex pipiens/restuans complex","WNV"
"Essex","Andover",2019-08-13,"Aedes vexans","EEE"
"Essex","Andover",2019-08-13,"Coquillettidia perturbans","EEE"
"Essex","Andover",2019-08-19,"Coquillettidia perturbans","EEE"
"Essex","Andover",2019-08-19,"Coquillettidia perturbans","EEE"
"Essex","Boxford",2019-08-19,"Culiseta melanura","EEE"
"Essex","Lynn",2019-08-19,"Culex pipiens","WNV"
"Essex","Methuen",2019-08-27,"Coquillettidia perturbans","EEE"
"Essex","West Newbury",2019-09-03,"Coquillettidia perturbans","EEE"
"Essex","West Newbury",2019-09-03,"Aedes vexans","EEE"
"Essex","Lynn",2019-09-04,"Culex pipiens","WNV"
"Essex","Nahant",2019-09-09,"Culex pipiens","WNV"
"Suffolk","Revere",2019-09-09,"Culex salinarius","WNV"
"Essex","Haverhill",2019-09-17,"Culex salinarius","WNV"
"Essex","Manchester-by-the-Sea",2019-09-23,"Culiseta melanura","EEE"
"Essex","Manchester-by-the-Sea",2019-09-23,"Culiseta melanura","EEE"
"Essex","Amesbury",2019-09-24,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2019-07-23,"Coquillettidia perturbans","EEE"
"Plymouth","Lakeville",2019-07-23,"Coquillettidia perturbans","EEE"
"Plymouth","Bridgewater",2019-07-23,"Culiseta melanura","EEE"
"Plymouth","Bridgewater",2019-07-23,"Culiseta melanura","EEE"
"Plymouth","Whitman",2019-07-23,"Culex pipiens/restuans complex","WNV"
"Plymouth","Mattapoisett",2019-07-23,"Coquillettidia perturbans","EEE"
"Plymouth","Mattapoisett",2019-07-23,"Culiseta melanura","EEE"
"Plymouth","Pembroke",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Ochlerotatus canadensis","EEE"
"Plymouth","Middleborough",2019-07-30,"Ochlerotatus canadensis","EEE"
"Plymouth","Middleborough",2019-07-30,"Ochlerotatus canadensis","EEE"
"Plymouth","Middleborough",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-07-30,"Aedes vexans","EEE"
"Plymouth","Middleborough",2019-07-30,"Culex salinarius","EEE"
"Plymouth","Middleborough",2019-07-30,"Culex salinarius","EEE"
"Plymouth","Marion",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Marion",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Marion",2019-07-30,"Ochlerotatus canadensis","EEE"
"Plymouth","Marion",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Marion",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Marion",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Marion",2019-07-30,"Aedes vexans","EEE"
"Plymouth","Marion",2019-07-30,"Culex salinarius","EEE"
"Plymouth","Marion",2019-07-30,"Culex salinarius","EEE"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-07-30,"Coquillettidia perturbans","WNV"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","WNV"
"Plymouth","Middleborough",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Pembroke",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Rochester",2019-07-30,"Coquillettidia perturbans","EEE"
"Plymouth","Rochester",2019-07-30,"Culiseta melanura","EEE"
"Plymouth","Hanson",2019-08-12,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-13,"Culex salinarius","EEE"
"Plymouth","Rochester",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Rochester",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Middleborough",2019-08-13,"Culex salinarius","EEE"
"Plymouth","Plympton",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Hanson",2019-08-13,"Culex salinarius","EEE"
"Plymouth","Hanson",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Hanson",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Hanson",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Hanson",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Rochester",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-21,"Coquillettidia perturbans","EEE"
"Plymouth","Duxbury",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Duxbury",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Duxbury",2019-08-21,"Coquillettidia perturbans","EEE"
"Plymouth","Duxbury",2019-08-21,"Culex salinarius","EEE"
"Plymouth","Bridgewater",2019-08-21,"Coquillettidia perturbans","EEE"
"Plymouth","Scituate",2019-08-24,"Culiseta melanura","EEE"
"Norfolk","Cohasset",2019-08-24,"Coquillettidia perturbans","EEE"
"Plymouth","Duxbury",2019-08-24,"Culiseta melanura","EEE"
"Plymouth","Duxbury",2019-08-24,"Culiseta melanura","EEE"
"Plymouth","Duxbury",2019-08-24,"Culex salinarius","EEE"
"Plymouth","Norwell",2019-08-24,"Culiseta melanura","EEE"
"Plymouth","Mattapoisett",2019-09-04,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-08-21,"Culiseta melanura","EEE"
"Plymouth","Middleborough",2019-08-21,"Culex salinarius","EEE"
"Bristol","New Bedford",2019-07-15,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-15,"Culiseta melanura","EEE"
"Plymouth","Halifax",2019-07-22,"Culiseta melanura","EEE"
"Plymouth","Halifax",2019-07-22,"Culiseta melanura","WNV"
"Plymouth","Halifax",2019-07-22,"Culiseta melanura","WNV"
"Plymouth","Halifax",2019-07-22,"Culiseta melanura","WNV"
"Plymouth","Halifax",2019-07-22,"Culiseta melanura","EEE"
"Plymouth","Halifax",2019-07-22,"Coquillettidia perturbans","EEE"
"Plymouth","Halifax",2019-07-22,"Coquillettidia perturbans","WNV"
"Plymouth","Halifax",2019-07-22,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-22,"Culiseta melanura","WNV"
"Bristol","Easton",2019-07-22,"Culiseta melanura","WNV"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-22,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-22,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-22,"Culiseta melanura","WNV"
"Plymouth","Carver",2019-07-22,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-22,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-07-22,"Culex pipiens/restuans complex","WNV"
"Bristol","New Bedford",2019-07-22,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-22,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-22,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-22,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-07-22,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-07-22,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-07-22,"Aedes vexans","EEE"
"Plymouth","Lakeville",2019-07-22,"Culex salinarius","EEE"
"Plymouth","Rochester",2019-07-25,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-07-25,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-07-25,"Coquillettidia perturbans","EEE"
"Plymouth","Mattapoisett",2019-07-25,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-27,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-27,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-27,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-27,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-27,"Coquillettidia perturbans","EEE"
"Bristol","Raynham",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-27,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-27,"Culex salinarius","EEE"
"Bristol","New Bedford",2019-07-26,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-26,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-26,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-27,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-27,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-27,"Culex salinarius","EEE"
"Plymouth","Lakeville",2019-07-26,"Culiseta melanura","EEE"
"Plymouth","Kingston",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Halifax",2019-07-29,"Culiseta melanura","WNV"
"Plymouth","Halifax",2019-07-29,"Coquillettidia perturbans","WNV"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","WNV"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-29,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","WNV"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-07-29,"Culex salinarius","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-07-29,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-07-29,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-07-29,"Ochlerotatus canadensis","EEE"
"Bristol","Raynham",2019-07-29,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-29,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-29,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-07-29,"Culex salinarius","EEE"
"Bristol","Rehoboth",2019-07-29,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-29,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-07-29,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2019-07-29,"Culex salinarius","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culiseta melanura","EEE"
"Bristol","Easton",2019-07-30,"Culex salinarius","EEE"
"Bristol","Easton",2019-07-30,"Culex salinarius","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-07-30,"Ochlerotatus canadensis","EEE"
"Franklin","Deerfield",2019-07-30,"Culex pipiens/restuans complex","WNV"
"Bristol","Fall River",2019-07-31,"Culiseta melanura","EEE"
"Bristol","Fall River",2019-07-31,"Culiseta melanura","EEE"
"Norfolk","Brookline",2019-07-31,"Culex pipiens/restuans complex","WNV"
"Norfolk","Brookline",2019-07-31,"Culex pipiens/restuans complex","WNV"
"Worcester","East Brookfield",2019-08-01,"Culex pipiens/restuans complex","EEE"
"Plymouth","Wareham",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Wareham",2019-08-02,"Culex salinarius","EEE"
"Plymouth","Rochester",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","Rochester",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Rochester",2019-08-02,"Ochlerotatus canadensis","EEE"
"Plymouth","Marion",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","Marion",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","Marion",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Marion",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Marion",2019-08-02,"Ochlerotatus canadensis","EEE"
"Plymouth","Marion",2019-08-02,"Culex salinarius","EEE"
"Plymouth","East Bridgewater",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","East Bridgewater",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","West Bridgewater",2019-08-02,"Culiseta melanura","EEE"
"Plymouth","Whitman",2019-08-02,"Culex salinarius","EEE"
"Plymouth","Whitman",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Whitman",2019-08-02,"Coquillettidia perturbans","EEE"
"Plymouth","Duxbury",2019-08-04,"Culiseta melanura","EEE"
"Plymouth","Kingston",2019-08-05,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-08-05,"Culiseta melanura","EEE"
"Plymouth","Kingston",2019-08-05,"Culex salinarius","EEE"
"Plymouth","Kingston",2019-08-05,"Culex salinarius","EEE"
"Plymouth","Kingston",2019-08-05,"Culex salinarius","EEE"
"Plymouth","Kingston",2019-08-05,"Culex salinarius","EEE"
"Plymouth","Kingston",2019-08-05,"Culex pipiens/restuans complex","WNV"
"Bristol","Easton",2019-08-05,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-08-05,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-08-05,"Ochlerotatus canadensis","EEE"
"Bristol","Easton",2019-08-05,"Culex salinarius","EEE"
"Plymouth","Carver",2019-08-05,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-05,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-05,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-08-05,"Culex salinarius","EEE"
"Bristol","Raynham",2019-08-05,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-05,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-05,"Coquillettidia perturbans","EEE"
"Bristol","Raynham",2019-08-05,"Ochlerotatus canadensis","EEE"
"Bristol","New Bedford",2019-08-05,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-08-05,"Ochlerotatus canadensis","EEE"
"Plymouth","Lakeville",2019-08-07,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2019-08-07,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2019-08-07,"Culex salinarius","EEE"
"Plymouth","Lakeville",2019-08-07,"Culex salinarius","EEE"
"Plymouth","Lakeville",2019-08-07,"Coquillettidia perturbans","EEE"
"Bristol","Rehoboth",2019-08-07,"Culiseta melanura","EEE"
"Bristol","Rehoboth",2019-08-07,"Culiseta melanura","EEE"
"Norfolk","Canton",2019-08-07,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-08-07,"Culiseta melanura","EEE"
"Bristol","New Bedford",2019-08-07,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-08-07,"Ochlerotatus canadensis","EEE"
"Bristol","New Bedford",2019-08-07,"Culex salinarius","EEE"
"Bristol","Westport",2019-08-07,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-07,"Culiseta melanura","EEE"
"Plymouth","Carver",2019-08-07,"Coquillettidia perturbans","EEE"
"Plymouth","Carver",2019-08-07,"Culex salinarius","WNV"
"Plymouth","Carver",2019-08-07,"Culex salinarius","EEE"
"Plymouth","Carver",2019-08-07,"Ochlerotatus canadensis","EEE"
"Bristol","Easton",2019-08-12,"Culiseta melanura","EEE"
"Bristol","Easton",2019-08-12,"Coquillettidia perturbans","EEE"
"Bristol","Easton",2019-08-12,"Culex salinarius","EEE"
"Bristol","Rehoboth",2019-08-12,"Culiseta melanura","EEE"
"Bristol","Westport",2019-08-12,"Culiseta melanura","EEE"
"Bristol","Westport",2019-08-12,"Ochlerotatus canadensis","EEE"
"Plymouth","Carver",2019-08-12,"Culiseta melanura","WNV"
"Plymouth","Carver",2019-08-12,"Coquillettidia perturbans","EEE"
"Bristol","Rehoboth",2019-08-12,"Ochlerotatus canadensis","EEE"
"Bristol","Rehoboth",2019-08-12,"Culiseta melanura","EEE"
"Norfolk","Canton",2019-08-13,"Culiseta melanura","EEE"
"Norfolk","Canton",2019-08-13,"Culiseta melanura","EEE"
"Norfolk","Canton",2019-08-13,"Culiseta melanura","WNV"
"Norfolk","Canton",2019-08-13,"Coquillettidia perturbans","EEE"
"Norfolk","Canton",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-08-13,"Coquillettidia perturbans","EEE"
"Plymouth","Kingston",2019-08-13,"Culex salinarius","EEE"
"Plymouth","Kingston",2019-08-13,"Culex salinarius","EEE"
"Plymouth","Carver",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Halifax",2019-08-13,"Culiseta melanura","WNV"
"Plymouth","Halifax",2019-08-13,"Coquillettidia perturbans","WNV"
"Bristol","New Bedford",2019-08-13,"Coquillettidia perturbans","EEE"
"Bristol","New Bedford",2019-08-13,"Culiseta melanura","EEE"
"Bristol","Westport",2019-08-13,"Culiseta melanura","EEE"
"Bristol","Westport",2019-08-13,"Culiseta melanura","EEE"
"Plymouth","Lakeville",2019-08-13,"Coquillettidia perturbans","WNV"
"Plymouth","Lakeville",2019-08-13,"Coquillettidia perturbans","EEE"
"Worcester","Grafton",2019-08-16,"Coquillettidia perturbans","EEE"
"Worcester","Grafton",2019-08-16,"Coquillettidia perturbans","EEE"
"Worcester","Upton",2019-08-16,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-17,"Culiseta melanura","EEE"
"Bristol","Raynham",2019-08-17,"Ochlerotatus canadensis","EEE"
"Bristol","Norton",2019-08-17,"Culiseta melanura","WNV"
"Bristol","Norton",2019-08-17,"Culiseta melanura","EEE"
"Worcester","Bolton",2019-08-17,"Coquillettidia perturbans","EEE"
"Worcester","Bolton",2019-08-17,"Culex salinarius","EEE"
"Worcester","Harvard",2019-08-17,"Coquillettidia perturbans","EEE"
