"week_num","Town","Result","Test_Type_Expanded","Pools_Tested","Total_Tested","Positive_Pools","MIR"
"2014-24","Norton","Negative",NA,1,51,0,0
"2014-24","Seekonk","Negative",NA,1,50,0,0
"2014-24","Somerset","Negative",NA,1,45,0,0
"2014-24","Swansea","Negative",NA,2,66,0,0
"2014-25","Dartmouth","Negative",NA,1,50,0,0
"2014-25","Dighton","Negative",NA,2,67,0,0
"2014-25","Easton","Negative",NA,6,246,0,0
"2014-25","Fairhaven","Negative",NA,1,50,0,0
"2014-25","Fall River","Negative",NA,2,41,0,0
"2014-25","Freetown","Negative",NA,2,80,0,0
"2014-25","New Bedford","Negative",NA,5,232,0,0
"2014-25","North Attleborough","Negative",NA,1,21,0,0
"2014-25","Norton","Negative",NA,1,50,0,0
"2014-25","Raynham","Negative",NA,4,106,0,0
"2014-25","Rehoboth","Negative",NA,2,56,0,0
"2014-25","Swansea","Negative",NA,1,26,0,0
"2014-25","Westport","Negative",NA,5,159,0,0
"2014-26","Dighton","Negative",NA,2,41,0,0
"2014-26","Easton","Negative",NA,5,233,0,0
"2014-26","Fairhaven","Negative",NA,1,20,0,0
"2014-26","Fall River","Negative",NA,2,72,0,0
"2014-26","Freetown","Negative",NA,2,75,0,0
"2014-26","New Bedford","Negative",NA,4,111,0,0
"2014-26","North Attleborough","Negative",NA,1,40,0,0
"2014-26","Norton","Negative",NA,1,40,0,0
"2014-26","Raynham","Negative",NA,3,66,0,0
"2014-26","Rehoboth","Negative",NA,6,248,0,0
"2014-26","Seekonk","Negative",NA,1,36,0,0
"2014-26","Somerset","Negative",NA,1,50,0,0
"2014-26","Swansea","Negative",NA,1,20,0,0
"2014-26","Taunton","Negative",NA,2,40,0,0
"2014-26","Westport","Negative",NA,4,136,0,0
"2014-27","Attleboro","Negative",NA,1,20,0,0
"2014-27","Dartmouth","Negative",NA,1,23,0,0
"2014-27","Dighton","Negative",NA,2,62,0,0
"2014-27","Easton","Negative",NA,11,434,0,0
"2014-27","Fairhaven","Negative",NA,1,31,0,0
"2014-27","Fall River","Negative",NA,3,130,0,0
"2014-27","Freetown","Negative",NA,3,150,0,0
"2014-27","Mansfield","Negative",NA,1,13,0,0
"2014-27","New Bedford","Negative",NA,6,163,0,0
"2014-27","North Attleborough","Negative",NA,1,14,0,0
"2014-27","Norton","Negative",NA,1,48,0,0
"2014-27","Raynham","Negative",NA,8,308,0,0
"2014-27","Rehoboth","Negative",NA,6,226,0,0
"2014-27","Seekonk","Negative",NA,1,49,0,0
"2014-27","Somerset","Negative",NA,1,46,0,0
"2014-27","Swansea","Negative",NA,1,26,0,0
"2014-27","Westport","Negative",NA,2,69,0,0
"2014-28","Acushnet","Negative",NA,1,19,0,0
"2014-28","Attleboro","Negative",NA,1,33,0,0
"2014-28","Dartmouth","Negative",NA,1,50,0,0
"2014-28","Dighton","Negative",NA,2,67,0,0
"2014-28","Easton","Negative",NA,10,474,0,0
"2014-28","Fall River","Negative",NA,3,150,0,0
"2014-28","Freetown","Negative",NA,4,161,0,0
"2014-28","Mansfield","Negative",NA,3,145,0,0
"2014-28","New Bedford","Negative",NA,6,206,0,0
"2014-28","North Attleborough","Negative",NA,1,50,0,0
"2014-28","Norton","Negative",NA,1,50,0,0
"2014-28","Raynham","Negative",NA,9,375,0,0
"2014-28","Rehoboth","Negative",NA,1,12,0,0
"2014-28","Seekonk","Negative",NA,1,50,0,0
"2014-28","Somerset","Negative",NA,2,100,0,0
"2014-28","Swansea","Negative",NA,2,54,0,0
"2014-28","Taunton","Negative",NA,1,50,0,0
"2014-28","Westport","Negative",NA,5,184,0,0
"2014-29","Acushnet","Negative",NA,1,32,0,0
"2014-29","Attleboro","Negative",NA,1,30,0,0
"2014-29","Dartmouth","Negative",NA,1,50,0,0
"2014-29","Dighton","Negative",NA,2,54,0,0
"2014-29","Easton","Negative",NA,10,453,0,0
"2014-29","Fairhaven","Negative",NA,1,34,0,0
"2014-29","Fall River","Negative",NA,2,57,0,0
"2014-29","Freetown","Negative",NA,5,197,0,0
"2014-29","Mansfield","Negative",NA,2,37,0,0
"2014-29","New Bedford","Negative",NA,5,120,0,0
"2014-29","North Attleborough","Negative",NA,1,37,0,0
"2014-29","Norton","Negative",NA,1,50,0,0
"2014-29","Raynham","Negative",NA,7,242,0,0
"2014-29","Rehoboth","Negative",NA,3,80,0,0
"2014-29","Seekonk","Negative",NA,1,50,0,0
"2014-29","Somerset","Negative",NA,2,100,0,0
"2014-29","Swansea","Negative",NA,2,83,0,0
"2014-29","Westport","Negative",NA,3,30,0,0
"2014-30","Acushnet","Negative",NA,1,50,0,0
"2014-30","Attleboro","Negative",NA,1,50,0,0
"2014-30","Dartmouth","Negative",NA,2,95,0,0
"2014-30","Dighton","Negative",NA,2,36,0,0
"2014-30","Easton","Negative",NA,12,549,0,0
"2014-30","Fairhaven","Negative",NA,1,50,0,0
"2014-30","Fall River","Negative",NA,3,108,0,0
"2014-30","Freetown","Negative",NA,3,106,0,0
"2014-30","Mansfield","Negative",NA,3,140,0,0
"2014-30","New Bedford","Negative",NA,11,391,0,0
"2014-30","North Attleborough","Negative",NA,1,50,0,0
"2014-30","Norton","Negative",NA,1,51,0,0
"2014-30","Raynham","Negative",NA,12,477,0,0
"2014-30","Rehoboth","Negative",NA,3,71,0,0
"2014-30","Seekonk","Negative",NA,1,50,0,0
"2014-30","Somerset","Negative",NA,1,50,0,0
"2014-30","Swansea","Negative",NA,2,82,0,0
"2014-30","Taunton","Negative",NA,4,140,0,0
"2014-30","Westport","Negative",NA,7,196,0,0
"2014-31","Acushnet","Negative",NA,2,62,0,0
"2014-31","Attleboro","Negative",NA,3,106,0,0
"2014-31","Berkley","Negative",NA,2,28,0,0
"2014-31","Dartmouth","Negative",NA,2,82,0,0
"2014-31","Dighton","Negative",NA,2,34,0,0
"2014-31","Easton","Negative",NA,10,442,0,0
"2014-31","Fairhaven","Negative",NA,1,29,0,0
"2014-31","Fall River","Negative",NA,2,51,0,0
"2014-31","Freetown","Negative",NA,3,98,0,0
"2014-31","Freetown","Positive","EEE",2,100,2,20
"2014-31","Mansfield","Negative",NA,4,142,0,0
"2014-31","New Bedford","Negative",NA,11,434,0,0
"2014-31","Norton","Negative",NA,3,150,0,0
"2014-31","Raynham","Negative",NA,2,63,0,0
"2014-31","Rehoboth","Negative",NA,2,37,0,0
"2014-31","Seekonk","Negative",NA,1,15,0,0
"2014-31","Somerset","Negative",NA,1,40,0,0
"2014-31","Swansea","Negative",NA,2,44,0,0
"2014-31","Westport","Negative",NA,3,146,0,0
"2014-32","Acushnet","Negative",NA,1,14,0,0
"2014-32","Attleboro","Negative",NA,1,18,0,0
"2014-32","Berkley","Negative",NA,2,36,0,0
"2014-32","Dartmouth","Negative",NA,2,78,0,0
"2014-32","Dighton","Negative",NA,2,26,0,0
"2014-32","Dighton","Positive","WNV",1,12,1,83.3333333333333
"2014-32","Easton","Negative",NA,10,392,0,0
"2014-32","Easton","Positive","WNV",1,48,1,20.8333333333333
"2014-32","Fairhaven","Negative",NA,1,50,0,0
"2014-32","Fall River","Negative",NA,1,17,0,0
"2014-32","Freetown","Negative",NA,6,250,0,0
"2014-32","Freetown","Positive","EEE",1,32,1,31.25
"2014-32","Mansfield","Negative",NA,1,50,0,0
"2014-32","Mansfield","Positive","WNV",1,28,1,35.7142857142857
"2014-32","New Bedford","Negative",NA,14,518,0,0
"2014-32","New Bedford","Positive","EEE",1,50,1,20
"2014-32","North Attleborough","Negative",NA,1,19,0,0
"2014-32","Norton","Negative",NA,2,100,0,0
"2014-32","Raynham","Negative",NA,6,157,0,0
"2014-32","Rehoboth","Negative",NA,2,45,0,0
"2014-32","Seekonk","Negative",NA,1,21,0,0
"2014-32","Somerset","Negative",NA,1,39,0,0
"2014-32","Swansea","Negative",NA,1,15,0,0
"2014-32","Westport","Negative",NA,8,320,0,0
"2014-33","Acushnet","Negative",NA,3,121,0,0
"2014-33","Berkley","Negative",NA,3,85,0,0
"2014-33","Dartmouth","Negative",NA,2,41,0,0
"2014-33","Dighton","Negative",NA,4,59,0,0
"2014-33","Easton","Negative",NA,9,315,0,0
"2014-33","Easton","Positive","WNV",1,32,1,31.25
"2014-33","Fairhaven","Negative",NA,1,51,0,0
"2014-33","Fall River","Negative",NA,2,75,0,0
"2014-33","Fall River","Positive","WNV",1,39,1,25.6410256410256
"2014-33","Freetown","Negative",NA,4,171,0,0
"2014-33","Freetown","Positive","EEE",1,50,1,20
"2014-33","Mansfield","Negative",NA,2,42,0,0
"2014-33","New Bedford","Negative",NA,12,343,0,0
"2014-33","North Attleborough","Negative",NA,1,24,0,0
"2014-33","Norton","Negative",NA,1,42,0,0
"2014-33","Raynham","Negative",NA,4,126,0,0
"2014-33","Rehoboth","Negative",NA,2,51,0,0
"2014-33","Somerset","Negative",NA,1,21,0,0
"2014-33","Swansea","Negative",NA,2,39,0,0
"2014-33","Westport","Negative",NA,3,76,0,0
"2014-33","Westport","Positive","EEE",1,50,1,20
"2014-34","Acushnet","Negative",NA,3,117,0,0
"2014-34","Attleboro","Negative",NA,1,13,0,0
"2014-34","Berkley","Negative",NA,2,39,0,0
"2014-34","Dartmouth","Negative",NA,1,13,0,0
"2014-34","Dighton","Negative",NA,3,44,0,0
"2014-34","Easton","Negative",NA,6,112,0,0
"2014-34","Fairhaven","Negative",NA,3,89,0,0
"2014-34","Fall River","Negative",NA,2,88,0,0
"2014-34","Freetown","Negative",NA,6,233,0,0
"2014-34","Mansfield","Negative",NA,1,13,0,0
"2014-34","New Bedford","Negative",NA,7,235,0,0
"2014-34","North Attleborough","Negative",NA,1,48,0,0
"2014-34","Norton","Negative",NA,1,22,0,0
"2014-34","Raynham","Negative",NA,4,47,0,0
"2014-34","Rehoboth","Negative",NA,3,53,0,0
"2014-34","Somerset","Negative",NA,1,14,0,0
"2014-34","Swansea","Negative",NA,2,88,0,0
"2014-34","Taunton","Negative",NA,1,25,0,0
"2014-34","Westport","Negative",NA,2,76,0,0
"2014-35","Acushnet","Negative",NA,3,81,0,0
"2014-35","Acushnet","Positive","EEE",1,19,1,52.6315789473684
"2014-35","Berkley","Negative",NA,1,28,0,0
"2014-35","Dartmouth","Negative",NA,1,9,0,0
"2014-35","Dighton","Negative",NA,2,16,0,0
"2014-35","Easton","Negative",NA,5,144,0,0
"2014-35","Easton","Positive","WNV",1,11,1,90.9090909090909
"2014-35","Fall River","Negative",NA,2,64,0,0
"2014-35","Freetown","Negative",NA,9,406,0,0
"2014-35","Freetown","Positive","EEE",2,100,2,20
"2014-35","Freetown","Positive","WNV",1,50,1,20
"2014-35","Mansfield","Negative",NA,1,15,0,0
"2014-35","New Bedford","Negative",NA,7,196,0,0
"2014-35","North Attleborough","Negative",NA,1,31,0,0
"2014-35","Norton","Negative",NA,1,29,0,0
"2014-35","Raynham","Negative",NA,1,14,0,0
"2014-35","Rehoboth","Negative",NA,3,17,0,0
"2014-35","Somerset","Negative",NA,1,14,0,0
"2014-35","Taunton","Negative",NA,1,28,0,0
"2014-35","Westport","Negative",NA,1,16,0,0
"2014-36","Acushnet","Negative",NA,3,70,0,0
"2014-36","Attleboro","Positive","WNV",1,45,1,22.2222222222222
"2014-36","Berkley","Negative",NA,1,10,0,0
"2014-36","Dartmouth","Negative",NA,1,15,0,0
"2014-36","Dighton","Negative",NA,2,15,0,0
"2014-36","Easton","Negative",NA,3,72,0,0
"2014-36","Fairhaven","Negative",NA,1,36,0,0
"2014-36","Fall River","Negative",NA,2,78,0,0
"2014-36","Freetown","Negative",NA,8,322,0,0
"2014-36","Freetown","Positive","EEE",2,100,2,20
"2014-36","Mansfield","Negative",NA,1,25,0,0
"2014-36","New Bedford","Negative",NA,5,186,0,0
"2014-36","New Bedford","Positive","EEE",2,53,2,37.7358490566038
"2014-36","North Attleborough","Negative",NA,1,30,0,0
"2014-36","Norton","Negative",NA,1,28,0,0
"2014-36","Raynham","Negative",NA,2,26,0,0
"2014-36","Rehoboth","Negative",NA,1,7,0,0
"2014-36","Rehoboth","Positive","EEE",1,35,1,28.5714285714286
"2014-36","Swansea","Negative",NA,1,28,0,0
"2014-36","Taunton","Negative",NA,1,28,0,0
"2014-36","Westport","Negative",NA,1,33,0,0
"2014-37","Attleboro","Negative",NA,3,21,0,0
"2014-37","Berkley","Negative",NA,1,6,0,0
"2014-37","Dartmouth","Negative",NA,2,23,0,0
"2014-37","Dighton","Negative",NA,1,5,0,0
"2014-37","Easton","Negative",NA,1,10,0,0
"2014-37","Fairhaven","Negative",NA,2,35,0,0
"2014-37","Fall River","Negative",NA,2,27,0,0
"2014-37","Freetown","Negative",NA,3,100,0,0
"2014-37","New Bedford","Negative",NA,5,111,0,0
"2014-37","North Attleborough","Negative",NA,1,14,0,0
"2014-37","Norton","Negative",NA,1,9,0,0
"2014-37","Seekonk","Negative",NA,1,15,0,0
"2014-37","Somerset","Negative",NA,1,39,0,0
"2014-37","Swansea","Negative",NA,1,18,0,0
"2014-37","Taunton","Negative",NA,1,13,0,0
"2014-37","Westport","Negative",NA,1,4,0,0
"2014-38","Dartmouth","Negative",NA,2,29,0,0
"2014-38","Easton","Negative",NA,1,7,0,0
"2014-38","Fall River","Negative",NA,1,8,0,0
"2014-38","Freetown","Negative",NA,3,89,0,0
"2014-38","New Bedford","Negative",NA,3,34,0,0
"2014-38","New Bedford","Positive","EEE",1,9,1,111.111111111111
"2014-38","Taunton","Negative",NA,1,5,0,0
"2014-38","Westport","Negative",NA,1,8,0,0
"2014-39","Rehoboth","Negative",NA,1,4,0,0
"2014-39","Westport","Negative",NA,1,11,0,0
"2014-40","Easton","Negative",NA,1,6,0,0
"2014-40","New Bedford","Negative",NA,1,18,0,0
"2014-40","Rehoboth","Negative",NA,1,24,0,0
"2014-40","Westport","Negative",NA,1,49,0,0
"2014-41","New Bedford","Negative",NA,1,6,0,0
"2014-42","Westport","Negative",NA,1,10,0,0
"2015-24","Easton","Negative",NA,1,7,0,0
"2015-25","Easton","Negative",NA,2,62,0,0
"2015-25","Fall River","Negative",NA,2,72,0,0
"2015-25","Freetown","Negative",NA,1,30,0,0
"2015-25","New Bedford","Negative",NA,2,31,0,0
"2015-25","Norton","Negative",NA,1,46,0,0
"2015-25","Seekonk","Negative",NA,2,78,0,0
"2015-25","Somerset","Negative",NA,1,24,0,0
"2015-25","Swansea","Negative",NA,1,49,0,0
"2015-26","Attleboro","Negative",NA,1,43,0,0
"2015-26","Dartmouth","Negative",NA,3,150,0,0
"2015-26","Easton","Negative",NA,3,119,0,0
"2015-26","Fairhaven","Negative",NA,4,200,0,0
"2015-26","Fall River","Negative",NA,3,89,0,0
"2015-26","Freetown","Negative",NA,1,29,0,0
"2015-26","Mansfield","Negative",NA,1,22,0,0
"2015-26","New Bedford","Negative",NA,5,250,0,0
"2015-26","North Attleborough","Negative",NA,2,100,0,0
"2015-26","Norton","Negative",NA,1,45,0,0
"2015-26","Seekonk","Negative",NA,2,100,0,0
"2015-26","Taunton","Negative",NA,1,22,0,0
"2015-27","Attleboro","Negative",NA,2,100,0,0
"2015-27","Dartmouth","Negative",NA,4,200,0,0
"2015-27","Dighton","Negative",NA,2,100,0,0
"2015-27","Easton","Negative",NA,5,250,0,0
"2015-27","Fairhaven","Negative",NA,2,100,0,0
"2015-27","Fall River","Negative",NA,6,300,0,0
"2015-27","Freetown","Negative",NA,4,112,0,0
"2015-27","Mansfield","Negative",NA,1,48,0,0
"2015-27","New Bedford","Negative",NA,6,300,0,0
"2015-27","North Attleborough","Negative",NA,3,150,0,0
"2015-27","Norton","Negative",NA,1,50,0,0
"2015-27","Raynham","Negative",NA,1,5,0,0
"2015-27","Seekonk","Negative",NA,2,100,0,0
"2015-27","Somerset","Negative",NA,2,100,0,0
"2015-27","Swansea","Negative",NA,2,82,0,0
"2015-28","Acushnet","Negative",NA,1,50,0,0
"2015-28","Attleboro","Negative",NA,1,50,0,0
"2015-28","Dartmouth","Negative",NA,2,100,0,0
"2015-28","Dighton","Negative",NA,1,50,0,0
"2015-28","Easton","Negative",NA,2,64,0,0
"2015-28","Fairhaven","Negative",NA,2,100,0,0
"2015-28","Fall River","Negative",NA,6,300,0,0
"2015-28","Freetown","Negative",NA,2,28,0,0
"2015-28","Mansfield","Negative",NA,1,50,0,0
"2015-28","New Bedford","Negative",NA,4,170,0,0
"2015-28","North Attleborough","Negative",NA,1,50,0,0
"2015-28","Raynham","Negative",NA,2,56,0,0
"2015-28","Seekonk","Negative",NA,2,100,0,0
"2015-28","Somerset","Negative",NA,1,47,0,0
"2015-28","Swansea","Negative",NA,1,41,0,0
"2015-28","Westport","Negative",NA,2,31,0,0
"2015-29","Acushnet","Negative",NA,1,50,0,0
"2015-29","Attleboro","Negative",NA,1,50,0,0
"2015-29","Dartmouth","Negative",NA,2,100,0,0
"2015-29","Dighton","Negative",NA,1,50,0,0
"2015-29","Easton","Negative",NA,6,155,0,0
"2015-29","Fairhaven","Negative",NA,3,150,0,0
"2015-29","Fall River","Negative",NA,4,200,0,0
"2015-29","Freetown","Negative",NA,3,112,0,0
"2015-29","Mansfield","Negative",NA,1,50,0,0
"2015-29","New Bedford","Negative",NA,8,366,0,0
"2015-29","North Attleborough","Negative",NA,1,50,0,0
"2015-29","Norton","Negative",NA,2,100,0,0
"2015-29","Raynham","Negative",NA,3,61,0,0
"2015-29","Rehoboth","Negative",NA,1,8,0,0
"2015-29","Seekonk","Negative",NA,2,100,0,0
"2015-29","Somerset","Negative",NA,1,50,0,0
"2015-29","Swansea","Negative",NA,1,50,0,0
"2015-29","Taunton","Negative",NA,1,44,0,0
"2015-29","Westport","Negative",NA,3,69,0,0
"2015-30","Acushnet","Negative",NA,1,50,0,0
"2015-30","Attleboro","Negative",NA,1,50,0,0
"2015-30","Dartmouth","Negative",NA,4,200,0,0
"2015-30","Dighton","Negative",NA,2,100,0,0
"2015-30","Easton","Negative",NA,8,269,0,0
"2015-30","Fairhaven","Negative",NA,2,100,0,0
"2015-30","Fall River","Negative",NA,5,250,0,0
"2015-30","Freetown","Negative",NA,4,145,0,0
"2015-30","Mansfield","Negative",NA,1,20,0,0
"2015-30","New Bedford","Negative",NA,9,346,0,0
"2015-30","North Attleborough","Negative",NA,1,50,0,0
"2015-30","Raynham","Negative",NA,6,151,0,0
"2015-30","Rehoboth","Negative",NA,3,55,0,0
"2015-30","Seekonk","Negative",NA,3,150,0,0
"2015-30","Somerset","Negative",NA,1,50,0,0
"2015-30","Swansea","Negative",NA,2,100,0,0
"2015-30","Taunton","Negative",NA,1,48,0,0
"2015-30","Westport","Negative",NA,2,99,0,0
"2015-31","Acushnet","Negative",NA,1,31,0,0
"2015-31","Attleboro","Negative",NA,1,50,0,0
"2015-31","Berkley","Negative",NA,1,6,0,0
"2015-31","Dartmouth","Negative",NA,2,100,0,0
"2015-31","Dighton","Negative",NA,1,50,0,0
"2015-31","Easton","Negative",NA,9,394,0,0
"2015-31","Easton","Positive","WNV",1,50,1,20
"2015-31","Fairhaven","Negative",NA,2,90,0,0
"2015-31","Fall River","Negative",NA,6,300,0,0
"2015-31","Freetown","Negative",NA,4,151,0,0
"2015-31","Mansfield","Negative",NA,1,50,0,0
"2015-31","New Bedford","Negative",NA,10,430,0,0
"2015-31","North Attleborough","Negative",NA,1,50,0,0
"2015-31","Norton","Negative",NA,2,100,0,0
"2015-31","Raynham","Negative",NA,5,223,0,0
"2015-31","Rehoboth","Negative",NA,2,59,0,0
"2015-31","Seekonk","Negative",NA,2,100,0,0
"2015-31","Seekonk","Positive","WNV",1,50,1,20
"2015-31","Somerset","Negative",NA,2,100,0,0
"2015-31","Swansea","Positive","WNV",1,50,1,20
"2015-31","Taunton","Negative",NA,2,100,0,0
"2015-31","Westport","Negative",NA,1,27,0,0
"2015-32","Acushnet","Negative",NA,1,10,0,0
"2015-32","Attleboro","Negative",NA,2,97,0,0
"2015-32","Dartmouth","Negative",NA,1,50,0,0
"2015-32","Dighton","Negative",NA,3,150,0,0
"2015-32","Easton","Negative",NA,14,622,0,0
"2015-32","Fairhaven","Negative",NA,1,26,0,0
"2015-32","Fall River","Negative",NA,2,48,0,0
"2015-32","Freetown","Negative",NA,2,94,0,0
"2015-32","Mansfield","Negative",NA,1,14,0,0
"2015-32","New Bedford","Negative",NA,5,192,0,0
"2015-32","North Attleborough","Negative",NA,1,50,0,0
"2015-32","Norton","Negative",NA,2,100,0,0
"2015-32","Raynham","Negative",NA,3,93,0,0
"2015-32","Rehoboth","Negative",NA,2,89,0,0
"2015-32","Seekonk","Negative",NA,2,68,0,0
"2015-32","Somerset","Negative",NA,1,46,0,0
"2015-32","Swansea","Negative",NA,1,34,0,0
"2015-32","Westport","Negative",NA,1,37,0,0
"2015-33","Acushnet","Negative",NA,1,13,0,0
"2015-33","Attleboro","Negative",NA,2,100,0,0
"2015-33","Dartmouth","Negative",NA,1,50,0,0
"2015-33","Dighton","Negative",NA,2,100,0,0
"2015-33","Easton","Negative",NA,5,237,0,0
"2015-33","Fairhaven","Negative",NA,2,100,0,0
"2015-33","Fall River","Negative",NA,3,118,0,0
"2015-33","Fall River","Positive","WNV",1,50,1,20
"2015-33","Freetown","Negative",NA,3,112,0,0
"2015-33","Mansfield","Negative",NA,1,32,0,0
"2015-33","New Bedford","Negative",NA,6,173,0,0
"2015-33","North Attleborough","Negative",NA,2,87,0,0
"2015-33","Norton","Negative",NA,3,150,0,0
"2015-33","Raynham","Negative",NA,3,69,0,0
"2015-33","Rehoboth","Negative",NA,1,27,0,0
"2015-33","Seekonk","Negative",NA,2,79,0,0
"2015-33","Somerset","Positive","WNV",1,50,1,20
"2015-33","Swansea","Negative",NA,3,126,0,0
"2015-33","Taunton","Negative",NA,2,80,0,0
"2015-33","Westport","Negative",NA,1,50,0,0
"2015-34","Acushnet","Negative",NA,2,28,0,0
"2015-34","Attleboro","Negative",NA,1,50,0,0
"2015-34","Berkley","Negative",NA,1,8,0,0
"2015-34","Dartmouth","Negative",NA,1,41,0,0
"2015-34","Dighton","Negative",NA,3,150,0,0
"2015-34","Easton","Negative",NA,9,338,0,0
"2015-34","Fairhaven","Negative",NA,2,98,0,0
"2015-34","Fall River","Negative",NA,2,60,0,0
"2015-34","Freetown","Negative",NA,5,216,0,0
"2015-34","Mansfield","Negative",NA,1,50,0,0
"2015-34","New Bedford","Negative",NA,5,127,0,0
"2015-34","North Attleborough","Negative",NA,1,45,0,0
"2015-34","Norton","Negative",NA,3,150,0,0
"2015-34","Raynham","Negative",NA,5,103,0,0
"2015-34","Rehoboth","Negative",NA,4,159,0,0
"2015-34","Seekonk","Negative",NA,1,13,0,0
"2015-34","Somerset","Positive","WNV",1,36,1,27.7777777777778
"2015-34","Swansea","Positive","WNV",1,36,1,27.7777777777778
"2015-34","Taunton","Negative",NA,3,42,0,0
"2015-34","Westport","Negative",NA,3,113,0,0
"2015-35","Acushnet","Negative",NA,1,45,0,0
"2015-35","Attleboro","Negative",NA,1,50,0,0
"2015-35","Dartmouth","Negative",NA,1,44,0,0
"2015-35","Dighton","Negative",NA,2,61,0,0
"2015-35","Easton","Negative",NA,2,99,0,0
"2015-35","Easton","Positive","WNV",1,50,1,20
"2015-35","Fairhaven","Negative",NA,1,50,0,0
"2015-35","Fall River","Negative",NA,3,122,0,0
"2015-35","Freetown","Negative",NA,6,223,0,0
"2015-35","Mansfield","Negative",NA,1,28,0,0
"2015-35","New Bedford","Negative",NA,6,174,0,0
"2015-35","North Attleborough","Negative",NA,1,40,0,0
"2015-35","Norton","Negative",NA,2,100,0,0
"2015-35","Raynham","Negative",NA,1,11,0,0
"2015-35","Rehoboth","Negative",NA,1,46,0,0
"2015-35","Seekonk","Negative",NA,1,37,0,0
"2015-35","Seekonk","Positive","WNV",1,50,1,20
"2015-35","Somerset","Negative",NA,1,44,0,0
"2015-35","Swansea","Negative",NA,2,100,0,0
"2015-35","Taunton","Negative",NA,2,100,0,0
"2015-35","Westport","Negative",NA,1,33,0,0
"2015-36","Dartmouth","Negative",NA,1,43,0,0
"2015-36","Dighton","Negative",NA,1,44,0,0
"2015-36","Easton","Negative",NA,3,72,0,0
"2015-36","Easton","Positive","WNV",2,88,2,22.7272727272727
"2015-36","Fall River","Negative",NA,2,74,0,0
"2015-36","Freetown","Negative",NA,4,145,0,0
"2015-36","Mansfield","Negative",NA,1,50,0,0
