"MapDate","RegionName","None","D0","D1","D2","D3","D4","ValidStart","ValidEnd","StatisticFormatID","week_num","DSCI_fema"
2010-06-29,"I",100,0,0,0,0,0,2010-06-29,2010-07-05,1,"2010-26",0
2010-06-29,"II",72.88,27.12,0,0,0,0,2010-06-29,2010-07-05,1,"2010-26",27.12
2010-06-29,"III",46.91,53.09,3.4,0,0,0,2010-06-29,2010-07-05,1,"2010-26",56.49
2010-06-29,"IV",84.98,15.02,1.11,0.2,0,0,2010-06-29,2010-07-05,1,"2010-26",16.33
2010-06-22,"I",100,0,0,0,0,0,2010-06-22,2010-06-28,1,"2010-25",0
2010-06-22,"II",88.27,11.73,0,0,0,0,2010-06-22,2010-06-28,1,"2010-25",11.73
2010-06-22,"III",87.05,12.95,0,0,0,0,2010-06-22,2010-06-28,1,"2010-25",12.95
2010-06-22,"IV",89.34,10.66,0.47,0,0,0,2010-06-22,2010-06-28,1,"2010-25",11.13
2010-06-15,"I",100,0,0,0,0,0,2010-06-15,2010-06-21,1,"2010-24",0
2010-06-15,"II",85.4,14.6,0,0,0,0,2010-06-15,2010-06-21,1,"2010-24",14.6
2010-06-15,"III",94.16,5.84,0,0,0,0,2010-06-15,2010-06-21,1,"2010-24",5.84
2010-06-15,"IV",92.54,7.46,0.44,0,0,0,2010-06-15,2010-06-21,1,"2010-24",7.9
2010-06-08,"I",100,0,0,0,0,0,2010-06-08,2010-06-14,1,"2010-23",0
2010-06-08,"II",70.52,29.48,0,0,0,0,2010-06-08,2010-06-14,1,"2010-23",29.48
2010-06-08,"III",94.16,5.84,0,0,0,0,2010-06-08,2010-06-14,1,"2010-23",5.84
2010-06-08,"IV",92.98,7.02,0.44,0,0,0,2010-06-08,2010-06-14,1,"2010-23",7.46
2010-06-01,"I",35.11,64.89,0,0,0,0,2010-06-01,2010-06-07,1,"2010-22",64.89
2010-06-01,"II",40.08,59.92,5.33,0,0,0,2010-06-01,2010-06-07,1,"2010-22",65.25
2010-06-01,"III",91.2,8.8,0,0,0,0,2010-06-01,2010-06-07,1,"2010-22",8.8
2010-06-01,"IV",93.09,6.91,1.25,0,0,0,2010-06-01,2010-06-07,1,"2010-22",8.16
2010-05-25,"I",90.52,9.48,0,0,0,0,2010-05-25,2010-05-31,1,"2010-21",9.48
2010-05-25,"II",82.45,17.55,0,0,0,0,2010-05-25,2010-05-31,1,"2010-21",17.55
2010-05-25,"III",91.96,8.04,0,0,0,0,2010-05-25,2010-05-31,1,"2010-21",8.04
2010-05-25,"IV",93.06,6.94,0.21,0,0,0,2010-05-25,2010-05-31,1,"2010-21",7.15
2010-05-18,"I",88.1,11.9,0,0,0,0,2010-05-18,2010-05-24,1,"2010-20",11.9
2010-05-18,"II",92.43,7.57,0,0,0,0,2010-05-18,2010-05-24,1,"2010-20",7.57
2010-05-18,"III",90.7,9.3,0,0,0,0,2010-05-18,2010-05-24,1,"2010-20",9.3
2010-05-18,"IV",88.22,11.78,0.24,0,0,0,2010-05-18,2010-05-24,1,"2010-20",12.02
2010-05-11,"I",100,0,0,0,0,0,2010-05-11,2010-05-17,1,"2010-19",0
2010-05-11,"II",87.74,12.26,0.24,0,0,0,2010-05-11,2010-05-17,1,"2010-19",12.5
2010-05-11,"III",73.35,26.65,4.46,0,0,0,2010-05-11,2010-05-17,1,"2010-19",31.11
2010-05-11,"IV",83.05,16.95,0.41,0,0,0,2010-05-11,2010-05-17,1,"2010-19",17.36
2010-05-04,"I",100,0,0,0,0,0,2010-05-04,2010-05-10,1,"2010-18",0
2010-05-04,"II",68.28,31.72,6.18,0,0,0,2010-05-04,2010-05-10,1,"2010-18",37.9
2010-05-04,"III",82.23,17.77,4.46,0,0,0,2010-05-04,2010-05-10,1,"2010-18",22.23
2010-05-04,"IV",84.55,15.45,0.18,0,0,0,2010-05-04,2010-05-10,1,"2010-18",15.63
2010-04-27,"I",100,0,0,0,0,0,2010-04-27,2010-05-03,1,"2010-17",0
2010-04-27,"II",68.28,31.72,6.18,0,0,0,2010-04-27,2010-05-03,1,"2010-17",37.9
2010-04-27,"III",82.17,17.83,4.46,0,0,0,2010-04-27,2010-05-03,1,"2010-17",22.29
2010-04-27,"IV",73.59,26.41,1.43,0,0,0,2010-04-27,2010-05-03,1,"2010-17",27.84
2010-04-20,"I",100,0,0,0,0,0,2010-04-20,2010-04-26,1,"2010-16",0
2010-04-20,"II",68.28,31.72,0.24,0,0,0,2010-04-20,2010-04-26,1,"2010-16",31.96
2010-04-20,"III",87.1,12.9,4.46,0,0,0,2010-04-20,2010-04-26,1,"2010-16",17.36
2010-04-20,"IV",78.84,21.16,1.43,0,0,0,2010-04-20,2010-04-26,1,"2010-16",22.59
2010-04-13,"I",100,0,0,0,0,0,2010-04-13,2010-04-19,1,"2010-15",0
2010-04-13,"II",71.65,28.35,0,0,0,0,2010-04-13,2010-04-19,1,"2010-15",28.35
2010-04-13,"III",87.1,12.9,0,0,0,0,2010-04-13,2010-04-19,1,"2010-15",12.9
2010-04-13,"IV",84.35,15.65,1.02,0,0,0,2010-04-13,2010-04-19,1,"2010-15",16.67
2010-04-06,"I",100,0,0,0,0,0,2010-04-06,2010-04-12,1,"2010-14",0
2010-04-06,"II",79.11,20.89,0,0,0,0,2010-04-06,2010-04-12,1,"2010-14",20.89
2010-04-06,"III",94.19,5.81,0,0,0,0,2010-04-06,2010-04-12,1,"2010-14",5.81
2010-04-06,"IV",90.96,9.04,0,0,0,0,2010-04-06,2010-04-12,1,"2010-14",9.04
2010-03-30,"I",100,0,0,0,0,0,2010-03-30,2010-04-05,1,"2010-13",0
2010-03-30,"II",100,0,0,0,0,0,2010-03-30,2010-04-05,1,"2010-13",0
2010-03-30,"III",100,0,0,0,0,0,2010-03-30,2010-04-05,1,"2010-13",0
2010-03-30,"IV",95.99,4.01,0,0,0,0,2010-03-30,2010-04-05,1,"2010-13",4.01
2010-03-23,"I",100,0,0,0,0,0,2010-03-23,2010-03-29,1,"2010-12",0
2010-03-23,"II",100,0,0,0,0,0,2010-03-23,2010-03-29,1,"2010-12",0
2010-03-23,"III",100,0,0,0,0,0,2010-03-23,2010-03-29,1,"2010-12",0
2010-03-23,"IV",96.75,3.25,0,0,0,0,2010-03-23,2010-03-29,1,"2010-12",3.25
2010-03-16,"I",100,0,0,0,0,0,2010-03-16,2010-03-22,1,"2010-11",0
2010-03-16,"II",100,0,0,0,0,0,2010-03-16,2010-03-22,1,"2010-11",0
2010-03-16,"III",100,0,0,0,0,0,2010-03-16,2010-03-22,1,"2010-11",0
2010-03-16,"IV",94.61,5.39,0,0,0,0,2010-03-16,2010-03-22,1,"2010-11",5.39
2010-03-09,"I",100,0,0,0,0,0,2010-03-09,2010-03-15,1,"2010-10",0
2010-03-09,"II",100,0,0,0,0,0,2010-03-09,2010-03-15,1,"2010-10",0
2010-03-09,"III",100,0,0,0,0,0,2010-03-09,2010-03-15,1,"2010-10",0
2010-03-09,"IV",84.58,15.42,0,0,0,0,2010-03-09,2010-03-15,1,"2010-10",15.42
2010-03-02,"I",100,0,0,0,0,0,2010-03-02,2010-03-08,1,"2010-09",0
2010-03-02,"II",100,0,0,0,0,0,2010-03-02,2010-03-08,1,"2010-09",0
2010-03-02,"III",100,0,0,0,0,0,2010-03-02,2010-03-08,1,"2010-09",0
2010-03-02,"IV",99.24,0.76,0,0,0,0,2010-03-02,2010-03-08,1,"2010-09",0.76
2010-02-23,"I",100,0,0,0,0,0,2010-02-23,2010-03-01,1,"2010-08",0
2010-02-23,"II",100,0,0,0,0,0,2010-02-23,2010-03-01,1,"2010-08",0
2010-02-23,"III",100,0,0,0,0,0,2010-02-23,2010-03-01,1,"2010-08",0
2010-02-23,"IV",100,0,0,0,0,0,2010-02-23,2010-03-01,1,"2010-08",0
2010-02-16,"I",100,0,0,0,0,0,2010-02-16,2010-02-22,1,"2010-07",0
2010-02-16,"II",100,0,0,0,0,0,2010-02-16,2010-02-22,1,"2010-07",0
2010-02-16,"III",100,0,0,0,0,0,2010-02-16,2010-02-22,1,"2010-07",0
2010-02-16,"IV",100,0,0,0,0,0,2010-02-16,2010-02-22,1,"2010-07",0
2010-02-09,"I",100,0,0,0,0,0,2010-02-09,2010-02-15,1,"2010-06",0
2010-02-09,"II",100,0,0,0,0,0,2010-02-09,2010-02-15,1,"2010-06",0
2010-02-09,"III",100,0,0,0,0,0,2010-02-09,2010-02-15,1,"2010-06",0
2010-02-09,"IV",100,0,0,0,0,0,2010-02-09,2010-02-15,1,"2010-06",0
2010-02-02,"I",100,0,0,0,0,0,2010-02-02,2010-02-08,1,"2010-05",0
2010-02-02,"II",100,0,0,0,0,0,2010-02-02,2010-02-08,1,"2010-05",0
2010-02-02,"III",100,0,0,0,0,0,2010-02-02,2010-02-08,1,"2010-05",0
2010-02-02,"IV",100,0,0,0,0,0,2010-02-02,2010-02-08,1,"2010-05",0
2010-01-26,"I",100,0,0,0,0,0,2010-01-26,2010-02-01,1,"2010-04",0
2010-01-26,"II",100,0,0,0,0,0,2010-01-26,2010-02-01,1,"2010-04",0
2010-01-26,"III",100,0,0,0,0,0,2010-01-26,2010-02-01,1,"2010-04",0
2010-01-26,"IV",100,0,0,0,0,0,2010-01-26,2010-02-01,1,"2010-04",0
2010-01-19,"I",100,0,0,0,0,0,2010-01-19,2010-01-25,1,"2010-03",0
2010-01-19,"II",100,0,0,0,0,0,2010-01-19,2010-01-25,1,"2010-03",0
2010-01-19,"III",100,0,0,0,0,0,2010-01-19,2010-01-25,1,"2010-03",0
2010-01-19,"IV",99.6,0.4,0,0,0,0,2010-01-19,2010-01-25,1,"2010-03",0.4
2010-01-12,"I",100,0,0,0,0,0,2010-01-12,2010-01-18,1,"2010-02",0
2010-01-12,"II",100,0,0,0,0,0,2010-01-12,2010-01-18,1,"2010-02",0
2010-01-12,"III",100,0,0,0,0,0,2010-01-12,2010-01-18,1,"2010-02",0
2010-01-12,"IV",99.6,0.4,0,0,0,0,2010-01-12,2010-01-18,1,"2010-02",0.4
2010-01-05,"I",100,0,0,0,0,0,2010-01-05,2010-01-11,1,"2010-01",0
2010-01-05,"II",99.5,0.5,0,0,0,0,2010-01-05,2010-01-11,1,"2010-01",0.5
2010-01-05,"III",100,0,0,0,0,0,2010-01-05,2010-01-11,1,"2010-01",0
2010-01-05,"IV",99.6,0.4,0,0,0,0,2010-01-05,2010-01-11,1,"2010-01",0.4
2009-12-29,"I",100,0,0,0,0,0,2009-12-29,2010-01-04,1,"2009-53",0
2009-12-29,"II",99.5,0.5,0,0,0,0,2009-12-29,2010-01-04,1,"2009-53",0.5
2009-12-29,"III",100,0,0,0,0,0,2009-12-29,2010-01-04,1,"2009-53",0
2009-12-29,"IV",99.54,0.46,0,0,0,0,2009-12-29,2010-01-04,1,"2009-53",0.46
2009-12-22,"I",100,0,0,0,0,0,2009-12-22,2009-12-28,1,"2009-52",0
2009-12-22,"II",99.38,0.62,0,0,0,0,2009-12-22,2009-12-28,1,"2009-52",0.62
2009-12-22,"III",100,0,0,0,0,0,2009-12-22,2009-12-28,1,"2009-52",0
2009-12-22,"IV",98.78,1.22,0,0,0,0,2009-12-22,2009-12-28,1,"2009-52",1.22
2009-12-15,"I",100,0,0,0,0,0,2009-12-15,2009-12-21,1,"2009-51",0
2009-12-15,"II",100,0,0,0,0,0,2009-12-15,2009-12-21,1,"2009-51",0
2009-12-15,"III",100,0,0,0,0,0,2009-12-15,2009-12-21,1,"2009-51",0
2009-12-15,"IV",97.87,2.13,0.43,0,0,0,2009-12-15,2009-12-21,1,"2009-51",2.56
2009-12-08,"I",100,0,0,0,0,0,2009-12-08,2009-12-14,1,"2009-50",0
2009-12-08,"II",100,0,0,0,0,0,2009-12-08,2009-12-14,1,"2009-50",0
2009-12-08,"III",95.6,4.4,0,0,0,0,2009-12-08,2009-12-14,1,"2009-50",4.4
2009-12-08,"IV",97.28,2.72,0.43,0,0,0,2009-12-08,2009-12-14,1,"2009-50",3.15
2009-12-01,"I",100,0,0,0,0,0,2009-12-01,2009-12-07,1,"2009-49",0
2009-12-01,"II",100,0,0,0,0,0,2009-12-01,2009-12-07,1,"2009-49",0
2009-12-01,"III",89.5,10.5,0,0,0,0,2009-12-01,2009-12-07,1,"2009-49",10.5
2009-12-01,"IV",93.76,6.24,1.26,0,0,0,2009-12-01,2009-12-07,1,"2009-49",7.5
2009-11-24,"I",100,0,0,0,0,0,2009-11-24,2009-11-30,1,"2009-48",0
2009-11-24,"II",100,0,0,0,0,0,2009-11-24,2009-11-30,1,"2009-48",0
2009-11-24,"III",89.5,10.5,0,0,0,0,2009-11-24,2009-11-30,1,"2009-48",10.5
2009-11-24,"IV",91.97,8.03,1.12,0,0,0,2009-11-24,2009-11-30,1,"2009-48",9.15
2009-11-17,"I",100,0,0,0,0,0,2009-11-17,2009-11-23,1,"2009-47",0
2009-11-17,"II",100,0,0,0,0,0,2009-11-17,2009-11-23,1,"2009-47",0
2009-11-17,"III",89.5,10.5,0,0,0,0,2009-11-17,2009-11-23,1,"2009-47",10.5
2009-11-17,"IV",89.48,10.52,0.72,0,0,0,2009-11-17,2009-11-23,1,"2009-47",11.24
2009-11-10,"I",100,0,0,0,0,0,2009-11-10,2009-11-16,1,"2009-46",0
2009-11-10,"II",97.18,2.82,0,0,0,0,2009-11-10,2009-11-16,1,"2009-46",2.82
2009-11-10,"III",89.5,10.5,0,0,0,0,2009-11-10,2009-11-16,1,"2009-46",10.5
2009-11-10,"IV",84.77,15.23,5.12,0.37,0,0,2009-11-10,2009-11-16,1,"2009-46",20.72
2009-11-03,"I",100,0,0,0,0,0,2009-11-03,2009-11-09,1,"2009-45",0
2009-11-03,"II",100,0,0,0,0,0,2009-11-03,2009-11-09,1,"2009-45",0
2009-11-03,"III",89.5,10.5,0,0,0,0,2009-11-03,2009-11-09,1,"2009-45",10.5
2009-11-03,"IV",84.77,15.23,5.12,0.37,0,0,2009-11-03,2009-11-09,1,"2009-45",20.72
2009-10-27,"I",100,0,0,0,0,0,2009-10-27,2009-11-02,1,"2009-44",0
2009-10-27,"II",95.71,4.29,0,0,0,0,2009-10-27,2009-11-02,1,"2009-44",4.29
2009-10-27,"III",82.72,17.28,0,0,0,0,2009-10-27,2009-11-02,1,"2009-44",17.28
2009-10-27,"IV",84.68,15.32,5.77,0.37,0,0,2009-10-27,2009-11-02,1,"2009-44",21.46
2009-10-20,"I",100,0,0,0,0,0,2009-10-20,2009-10-26,1,"2009-43",0
2009-10-20,"II",100,0,0,0,0,0,2009-10-20,2009-10-26,1,"2009-43",0
2009-10-20,"III",85.96,14.04,0,0,0,0,2009-10-20,2009-10-26,1,"2009-43",14.04
2009-10-20,"IV",85.9,14.1,4.66,0.37,0,0,2009-10-20,2009-10-26,1,"2009-43",19.13
2009-10-13,"I",100,0,0,0,0,0,2009-10-13,2009-10-19,1,"2009-42",0
2009-10-13,"II",100,0,0,0,0,0,2009-10-13,2009-10-19,1,"2009-42",0
2009-10-13,"III",82.26,17.74,2.47,0,0,0,2009-10-13,2009-10-19,1,"2009-42",20.21
2009-10-13,"IV",84.38,15.62,3.01,0.37,0,0,2009-10-13,2009-10-19,1,"2009-42",19
2009-10-06,"I",100,0,0,0,0,0,2009-10-06,2009-10-12,1,"2009-41",0
2009-10-06,"II",100,0,0,0,0,0,2009-10-06,2009-10-12,1,"2009-41",0
2009-10-06,"III",76.92,23.08,7.53,0,0,0,2009-10-06,2009-10-12,1,"2009-41",30.61
2009-10-06,"IV",88.18,11.82,4.14,0.74,0,0,2009-10-06,2009-10-12,1,"2009-41",16.7
2009-09-29,"I",100,0,0,0,0,0,2009-09-29,2009-10-05,1,"2009-40",0
2009-09-29,"II",100,0,0,0,0,0,2009-09-29,2009-10-05,1,"2009-40",0
2009-09-29,"III",76.84,23.16,7.53,0,0,0,2009-09-29,2009-10-05,1,"2009-40",30.69
2009-09-29,"IV",86.98,13.02,5.55,1.1,0,0,2009-09-29,2009-10-05,1,"2009-40",19.67
2009-09-22,"I",100,0,0,0,0,0,2009-09-22,2009-09-28,1,"2009-39",0
2009-09-22,"II",100,0,0,0,0,0,2009-09-22,2009-09-28,1,"2009-39",0
2009-09-22,"III",59.84,40.16,11.67,0,0,0,2009-09-22,2009-09-28,1,"2009-39",51.83
2009-09-22,"IV",83.89,16.11,7.41,1.27,0,0,2009-09-22,2009-09-28,1,"2009-39",24.79
2009-09-15,"I",100,0,0,0,0,0,2009-09-15,2009-09-21,1,"2009-38",0
2009-09-15,"II",100,0,0,0,0,0,2009-09-15,2009-09-21,1,"2009-38",0
2009-09-15,"III",82.79,17.21,0,0,0,0,2009-09-15,2009-09-21,1,"2009-38",17.21
2009-09-15,"IV",81.87,18.13,7.74,0.11,0,0,2009-09-15,2009-09-21,1,"2009-38",25.98
2009-09-08,"I",100,0,0,0,0,0,2009-09-08,2009-09-14,1,"2009-37",0
2009-09-08,"II",100,0,0,0,0,0,2009-09-08,2009-09-14,1,"2009-37",0
2009-09-08,"III",98.65,1.35,0,0,0,0,2009-09-08,2009-09-14,1,"2009-37",1.35
2009-09-08,"IV",79.64,20.36,3.06,0,0,0,2009-09-08,2009-09-14,1,"2009-37",23.42
2009-09-01,"I",100,0,0,0,0,0,2009-09-01,2009-09-07,1,"2009-36",0
2009-09-01,"II",100,0,0,0,0,0,2009-09-01,2009-09-07,1,"2009-36",0
2009-09-01,"III",97.77,2.23,0,0,0,0,2009-09-01,2009-09-07,1,"2009-36",2.23
2009-09-01,"IV",82.57,17.43,2.63,0,0,0,2009-09-01,2009-09-07,1,"2009-36",20.06
2009-08-25,"I",100,0,0,0,0,0,2009-08-25,2009-08-31,1,"2009-35",0
2009-08-25,"II",100,0,0,0,0,0,2009-08-25,2009-08-31,1,"2009-35",0
2009-08-25,"III",97.77,2.23,0,0,0,0,2009-08-25,2009-08-31,1,"2009-35",2.23
2009-08-25,"IV",75.71,24.29,2.43,0,0,0,2009-08-25,2009-08-31,1,"2009-35",26.72
2009-08-18,"I",100,0,0,0,0,0,2009-08-18,2009-08-24,1,"2009-34",0
2009-08-18,"II",100,0,0,0,0,0,2009-08-18,2009-08-24,1,"2009-34",0
2009-08-18,"III",79.34,20.66,0,0,0,0,2009-08-18,2009-08-24,1,"2009-34",20.66
2009-08-18,"IV",73,27,1.56,0,0,0,2009-08-18,2009-08-24,1,"2009-34",28.56
2009-08-11,"I",100,0,0,0,0,0,2009-08-11,2009-08-17,1,"2009-33",0
2009-08-11,"II",100,0,0,0,0,0,2009-08-11,2009-08-17,1,"2009-33",0
2009-08-11,"III",89.16,10.84,0,0,0,0,2009-08-11,2009-08-17,1,"2009-33",10.84
2009-08-11,"IV",75.33,24.67,0.77,0,0,0,2009-08-11,2009-08-17,1,"2009-33",25.44
2009-08-04,"I",100,0,0,0,0,0,2009-08-04,2009-08-10,1,"2009-32",0
2009-08-04,"II",100,0,0,0,0,0,2009-08-04,2009-08-10,1,"2009-32",0
2009-08-04,"III",89.16,10.84,0,0,0,0,2009-08-04,2009-08-10,1,"2009-32",10.84
2009-08-04,"IV",75.33,24.67,0.77,0,0,0,2009-08-04,2009-08-10,1,"2009-32",25.44
2009-07-28,"I",100,0,0,0,0,0,2009-07-28,2009-08-03,1,"2009-31",0
2009-07-28,"II",100,0,0,0,0,0,2009-07-28,2009-08-03,1,"2009-31",0
2009-07-28,"III",87,13,0,0,0,0,2009-07-28,2009-08-03,1,"2009-31",13
2009-07-28,"IV",70.69,29.31,1.48,0,0,0,2009-07-28,2009-08-03,1,"2009-31",30.79
2009-07-21,"I",100,0,0,0,0,0,2009-07-21,2009-07-27,1,"2009-30",0
2009-07-21,"II",100,0,0,0,0,0,2009-07-21,2009-07-27,1,"2009-30",0
2009-07-21,"III",84.56,15.44,0,0,0,0,2009-07-21,2009-07-27,1,"2009-30",15.44
2009-07-21,"IV",67.37,32.63,2.86,0,0,0,2009-07-21,2009-07-27,1,"2009-30",35.49
2009-07-14,"I",100,0,0,0,0,0,2009-07-14,2009-07-20,1,"2009-29",0
2009-07-14,"II",100,0,0,0,0,0,2009-07-14,2009-07-20,1,"2009-29",0
2009-07-14,"III",94,6,0,0,0,0,2009-07-14,2009-07-20,1,"2009-29",6
2009-07-14,"IV",72.14,27.86,2.18,0,0,0,2009-07-14,2009-07-20,1,"2009-29",30.04
2009-07-07,"I",100,0,0,0,0,0,2009-07-07,2009-07-13,1,"2009-28",0
2009-07-07,"II",100,0,0,0,0,0,2009-07-07,2009-07-13,1,"2009-28",0
2009-07-07,"III",94.12,5.88,0,0,0,0,2009-07-07,2009-07-13,1,"2009-28",5.88
2009-07-07,"IV",72.4,27.6,2.18,0,0,0,2009-07-07,2009-07-13,1,"2009-28",29.78
2009-06-30,"I",100,0,0,0,0,0,2009-06-30,2009-07-06,1,"2009-27",0
2009-06-30,"II",100,0,0,0,0,0,2009-06-30,2009-07-06,1,"2009-27",0
2009-06-30,"III",96.95,3.05,0,0,0,0,2009-06-30,2009-07-06,1,"2009-27",3.05
2009-06-30,"IV",86.46,13.54,0.69,0,0,0,2009-06-30,2009-07-06,1,"2009-27",14.23
2009-06-23,"I",100,0,0,0,0,0,2009-06-23,2009-06-29,1,"2009-26",0
2009-06-23,"II",100,0,0,0,0,0,2009-06-23,2009-06-29,1,"2009-26",0
2009-06-23,"III",99.89,0.11,0,0,0,0,2009-06-23,2009-06-29,1,"2009-26",0.11
2009-06-23,"IV",94.6,5.4,0.01,0,0,0,2009-06-23,2009-06-29,1,"2009-26",5.41
2009-06-16,"I",95.04,4.96,0,0,0,0,2009-06-16,2009-06-22,1,"2009-25",4.96
2009-06-16,"II",98.17,1.83,0,0,0,0,2009-06-16,2009-06-22,1,"2009-25",1.83
2009-06-16,"III",98.39,1.61,0,0,0,0,2009-06-16,2009-06-22,1,"2009-25",1.61
2009-06-16,"IV",97.94,2.06,0,0,0,0,2009-06-16,2009-06-22,1,"2009-25",2.06
2009-06-09,"I",92.85,7.15,0,0,0,0,2009-06-09,2009-06-15,1,"2009-24",7.15
2009-06-09,"II",94.48,5.52,0,0,0,0,2009-06-09,2009-06-15,1,"2009-24",5.52
2009-06-09,"III",97.36,2.64,0,0,0,0,2009-06-09,2009-06-15,1,"2009-24",2.64
2009-06-09,"IV",97.9,2.1,0,0,0,0,2009-06-09,2009-06-15,1,"2009-24",2.1
2009-06-02,"I",100,0,0,0,0,0,2009-06-02,2009-06-08,1,"2009-23",0
2009-06-02,"II",94.48,5.52,0,0,0,0,2009-06-02,2009-06-08,1,"2009-23",5.52
2009-06-02,"III",97.39,2.61,0,0,0,0,2009-06-02,2009-06-08,1,"2009-23",2.61
2009-06-02,"IV",96.36,3.64,0.52,0,0,0,2009-06-02,2009-06-08,1,"2009-23",4.16
2009-05-26,"I",100,0,0,0,0,0,2009-05-26,2009-06-01,1,"2009-22",0
2009-05-26,"II",82.58,17.42,0,0,0,0,2009-05-26,2009-06-01,1,"2009-22",17.42
2009-05-26,"III",86.93,13.07,0,0,0,0,2009-05-26,2009-06-01,1,"2009-22",13.07
2009-05-26,"IV",92.65,7.35,1.43,0,0,0,2009-05-26,2009-06-01,1,"2009-22",8.78
2009-05-19,"I",100,0,0,0,0,0,2009-05-19,2009-05-25,1,"2009-21",0
2009-05-19,"II",92.48,7.52,0,0,0,0,2009-05-19,2009-05-25,1,"2009-21",7.52
2009-05-19,"III",87.59,12.41,0,0,0,0,2009-05-19,2009-05-25,1,"2009-21",12.41
2009-05-19,"IV",87.94,12.06,6.58,4.72,0.75,0,2009-05-19,2009-05-25,1,"2009-21",24.11
2009-05-12,"I",100,0,0,0,0,0,2009-05-12,2009-05-18,1,"2009-20",0
2009-05-12,"II",74.7,25.3,0,0,0,0,2009-05-12,2009-05-18,1,"2009-20",25.3
2009-05-12,"III",78.75,21.25,0,0,0,0,2009-05-12,2009-05-18,1,"2009-20",21.25
2009-05-12,"IV",81.63,18.37,9.23,8.52,4.44,0,2009-05-12,2009-05-18,1,"2009-20",40.56
2009-05-05,"I",90.56,9.44,0,0,0,0,2009-05-05,2009-05-11,1,"2009-19",9.44
2009-05-05,"II",68.65,31.35,0,0,0,0,2009-05-05,2009-05-11,1,"2009-19",31.35
2009-05-05,"III",55.69,44.31,0,0,0,0,2009-05-05,2009-05-11,1,"2009-19",44.31
2009-05-05,"IV",79.19,20.81,11.03,7.07,1.69,0,2009-05-05,2009-05-11,1,"2009-19",40.6
2009-04-28,"I",90.56,9.44,0,0,0,0,2009-04-28,2009-05-04,1,"2009-18",9.44
2009-04-28,"II",61.46,38.54,0,0,0,0,2009-04-28,2009-05-04,1,"2009-18",38.54
2009-04-28,"III",15.68,84.32,0,0,0,0,2009-04-28,2009-05-04,1,"2009-18",84.32
2009-04-28,"IV",76.03,23.97,11.68,7.07,1.33,0,2009-04-28,2009-05-04,1,"2009-18",44.05
2009-04-21,"I",94.92,5.08,0,0,0,0,2009-04-21,2009-04-27,1,"2009-17",5.08
2009-04-21,"II",80.83,19.17,0,0,0,0,2009-04-21,2009-04-27,1,"2009-17",19.17
2009-04-21,"III",30.28,69.72,0,0,0,0,2009-04-21,2009-04-27,1,"2009-17",69.72
2009-04-21,"IV",80.5,19.5,11.68,5.78,1.15,0,2009-04-21,2009-04-27,1,"2009-17",38.11
2009-04-14,"I",94.92,5.08,0,0,0,0,2009-04-14,2009-04-20,1,"2009-16",5.08
2009-04-14,"II",80.83,19.17,0,0,0,0,2009-04-14,2009-04-20,1,"2009-16",19.17
2009-04-14,"III",24.78,75.22,13.46,0,0,0,2009-04-14,2009-04-20,1,"2009-16",88.68
2009-04-14,"IV",80.12,19.88,12.14,6.7,0.57,0,2009-04-14,2009-04-20,1,"2009-16",39.29
2009-04-07,"I",93.89,6.11,0,0,0,0,2009-04-07,2009-04-13,1,"2009-15",6.11
2009-04-07,"II",80.51,19.49,0,0,0,0,2009-04-07,2009-04-13,1,"2009-15",19.49
2009-04-07,"III",22.56,77.44,13.46,0,0,0,2009-04-07,2009-04-13,1,"2009-15",90.9
2009-04-07,"IV",76.46,23.54,14.83,6.42,0,0,2009-04-07,2009-04-13,1,"2009-15",44.79
2009-03-31,"I",98.53,1.47,0,0,0,0,2009-03-31,2009-04-06,1,"2009-14",1.47
2009-03-31,"II",81.87,18.13,0,0,0,0,2009-03-31,2009-04-06,1,"2009-14",18.13
2009-03-31,"III",18.5,81.5,16.06,0,0,0,2009-03-31,2009-04-06,1,"2009-14",97.56
2009-03-31,"IV",58.45,41.55,24.44,6.18,0,0,2009-03-31,2009-04-06,1,"2009-14",72.17
2009-03-24,"I",98.53,1.47,0,0,0,0,2009-03-24,2009-03-30,1,"2009-13",1.47
2009-03-24,"II",81.87,18.13,0,0,0,0,2009-03-24,2009-03-30,1,"2009-13",18.13
2009-03-24,"III",16.23,83.77,17.74,0,0,0,2009-03-24,2009-03-30,1,"2009-13",101.51
2009-03-24,"IV",29.49,70.51,30.95,9.04,0,0,2009-03-24,2009-03-30,1,"2009-13",110.5
2009-03-17,"I",100,0,0,0,0,0,2009-03-17,2009-03-23,1,"2009-12",0
2009-03-17,"II",100,0,0,0,0,0,2009-03-17,2009-03-23,1,"2009-12",0
2009-03-17,"III",51.77,48.23,9.11,0,0,0,2009-03-17,2009-03-23,1,"2009-12",57.34
2009-03-17,"IV",30.86,69.14,31.88,9.04,1.21,0,2009-03-17,2009-03-23,1,"2009-12",111.27
2009-03-10,"I",100,0,0,0,0,0,2009-03-10,2009-03-16,1,"2009-11",0
2009-03-10,"II",100,0,0,0,0,0,2009-03-10,2009-03-16,1,"2009-11",0
2009-03-10,"III",53.47,46.53,11.27,0,0,0,2009-03-10,2009-03-16,1,"2009-11",57.8
2009-03-10,"IV",27.36,72.64,31.38,7.52,1.21,0,2009-03-10,2009-03-16,1,"2009-11",112.75
