week_num,Pools_Tested,Positive_Pools,Total_Tested,MIR,Avg_TMAX,Total_PRCP,week_num.y.y,Hrs_Above_80_lag,Hrs_Above_75_lag,Hrs_Below_50_lag,Hrs_Between_50_86_lag,Avg_HourlyDryBulbTemp_lag,Avg_HourlyWetBulbTemp_lag,Hrs_Below_50_current,Avg_HourlyRelativeHumidity_current,Avg_HourlyWetBulbTemperature_current,Avg_HourlyWindSpeed_current,None.x,D0.x,D1.x,D2.x,D3.x,D4.x,DSCI_fema,None.y,D0.y,D1.y,D2.y,D3.y,D4.y,DSCI_ma,average_daylight_hours,Average_MEL,Total_MEL,Total_All,MEL_Prop
2016-24,18,0,447,0,79,0.13,2016-23,24,36,14,193,65.82125603864735,58.16425120772947,24,62.28491620111732,55.12849162011173,4.338383838383838,54.02,45.98,5.11,0,0,0,51.09,0.84,99.16,0,0,0,0,99.16,-8.78638888888889,8,119,2023,0.0588235294117647
2016-25,41,0,1300,0,79.2,0.04,2016-24,15,45,24,155,63.83798882681564,55.12849162011173,39,72.52895752895753,56.3938223938224,3.4329501915708813,19.03,80.97,14.8,0,0,0,95.77,0,100,0,0,0,0,100,-8.77865079365079,14.5,263,3526,0.07458876914350539
2016-26,30,0,1029,0,83,0.92,2016-25,29,74,39,220,62.9034749034749,56.3938223938224,2,76.25670498084291,64.03448275862068,4.870848708487085,15.02,84.98,21.27,0,0,0,106.25,0,100,0,0,0,0,100,-8.8234126984127,33.45454545454545,381,3986,0.0955845459106874
2016-27,25,0,603,0,83,0.22,2016-26,29,85,2,259,69.544061302682,64.03448275862068,0,80.70099667774086,64.43521594684385,3.707641196013289,24.92,75.08,23.4,5.62,0,0,104.1,0,100,0,0,0,0,100,-8.91861111111111,17.1,183,1312,0.13948170731707318
2016-28,19,0,510,0,81.14285714285714,0.74,2016-27,41,68,0,286,68.80398671096346,64.43521594684385,0,81.54920634920634,67.14603174603175,3.388535031847134,25.52,74.48,24.64,7.32,0,0,106.44,0,100,0,0,0,0,100,-9.06035714285714,12.363636363636363,162,1583,0.10233733417561593
2016-29,27,0,924,0,86.85714285714286,0.96,2016-28,54,125,0,302,71.5111111111111,67.14603174603175,0,70.58064516129032,65.84331797235023,5.0092592592592595,30.4,69.6,29.86,7.32,0,0,106.78,0,100,0,0,0,0,100,-9.24321428571429,20.615384615384617,277,4416,0.06272644927536232
2016-30,27,0,792,0,88.57142857142857,0.23,2016-29,71,103,0,190,73.31336405529954,65.84331797235023,0,79.00760456273764,67.79087452471482,2.9961977186311786,32.65,67.35,31.91,8.06,0,0,107.32,0,100,0,0,0,0,100,-9.46103174603175,6.5,79,2259,0.03497122620628597
2016-31,28,0,833,0,88.28571428571429,0.11,2016-30,55,111,0,234,73.02281368821293,67.79087452471482,0,81.31879194630872,61.077181208053695,2.7348993288590604,32.54,67.46,34,13.17,0,0,114.63,0,100,100,0,0,0,200,0.57797619047619,8.769230769230768,115,2340,0.04914529914529914
2016-32,24,0,466,0,83.71428571428571,0.32,2016-31,48,74,0,293,65.46644295302013,61.077181208053695,0,80.7439446366782,69.06574394463668,4.391003460207613,32.54,67.46,34,13.17,0.46,0,115.09,0,100,100,0,0,0,200,14.022380952381,3.2857142857142865,46,1372,0.03352769679300291
2016-33,20,0,615,0,89.28571428571429,0.68,2016-32,84,159,0,258,73.85467128027682,69.06574394463668,0,72.68115942028986,67.26570048309179,4.621359223300971,32.54,67.46,34,12.65,2.69,0,116.8,0,100,100,0,0,0,200,13.734880952381,1.923076923076923,29,1269,0.02285263987391646
2016-34,8,0,131,0,87.57142857142857,0,2016-33,79,119,0,196,74.08695652173913,67.26570048309179,4,75.05286343612335,65.19383259911895,4.348017621145375,35.19,64.81,30.77,13.62,2.69,0,111.89,0,100,100,2.72,0,0,202.72,13.4338492063492,3.692307692307692,55,687,0.08005822416302766
2016-35,15,0,275,0,86.14285714285714,0.42000000000000004,2016-34,49,93,4,212,71.27753303964758,65.19383259911895,0,81.91078066914498,61.65055762081784,2.6828358208955225,35.16,64.84,31.04,14.22,4.08,0,114.18,0,100,100,100,0,0,300,13.1229365079365,2.2142857142857144,37,526,0.07034220532319392
2016-36,12,0,174,0,80.28571428571429,0.2,2016-35,23,47,0,263,65.74721189591078,61.65055762081784,0,83.90492957746478,67.69718309859155,5.767605633802817,33.76,66.24,32.54,16.96,4.57,0,120.31,0,100,100,100,0,0,300,12.8050396825397,5.9,103,652,0.1579754601226994
2016-37,1,0,12,0,82.85714285714286,0.64,2016-36,28,60,0,278,71.27816901408451,67.69718309859155,92,77.76,54.736,3.5180722891566263,28.86,71.14,46.18,25.72,9.6,0,152.64,0,100,100,100,7.08,0,307.08,12.4825396825397,0.8181818181818181,21,408,0.05147058823529411
2016-38,4,0,27,0,79.28571428571429,0,2016-37,18,44,92,156,59.48,54.736,29,84.18068535825545,58.545171339563865,1.95,28.86,71.14,46.18,25.72,9.6,0,152.64,0,100,100,100,7.08,0,307.08,12.1575793650794,2.4444444444444446,22,276,0.07971014492753623
2017-23,2,0,51,0,68.57142857142857,1.15,2017-22,0,3,64,248,55.78846153846154,52.83974358974359,40,77.45,53.641666666666666,5.375,100,0,0,0,0,0,0,100,0,0,0,0,0,0,-8.86265873015873,6.571428571428572,122,541,0.2255083179297597
